@relation ../Data/18_edits_alt

@attribute revert_edits numeric
@attribute votes numeric
@attribute accounts numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute featured_lists numeric
@attribute draft_edits numeric
@attribute featured_articles numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute hasCategoryActivity {1, 0}
@attribute minor_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute hasFeaturedContent {1, 0}
@attribute merge_votes numeric
@attribute hasMultipleAccounts {1, 0}
@attribute pages_created numeric
@attribute isSuccessful {1, 0}
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute nonminor_edits numeric
@attribute elections numeric
@attribute delete_votes numeric
@attribute images_uploaded numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric
@attribute large_edits numeric


@data
683 , 3 , 71 , 0 , 0 , 0 , 0 , 0 , 0 , 3526 , 1 , 2739 , 0 , 1493 , 660 , 199 , 8870 , 0 , 18 , 0 , 1667 , 1 , 0 , 1 , 1 , 42 , 1 , 12 , 5 , 152 , 1 , 15833 , 2 , 4 , 512 , 44 , 343 , 36 , 15503 , 3106
699 , 17 , 51 , 0 , 2 , 0 , 0 , 4 , 0 , 6536 , 1 , 16098 , 0 , 1137 , 5 , 6084 , 16405 , 0 , 14 , 0 , 9980 , 0 , 1 , 1 , 1 , 1979 , 1 , 2 , 8 , 688 , 3 , 42482 , 1 , 6 , 0 , 1877 , 3232 , 177 , 44992 , 4375
380 , 9 , 24 , 0 , 0 , 0 , 1 , 0 , 12 , 700 , 1 , 3327 , 0 , 987 , 3 , 3056 , 7860 , 1 , 32 , 0 , 2655 , 0 , 0 , 5 , 1 , 38 , 1 , 4 , 34 , 26 , 0 , 18487 , 1 , 22 , 0 , 202 , 495 , 15 , 15059 , 3066
222 , 0 , 63 , 0 , 0 , 0 , 0 , 0 , 1 , 3823 , 1 , 3310 , 0 , 379 , 4 , 518 , 7505 , 0 , 0 , 0 , 1135 , 0 , 0 , 0 , 1 , 18 , 1 , 0 , 3 , 46 , 0 , 9261 , 1 , 0 , 0 , 175 , 109 , 3 , 13322 , 3385
1427 , 14 , 28 , 0 , 0 , 0 , 0 , 0 , 1 , 2991 , 1 , 4030 , 0 , 488 , 4 , 435 , 6902 , 0 , 125 , 0 , 634 , 0 , 0 , 1 , 1 , 83 , 1 , 9 , 16 , 891 , 1 , 11789 , 1 , 114 , 1 , 46 , 258 , 50 , 12228 , 3454
325 , 12 , 20 , 0 , 1 , 0 , 0 , 0 , 0 , 1536 , 1 , 526 , 0 , 894 , 6 , 633 , 1423 , 0 , 84 , 0 , 2049 , 0 , 0 , 3 , 1 , 6 , 1 , 21 , 3 , 2 , 1 , 5107 , 1 , 58 , 0 , 533 , 70 , 3 , 6258 , 1605
2115 , 2 , 51 , 0 , 0 , 0 , 0 , 0 , 0 , 1256 , 1 , 4163 , 0 , 323 , 0 , 263 , 2518 , 0 , 4 , 0 , 951 , 0 , 0 , 0 , 1 , 9 , 1 , 1 , 17 , 35 , 0 , 7665 , 1 , 3 , 0 , 15 , 182 , 0 , 5237 , 3049
253 , 7 , 22 , 0 , 0 , 0 , 0 , 1 , 2 , 448 , 1 , 1160 , 0 , 889 , 29 , 776 , 2798 , 0 , 54 , 0 , 432 , 3 , 1 , 2 , 1 , 184 , 1 , 6 , 2 , 160 , 0 , 7712 , 1 , 46 , 19 , 74 , 63 , 48 , 4835 , 1452
183 , 1 , 1 , 0 , 0 , 1 , 3 , 0 , 1 , 327 , 1 , 69536 , 0 , 2167 , 0 , 300 , 8125 , 2 , 199 , 0 , 491 , 0 , 1 , 0 , 0 , 2630 , 1 , 189 , 0 , 10 , 0 , 53848 , 6 , 8 , 0 , 119 , 69 , 0 , 9445 , 6457
290 , 5 , 15 , 0 , 0 , 3 , 0 , 0 , 0 , 1483 , 1 , 4844 , 0 , 1344 , 0 , 2995 , 5909 , 0 , 6 , 0 , 1568 , 0 , 1 , 0 , 1 , 17 , 1 , 4 , 12 , 24 , 0 , 12390 , 1 , 2 , 0 , 595 , 117 , 15 , 12718 , 1546
247 , 1 , 40 , 0 , 2 , 0 , 0 , 0 , 0 , 175 , 0 , 1845 , 0 , 1280 , 9 , 256 , 582 , 0 , 51 , 0 , 309 , 0 , 0 , 3 , 1 , 102 , 1 , 40 , 0 , 34 , 0 , 5808 , 1 , 6 , 5 , 503 , 101 , 26 , 1995 , 1760
264 , 86 , 236 , 0 , 0 , 0 , 2 , 0 , 5 , 5207 , 1 , 4378 , 0 , 274 , 404 , 1172 , 4388 , 6 , 95 , 0 , 1961 , 67 , 0 , 8 , 1 , 268 , 1 , 24 , 10 , 251 , 2 , 17420 , 1 , 55 , 23 , 335 , 1242 , 167 , 15211 , 7092
330 , 14 , 38 , 0 , 0 , 0 , 0 , 0 , 0 , 233 , 0 , 691 , 0 , 518 , 0 , 11 , 127 , 0 , 14 , 0 , 150 , 0 , 0 , 1 , 1 , 8 , 1 , 7 , 0 , 4 , 0 , 2741 , 1 , 6 , 1 , 8 , 23 , 0 , 556 , 949
228 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2834 , 1 , 2125 , 0 , 1109 , 16 , 77 , 2523 , 0 , 30 , 0 , 363 , 1 , 0 , 0 , 0 , 10 , 1 , 4 , 1 , 6 , 1 , 3510 , 1 , 25 , 9 , 2 , 94 , 3 , 5920 , 2472
87 , 15 , 35 , 0 , 0 , 1 , 0 , 1 , 4 , 1142 , 1 , 1826 , 0 , 377 , 7 , 357 , 2744 , 1 , 52 , 0 , 940 , 2 , 1 , 6 , 1 , 136 , 1 , 7 , 7 , 380 , 1 , 5099 , 1 , 37 , 1 , 137 , 248 , 1003 , 6971 , 2213
3678 , 1 , 37 , 0 , 0 , 0 , 0 , 0 , 0 , 2894 , 1 , 3576 , 0 , 1647 , 12 , 1865 , 6794 , 6 , 184 , 0 , 1425 , 0 , 0 , 8 , 1 , 116 , 1 , 6 , 1 , 7 , 6 , 14837 , 1 , 158 , 10 , 136 , 255 , 15 , 13404 , 4698
257 , 22 , 37 , 0 , 0 , 0 , 0 , 0 , 1 , 1975 , 1 , 1375 , 0 , 390 , 4 , 813 , 3913 , 0 , 20 , 0 , 1487 , 1 , 0 , 1 , 1 , 113 , 1 , 2 , 4 , 16 , 0 , 11035 , 3 , 17 , 2 , 129 , 175 , 17 , 8535 , 3483
308 , 0 , 36 , 0 , 0 , 0 , 0 , 0 , 0 , 125 , 1 , 41401 , 0 , 427 , 312 , 218 , 2221 , 4 , 73 , 0 , 439 , 0 , 0 , 0 , 1 , 88 , 1 , 0 , 1 , 21 , 0 , 5360 , 2 , 69 , 359 , 79 , 184 , 12 , 3612 , 1334
426 , 1 , 56 , 0 , 0 , 0 , 0 , 0 , 3 , 7644 , 1 , 5759 , 0 , 1404 , 7 , 719 , 7863 , 0 , 63 , 0 , 1805 , 1 , 0 , 0 , 1 , 22 , 1 , 0 , 15 , 41 , 0 , 5366 , 1 , 63 , 1 , 154 , 635 , 7 , 18894 , 1711
76 , 4 , 640 , 0 , 0 , 0 , 0 , 0 , 0 , 102 , 0 , 1475 , 0 , 1179 , 25 , 30 , 37 , 0 , 22 , 0 , 58 , 1 , 0 , 0 , 1 , 1 , 1 , 2 , 0 , 2 , 3 , 1783 , 1 , 17 , 0 , 7 , 18 , 0 , 280 , 978
0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1615 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
149 , 23 , 56 , 0 , 0 , 0 , 0 , 2 , 0 , 1125 , 1 , 316 , 0 , 382 , 248 , 129 , 1821 , 0 , 5 , 0 , 1530 , 3 , 1 , 0 , 1 , 48 , 1 , 0 , 5 , 70 , 0 , 6632 , 1 , 5 , 63 , 142 , 115 , 127 , 5315 , 1586
669 , 6 , 55 , 0 , 1 , 0 , 0 , 0 , 2 , 1674 , 1 , 18097 , 0 , 524 , 3 , 52 , 1157 , 1 , 29 , 0 , 196 , 1 , 0 , 2 , 1 , 43 , 1 , 13 , 0 , 4 , 1 , 19639 , 2 , 11 , 6 , 17 , 88 , 5 , 3199 , 13621
8261 , 2 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 2785 , 1 , 4311 , 0 , 1190 , 5 , 1368 , 8028 , 1 , 103 , 0 , 1692 , 0 , 1 , 2 , 1 , 47 , 1 , 3 , 36 , 76 , 0 , 34932 , 3 , 97 , 8 , 584 , 130 , 21 , 14725 , 5788
79 , 6 , 54 , 0 , 0 , 0 , 0 , 0 , 0 , 193 , 0 , 7898 , 0 , 826 , 85 , 48 , 200 , 2 , 125 , 0 , 76 , 0 , 0 , 4 , 1 , 783 , 1 , 36 , 0 , 0 , 2 , 6711 , 3 , 81 , 267 , 12 , 5 , 0 , 619 , 2925
62 , 17 , 154 , 0 , 0 , 0 , 0 , 0 , 0 , 438 , 1 , 1619 , 0 , 1485 , 19 , 93 , 1459 , 0 , 0 , 0 , 241 , 0 , 0 , 0 , 1 , 60 , 1 , 0 , 17 , 164 , 0 , 1133 , 1 , 0 , 0 , 136 , 70 , 20 , 2657 , 261
1278 , 36 , 2 , 0 , 0 , 1 , 0 , 0 , 1 , 1020 , 1 , 692 , 0 , 903 , 4 , 1724 , 3154 , 3 , 174 , 0 , 3290 , 1 , 1 , 2 , 1 , 40 , 1 , 33 , 6 , 14 , 2 , 9780 , 1 , 134 , 4 , 208 , 31 , 8 , 9461 , 1840
168 , 3 , 49 , 0 , 0 , 0 , 0 , 0 , 2 , 2450 , 1 , 1930 , 0 , 764 , 571 , 184 , 2293 , 0 , 64 , 0 , 1073 , 40 , 0 , 2 , 1 , 32 , 1 , 11 , 3 , 71 , 0 , 5057 , 2 , 51 , 2 , 48 , 356 , 15 , 7106 , 2204
18 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 234 , 0 , 287 , 2 , 1204 , 0 , 45 , 2272 , 6 , 126 , 0 , 5906 , 0 , 0 , 5 , 0 , 205 , 1 , 50 , 0 , 2 , 0 , 16570 , 1 , 63 , 0 , 23 , 2777 , 0 , 11259 , 5914
11 , 0 , 132 , 0 , 0 , 0 , 0 , 0 , 1 , 106 , 1 , 57 , 0 , 578 , 25 , 4 , 156 , 0 , 1 , 0 , 99 , 1 , 0 , 0 , 1 , 2 , 1 , 0 , 31 , 0 , 0 , 640 , 1 , 1 , 0 , 7 , 76 , 3 , 509 , 154
2359 , 1 , 36 , 0 , 1 , 0 , 0 , 0 , 0 , 1379 , 0 , 3188 , 0 , 1504 , 78 , 855 , 9981 , 10 , 75 , 0 , 1444 , 1 , 0 , 6 , 1 , 627 , 1 , 40 , 0 , 17 , 0 , 9614 , 1 , 18 , 85 , 164 , 729 , 5 , 14653 , 1649
81 , 0 , 12 , 0 , 1 , 0 , 0 , 0 , 0 , 487 , 1 , 460 , 0 , 1130 , 5 , 272 , 3402 , 0 , 88 , 0 , 132 , 0 , 0 , 5 , 1 , 118 , 1 , 76 , 11 , 51 , 0 , 9040 , 1 , 6 , 7 , 34 , 379 , 3 , 4776 , 814
134 , 87 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 1479 , 1 , 2879 , 0 , 1033 , 0 , 539 , 5106 , 9 , 93 , 0 , 2941 , 0 , 1 , 2 , 0 , 242 , 1 , 20 , 6 , 77 , 0 , 7558 , 1 , 62 , 0 , 221 , 29 , 71 , 10469 , 2595
112 , 18 , 63 , 0 , 0 , 0 , 0 , 0 , 0 , 1267 , 1 , 1201 , 0 , 1524 , 30 , 204 , 1950 , 0 , 30 , 0 , 727 , 1 , 0 , 1 , 1 , 47 , 1 , 5 , 19 , 25 , 0 , 3384 , 1 , 24 , 8 , 126 , 194 , 119 , 4662 , 820
1669 , 4 , 43 , 0 , 2 , 11 , 0 , 4 , 8 , 2450 , 1 , 8993 , 0 , 1408 , 10 , 2653 , 13176 , 3 , 40 , 0 , 1189 , 0 , 1 , 2 , 1 , 301 , 1 , 14 , 65 , 160 , 0 , 21201 , 2 , 19 , 5 , 909 , 182 , 84 , 20886 , 4372
345 , 11 , 23 , 0 , 0 , 1 , 0 , 0 , 0 , 1012 , 1 , 3911 , 0 , 1836 , 24 , 490 , 5863 , 1 , 50 , 0 , 510 , 0 , 1 , 1 , 1 , 105 , 1 , 24 , 87 , 14 , 3 , 5780 , 1 , 21 , 15 , 26 , 110 , 6 , 8142 , 1518
80 , 28 , 47 , 0 , 0 , 0 , 0 , 0 , 0 , 153 , 0 , 1159 , 0 , 1388 , 0 , 46 , 126 , 4 , 32 , 0 , 101 , 0 , 0 , 2 , 1 , 34 , 1 , 10 , 0 , 0 , 0 , 3764 , 1 , 16 , 1 , 14 , 54 , 8 , 502 , 847
71 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 825 , 0 , 866 , 1 , 1136 , 72 , 982 , 2415 , 1 , 189 , 1 , 795 , 0 , 0 , 8 , 1 , 22 , 1 , 39 , 0 , 20 , 3 , 4290 , 2 , 136 , 18 , 30 , 116 , 17 , 5272 , 1496
343 , 61 , 157 , 0 , 0 , 0 , 0 , 0 , 2 , 539 , 1 , 6857 , 0 , 1715 , 2 , 82 , 513 , 10 , 60 , 0 , 756 , 0 , 0 , 5 , 1 , 95 , 1 , 7 , 1 , 11 , 0 , 10437 , 1 , 38 , 5 , 69 , 291 , 24 , 2290 , 6641
197 , 9 , 38 , 0 , 3 , 0 , 0 , 0 , 0 , 645 , 0 , 1654 , 0 , 435 , 1 , 397 , 801 , 6 , 168 , 0 , 582 , 8 , 0 , 7 , 1 , 68 , 1 , 34 , 0 , 2 , 4 , 4125 , 2 , 114 , 1 , 75 , 2 , 0 , 2513 , 1217
259 , 0 , 28 , 1 , 2 , 2 , 0 , 10 , 17 , 396 , 1 , 6748 , 0 , 1597 , 60 , 6015 , 7377 , 1 , 37 , 1 , 4058 , 0 , 1 , 3 , 1 , 55 , 1 , 12 , 11 , 244 , 0 , 15113 , 1 , 18 , 25 , 991 , 1030 , 57 , 20257 , 2358
75 , 13 , 35 , 0 , 0 , 0 , 0 , 0 , 3 , 11301 , 1 , 24038 , 0 , 890 , 16 , 376 , 11841 , 0 , 14 , 0 , 857 , 1 , 0 , 0 , 1 , 16 , 1 , 0 , 15 , 39 , 0 , 3664 , 1 , 14 , 0 , 40 , 566 , 6 , 25061 , 2828
594 , 0 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 234 , 0 , 1131 , 0 , 1107 , 3 , 98 , 830 , 0 , 51 , 0 , 219 , 0 , 0 , 3 , 1 , 9 , 1 , 4 , 0 , 0 , 0 , 4635 , 1 , 44 , 1 , 36 , 79 , 0 , 1499 , 843
205 , 33 , 152 , 0 , 0 , 0 , 0 , 0 , 14 , 2852 , 1 , 5034 , 0 , 482 , 19 , 645 , 1816 , 0 , 30 , 0 , 374 , 3 , 0 , 2 , 1 , 19 , 1 , 13 , 4 , 131 , 0 , 6482 , 1 , 15 , 3 , 62 , 432 , 181 , 6533 , 3329
289 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 235 , 2169 , 1 , 1777 , 0 , 592 , 7 , 2147 , 3608 , 6 , 84 , 0 , 788 , 0 , 0 , 2 , 1 , 19 , 1 , 7 , 24 , 9 , 5 , 6299 , 2 , 64 , 2 , 204 , 467 , 6 , 9665 , 1495
430 , 0 , 54 , 0 , 0 , 0 , 0 , 0 , 40 , 2530 , 1 , 11632 , 0 , 1481 , 37 , 3827 , 17980 , 4 , 89 , 0 , 935 , 9 , 0 , 5 , 1 , 3111 , 1 , 49 , 171 , 669 , 1 , 28714 , 1 , 30 , 26 , 859 , 6667 , 441 , 34165 , 3400
321 , 5 , 20 , 0 , 2 , 0 , 0 , 0 , 0 , 269 , 1 , 50329 , 0 , 580 , 127 , 4916 , 24416 , 0 , 29 , 0 , 4842 , 0 , 0 , 0 , 1 , 3514 , 1 , 24 , 130 , 1228 , 0 , 16119 , 1 , 3 , 0 , 109 , 2393 , 10 , 38440 , 509
149 , 8 , 18 , 0 , 1 , 0 , 0 , 0 , 0 , 1688 , 1 , 1765 , 0 , 271 , 4 , 392 , 1596 , 4 , 84 , 1 , 1119 , 0 , 0 , 6 , 1 , 14 , 1 , 20 , 3 , 48 , 3 , 2605 , 1 , 49 , 4 , 216 , 132 , 1 , 5199 , 1122
42 , 0 , 22 , 2 , 0 , 0 , 0 , 0 , 495 , 1140 , 1 , 20084 , 0 , 805 , 1218 , 6953 , 5987 , 0 , 5 , 0 , 8407 , 0 , 0 , 0 , 1 , 110 , 1 , 1 , 17 , 264 , 0 , 5046 , 2 , 4 , 502 , 789 , 532 , 383 , 26187 , 1401
0 , 6 , 28 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
16278 , 0 , 29 , 0 , 0 , 0 , 0 , 0 , 3 , 2524 , 1 , 2195 , 0 , 840 , 5 , 294 , 9241 , 9 , 180 , 0 , 345 , 0 , 0 , 1 , 1 , 72 , 1 , 1 , 5 , 56 , 4 , 31871 , 2 , 165 , 4 , 143 , 200 , 27 , 12843 , 5321
233 , 42 , 30 , 1 , 0 , 0 , 1 , 0 , 30 , 3968 , 1 , 7918 , 0 , 465 , 178 , 2342 , 7594 , 1 , 26 , 0 , 5357 , 24 , 0 , 1 , 1 , 71 , 1 , 10 , 98 , 63 , 0 , 15164 , 1 , 14 , 60 , 750 , 1060 , 54 , 21520 , 4491
55 , 3 , 125 , 0 , 0 , 0 , 0 , 0 , 139 , 6620 , 1 , 7619 , 0 , 1550 , 37 , 2646 , 8878 , 0 , 1 , 0 , 2976 , 69 , 0 , 0 , 1 , 779 , 1 , 0 , 26 , 2420 , 0 , 28043 , 4 , 1 , 10 , 901 , 1299 , 684 , 26695 , 8033
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 71 , 1 , 1 , 0 , 240 , 0 , 88 , 156 , 0 , 0 , 0 , 30 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 1 , 0 , 690 , 1 , 0 , 0 , 7 , 359 , 0 , 713 , 16
7 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 30 , 0 , 16 , 0 , 76 , 0 , 6 , 49 , 0 , 1 , 0 , 26 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 1 , 120 , 2 , 0 , 0 , 4 , 20 , 0 , 139 , 24
134 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 26 , 0 , 309 , 0 , 569 , 1 , 288 , 1608 , 0 , 17 , 0 , 46 , 0 , 0 , 0 , 1 , 42 , 0 , 6 , 0 , 0 , 0 , 1998 , 1 , 11 , 1 , 4 , 11 , 0 , 1984 , 177
404 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 1407 , 1 , 162 , 0 , 454 , 6 , 897 , 1922 , 1 , 30 , 0 , 591 , 0 , 0 , 2 , 0 , 17 , 0 , 7 , 0 , 274 , 0 , 5533 , 2 , 20 , 0 , 44 , 408 , 186 , 5737 , 1343
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 1 , 0 , 10 , 2
37 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 572 , 0 , 999 , 0 , 450 , 0 , 23 , 821 , 0 , 59 , 0 , 457 , 0 , 0 , 1 , 0 , 23 , 0 , 2 , 0 , 33 , 0 , 1888 , 1 , 56 , 0 , 38 , 89 , 0 , 2033 , 556
246 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 242 , 1 , 18 , 0 , 563 , 0 , 30 , 1018 , 0 , 0 , 0 , 19 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 41 , 11 , 0 , 1358 , 1 , 0 , 0 , 2 , 45 , 0 , 1408 , 134
7 , 3 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 87 , 0 , 1595 , 0 , 470 , 0 , 5 , 77 , 5 , 143 , 1 , 82 , 0 , 0 , 1 , 1 , 21 , 0 , 29 , 0 , 0 , 13 , 1830 , 1 , 93 , 0 , 0 , 5 , 0 , 256 , 504
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 279 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 4 , 3 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 0 , 0 , 16 , 2
20 , 1 , 9 , 0 , 0 , 3 , 0 , 0 , 3 , 321 , 1 , 323 , 0 , 319 , 0 , 207 , 134 , 0 , 137 , 0 , 212 , 0 , 1 , 2 , 1 , 15 , 0 , 62 , 11 , 17 , 0 , 4928 , 1 , 73 , 3 , 138 , 43 , 1 , 1087 , 875
21 , 51 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1493 , 1 , 3053 , 0 , 370 , 10 , 61 , 2333 , 1 , 35 , 0 , 405 , 6 , 0 , 6 , 0 , 28 , 0 , 17 , 27 , 17 , 0 , 6296 , 2 , 10 , 31 , 47 , 302 , 0 , 4701 , 1539
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 23 , 0 , 317 , 0 , 1 , 0 , 0 , 21 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 190 , 1 , 19 , 0 , 0 , 4 , 0 , 16 , 18
26 , 9 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 258 , 0 , 599 , 0 , 74 , 1 , 16 , 197 , 0 , 63 , 0 , 244 , 0 , 0 , 1 , 1 , 8 , 0 , 13 , 0 , 41 , 2 , 1133 , 2 , 47 , 0 , 71 , 69 , 4 , 901 , 152
174 , 3 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 670 , 1 , 609 , 0 , 276 , 0 , 43 , 1093 , 0 , 14 , 0 , 277 , 0 , 0 , 0 , 1 , 31 , 0 , 2 , 12 , 53 , 3 , 1524 , 1 , 9 , 0 , 20 , 152 , 1 , 2321 , 465
4 , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 1 , 483 , 1 , 2055 , 0 , 219 , 14 , 847 , 4034 , 0 , 16 , 0 , 492 , 0 , 0 , 2 , 1 , 46 , 0 , 13 , 0 , 138 , 0 , 5495 , 1 , 1 , 7 , 212 , 1664 , 34 , 7919 , 375
31 , 5 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 31 , 0 , 500 , 0 , 518 , 2 , 45 , 832 , 0 , 22 , 0 , 31 , 0 , 1 , 3 , 0 , 118 , 0 , 5 , 0 , 4 , 0 , 3514 , 1 , 14 , 2 , 1 , 23 , 3 , 972 , 726
103 , 22 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 903 , 1 , 141 , 0 , 106 , 5 , 74 , 2064 , 1 , 50 , 0 , 278 , 0 , 0 , 1 , 0 , 1 , 0 , 11 , 27 , 5 , 0 , 3515 , 1 , 37 , 5 , 52 , 280 , 0 , 3694 , 655
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 21 , 0 , 83 , 0 , 103 , 0 , 39 , 163 , 0 , 1 , 0 , 9 , 0 , 0 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 0 , 139 , 1 , 0 , 0 , 53 , 17 , 0 , 302 , 23
78 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 107 , 0 , 417 , 0 , 181 , 0 , 881 , 997 , 1 , 45 , 1 , 142 , 0 , 0 , 8 , 0 , 8 , 0 , 12 , 0 , 25 , 0 , 2962 , 1 , 23 , 0 , 27 , 27 , 12 , 2218 , 453
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 51 , 0 , 233 , 0 , 5 , 46 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 165 , 1 , 0 , 8 , 0 , 33 , 0 , 99 , 6
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 102 , 0 , 0 , 79 , 0 , 6 , 0 , 9 , 0 , 0 , 0 , 0 , 5 , 0 , 2 , 0 , 2 , 0 , 75 , 1 , 4 , 0 , 0 , 5 , 0 , 102 , 1
131 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 245 , 1 , 373 , 1 , 365 , 6 , 56 , 513 , 10 , 175 , 2 , 171 , 0 , 0 , 9 , 0 , 39 , 0 , 45 , 1 , 4 , 4 , 1159 , 1 , 104 , 0 , 4 , 137 , 1 , 1138 , 280
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 1 , 1685 , 0 , 731 , 0 , 36 , 251 , 0 , 2 , 0 , 8 , 0 , 0 , 0 , 0 , 84 , 0 , 1 , 1 , 0 , 0 , 86 , 1 , 1 , 2 , 0 , 0 , 0 , 303 , 32
7 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 22 , 0 , 58 , 0 , 1032 , 1 , 165 , 230 , 0 , 33 , 0 , 58 , 0 , 0 , 0 , 0 , 14 , 0 , 11 , 0 , 7 , 0 , 738 , 1 , 22 , 1 , 1 , 22 , 0 , 506 , 129
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 77 , 0 , 35 , 0 , 60 , 0 , 52 , 236 , 0 , 1 , 0 , 27 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 146 , 1 , 1 , 0 , 4 , 4 , 0 , 400 , 34
9 , 2 , 3 , 0 , 2 , 0 , 0 , 0 , 0 , 278 , 1 , 520 , 0 , 228 , 7 , 135 , 657 , 0 , 82 , 0 , 495 , 0 , 0 , 14 , 1 , 10 , 0 , 56 , 21 , 67 , 0 , 1408 , 1 , 10 , 0 , 203 , 175 , 5 , 2043 , 388
2 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
25 , 4 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 562 , 0 , 661 , 0 , 441 , 7 , 418 , 1805 , 2 , 149 , 1 , 1060 , 0 , 0 , 7 , 0 , 38 , 0 , 16 , 0 , 85 , 5 , 3532 , 2 , 114 , 6 , 55 , 254 , 19 , 4265 , 493
