@relation ../Data/18_edits_alt

@attribute revert_edits numeric
@attribute votes numeric
@attribute accounts numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute featured_lists numeric
@attribute draft_edits numeric
@attribute featured_articles numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute hasCategoryActivity {1, 0}
@attribute minor_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute hasFeaturedContent {1, 0}
@attribute merge_votes numeric
@attribute hasMultipleAccounts {1, 0}
@attribute pages_created numeric
@attribute isSuccessful {1, 0}
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute nonminor_edits numeric
@attribute elections numeric
@attribute delete_votes numeric
@attribute images_uploaded numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric
@attribute large_edits numeric


@data
12 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 1 , 74 , 1 , 5072 , 0 , 372 , 118 , 191 , 4205 , 4 , 84 , 0 , 78 , 0 , 1 , 2 , 0 , 162 , 1 , 22 , 43 , 41 , 8 , 2324 , 1 , 47 , 13 , 61 , 135 , 0 , 4947 , 391
162 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 295 , 0 , 149 , 0 , 107 , 0 , 76 , 315 , 4 , 79 , 0 , 147 , 0 , 0 , 2 , 0 , 10 , 1 , 16 , 0 , 0 , 0 , 775 , 1 , 57 , 0 , 37 , 56 , 2 , 928 , 172
9 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 107 , 1 , 1423 , 0 , 81 , 0 , 44 , 1636 , 0 , 37 , 0 , 362 , 0 , 1 , 0 , 0 , 6 , 1 , 2 , 4 , 1 , 0 , 885 , 1 , 34 , 0 , 9 , 149 , 0 , 2312 , 113
36 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 1117 , 1 , 5020 , 0 , 329 , 10 , 64 , 8217 , 11 , 87 , 0 , 1504 , 0 , 0 , 6 , 0 , 479 , 1 , 18 , 111 , 24 , 2 , 6168 , 1 , 50 , 6 , 11 , 265 , 7 , 11334 , 263
4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 84 , 0 , 110 , 0 , 635 , 9 , 35 , 732 , 0 , 18 , 0 , 730 , 0 , 0 , 3 , 0 , 44 , 1 , 0 , 0 , 6 , 0 , 1260 , 2 , 15 , 7 , 12 , 160 , 0 , 1768 , 93
33 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 179 , 1 , 1592 , 0 , 559 , 14 , 141 , 6076 , 1 , 72 , 0 , 467 , 0 , 0 , 3 , 0 , 344 , 1 , 52 , 310 , 55 , 0 , 6976 , 1 , 16 , 4 , 34 , 1018 , 7 , 8307 , 323
20 , 0 , 1 , 0 , 2 , 0 , 0 , 0 , 1 , 194 , 1 , 651 , 0 , 195 , 37 , 424 , 2276 , 4 , 124 , 0 , 92 , 1 , 0 , 4 , 0 , 74 , 1 , 30 , 4 , 11 , 2 , 2273 , 1 , 82 , 20 , 4 , 9 , 0 , 3053 , 276
22 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 579 , 1 , 719 , 0 , 137 , 72 , 34 , 976 , 5 , 102 , 0 , 562 , 0 , 0 , 1 , 0 , 94 , 1 , 23 , 2 , 5 , 0 , 2361 , 1 , 73 , 3 , 0 , 9 , 0 , 2239 , 434
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
10 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 112 , 1 , 4304 , 0 , 382 , 3 , 594 , 3630 , 0 , 10 , 0 , 297 , 5 , 0 , 0 , 0 , 763 , 1 , 0 , 29 , 96 , 0 , 4061 , 1 , 10 , 1 , 164 , 126 , 176 , 5234 , 717
59 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 227 , 1 , 636 , 0 , 166 , 14 , 239 , 1435 , 0 , 109 , 0 , 837 , 0 , 0 , 2 , 0 , 40 , 1 , 9 , 41 , 2 , 1 , 1785 , 1 , 97 , 5 , 48 , 58 , 0 , 2901 , 204
7 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 28 , 0 , 836 , 1 , 532 , 1 , 138 , 249 , 2 , 43 , 0 , 78 , 0 , 0 , 1 , 0 , 86 , 1 , 25 , 0 , 0 , 1 , 2845 , 1 , 12 , 3 , 17 , 24 , 5 , 540 , 332
51 , 0 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 196 , 0 , 1335 , 0 , 310 , 4 , 149 , 1156 , 4 , 106 , 1 , 1372 , 0 , 0 , 4 , 0 , 56 , 1 , 50 , 0 , 12 , 3 , 6649 , 1 , 42 , 1 , 115 , 932 , 0 , 3936 , 1649
12 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 3 , 96 , 1 , 803 , 0 , 164 , 8 , 289 , 1203 , 3 , 149 , 3 , 230 , 0 , 1 , 15 , 0 , 68 , 1 , 77 , 17 , 18 , 1 , 1508 , 1 , 50 , 3 , 42 , 17 , 11 , 1935 , 201
1 , 8 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 82 , 0 , 237 , 0 , 187 , 2 , 24 , 347 , 0 , 85 , 0 , 335 , 0 , 1 , 3 , 0 , 2 , 1 , 12 , 0 , 8 , 0 , 846 , 1 , 70 , 1 , 16 , 25 , 2 , 841 , 132
4 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1594 , 1 , 104 , 0 , 88 , 20 , 132 , 1031 , 2 , 62 , 0 , 276 , 3 , 0 , 2 , 0 , 85 , 1 , 22 , 3 , 13 , 0 , 1784 , 1 , 36 , 1 , 14 , 340 , 4 , 3430 , 499
15 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 479 , 1 , 4677 , 1 , 220 , 1 , 167 , 3691 , 3 , 123 , 0 , 479 , 0 , 0 , 1 , 0 , 185 , 1 , 2 , 17 , 60 , 13 , 548 , 1 , 103 , 0 , 31 , 855 , 41 , 5822 , 115
16 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 1 , 395 , 0 , 411 , 0 , 20 , 757 , 2 , 70 , 0 , 141 , 0 , 0 , 4 , 0 , 199 , 1 , 15 , 5 , 4 , 1 , 2790 , 1 , 48 , 0 , 6 , 8 , 0 , 964 , 173
12 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 106 , 1 , 50 , 0 , 392 , 4 , 198 , 1897 , 0 , 3 , 0 , 64 , 0 , 1 , 0 , 0 , 168 , 1 , 2 , 75 , 60 , 0 , 2296 , 1 , 1 , 1 , 9 , 24 , 11 , 2448 , 252
7 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1334 , 1 , 657 , 0 , 113 , 12 , 30 , 1243 , 0 , 0 , 0 , 478 , 0 , 0 , 0 , 0 , 90 , 1 , 0 , 3 , 16 , 0 , 1823 , 1 , 0 , 3 , 15 , 103 , 0 , 3234 , 197
28 , 35 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 399 , 0 , 486 , 0 , 113 , 2 , 132 , 1257 , 9 , 140 , 0 , 1131 , 0 , 1 , 4 , 0 , 223 , 1 , 20 , 0 , 0 , 3 , 2550 , 1 , 104 , 1 , 7 , 272 , 0 , 3200 , 423
0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 2 , 38 , 1 , 1971 , 0 , 444 , 7 , 94 , 1088 , 1 , 18 , 0 , 23 , 1 , 0 , 0 , 0 , 97 , 1 , 12 , 18 , 50 , 1 , 531 , 1 , 3 , 6 , 12 , 28 , 13 , 1374 , 112
5 , 12 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 213 , 1 , 2168 , 0 , 155 , 0 , 85 , 2204 , 0 , 63 , 0 , 170 , 0 , 0 , 0 , 0 , 27 , 1 , 15 , 9 , 2 , 4 , 462 , 1 , 44 , 0 , 16 , 31 , 0 , 2731 , 79
5 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 210 , 0 , 505 , 0 , 394 , 3 , 224 , 596 , 0 , 23 , 0 , 144 , 0 , 1 , 0 , 0 , 16 , 1 , 11 , 0 , 4 , 0 , 1372 , 1 , 12 , 5 , 35 , 175 , 2 , 1393 , 159
49 , 2 , 1 , 0 , 1 , 0 , 0 , 0 , 2 , 203 , 1 , 430 , 0 , 255 , 52 , 168 , 5976 , 2 , 133 , 1 , 278 , 0 , 0 , 0 , 0 , 2680 , 1 , 28 , 18 , 146 , 4 , 6172 , 1 , 97 , 6 , 63 , 59 , 20 , 6985 , 1969
2 , 7 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 160 , 1 , 2394 , 0 , 330 , 9 , 178 , 3068 , 1 , 157 , 3 , 409 , 1 , 0 , 8 , 0 , 1845 , 1 , 11 , 504 , 78 , 4 , 3466 , 1 , 129 , 0 , 15 , 16 , 4 , 4442 , 723
17 , 76 , 1 , 0 , 6 , 0 , 0 , 0 , 7 , 412 , 1 , 2582 , 0 , 804 , 3 , 392 , 1842 , 4 , 112 , 0 , 810 , 0 , 0 , 1 , 0 , 615 , 1 , 49 , 17 , 18 , 3 , 5334 , 2 , 49 , 1 , 81 , 171 , 7 , 3760 , 1031
124 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 260 , 1 , 121 , 0 , 185 , 4 , 208 , 4115 , 0 , 5 , 0 , 2974 , 0 , 0 , 2 , 0 , 610 , 1 , 1 , 3 , 49 , 0 , 6923 , 2 , 2 , 0 , 116 , 36 , 39 , 7808 , 1439
18 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 46 , 1 , 761 , 0 , 255 , 9 , 147 , 1131 , 0 , 36 , 0 , 266 , 0 , 0 , 0 , 0 , 163 , 1 , 2 , 7 , 11 , 0 , 1406 , 1 , 34 , 9 , 35 , 0 , 12 , 1664 , 489
4 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 557 , 1 , 266 , 3 , 189 , 0 , 37 , 477 , 1 , 129 , 1 , 430 , 0 , 0 , 6 , 0 , 13 , 1 , 42 , 2 , 1 , 1 , 1113 , 1 , 75 , 0 , 21 , 58 , 0 , 1583 , 430
32 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 76 , 1 , 212 , 0 , 731 , 0 , 25 , 971 , 1 , 12 , 0 , 104 , 0 , 1 , 0 , 0 , 36 , 1 , 5 , 1 , 8 , 1 , 960 , 2 , 5 , 0 , 3 , 58 , 0 , 1246 , 341
32 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 63 , 1 , 483 , 0 , 961 , 0 , 282 , 625 , 0 , 33 , 0 , 214 , 0 , 0 , 7 , 0 , 40 , 1 , 13 , 4 , 12 , 2 , 1830 , 1 , 11 , 0 , 163 , 44 , 0 , 1408 , 355
23 , 4 , 1 , 0 , 1 , 4 , 0 , 1 , 6 , 1760 , 1 , 4009 , 0 , 361 , 15 , 1273 , 4352 , 1 , 110 , 0 , 2290 , 8 , 1 , 13 , 0 , 87 , 1 , 26 , 16 , 145 , 0 , 4633 , 1 , 69 , 10 , 333 , 145 , 15 , 10358 , 629
11 , 53 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1026 , 1 , 1000 , 0 , 120 , 50 , 156 , 4168 , 6 , 126 , 1 , 2611 , 0 , 0 , 7 , 0 , 153 , 1 , 29 , 28 , 130 , 4 , 5293 , 2 , 79 , 0 , 20 , 461 , 19 , 8669 , 977
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 275 , 0 , 525 , 7 , 1 , 331 , 0 , 0 , 0 , 13 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 0 , 39 , 1 , 0 , 2 , 0 , 30 , 0 , 382 , 6
0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 19 , 0 , 3 , 0 , 3 , 0 , 1 , 70 , 0 , 0 , 0 , 62 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 10 , 0 , 107 , 1 , 0 , 0 , 0 , 135 , 0 , 297 , 17
7 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 40 , 1 , 140 , 0 , 98 , 0 , 140 , 392 , 0 , 4 , 0 , 123 , 0 , 0 , 0 , 0 , 48 , 0 , 1 , 1 , 17 , 0 , 525 , 1 , 3 , 0 , 14 , 16 , 1 , 745 , 72
12 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 46 , 0 , 198 , 0 , 11 , 240 , 0 , 28 , 0 , 56 , 0 , 0 , 0 , 0 , 2 , 0 , 19 , 0 , 3 , 0 , 105 , 1 , 9 , 0 , 0 , 38 , 0 , 357 , 14
5 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 54 , 0 , 37 , 0 , 26 , 0 , 7 , 228 , 0 , 1 , 0 , 30 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 284 , 1 , 1 , 0 , 0 , 43 , 0 , 362 , 16
0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 82 , 0 , 146 , 0 , 51 , 7 , 39 , 586 , 2 , 116 , 0 , 419 , 0 , 1 , 2 , 0 , 26 , 0 , 4 , 0 , 9 , 6 , 934 , 1 , 102 , 5 , 1 , 8 , 0 , 1151 , 90
3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 11 , 0 , 0 , 0 , 289 , 0 , 4 , 91 , 0 , 0 , 0 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 24 , 1 , 0 , 0 , 0 , 14 , 0 , 133 , 6
2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 8 , 0 , 169 , 0 , 11 , 74 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 39 , 0 , 0 , 0 , 0 , 0 , 92 , 1 , 0 , 0 , 0 , 44 , 0 , 147 , 11
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 249 , 0 , 7 , 40 , 0 , 0 , 0 , 36 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 87 , 1 , 0 , 0 , 0 , 4 , 0 , 98 , 4
2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 3 , 0 , 38 , 0 , 2 , 305 , 0 , 0 , 0 , 22 , 0 , 0 , 0 , 0 , 149 , 0 , 0 , 0 , 0 , 0 , 302 , 1 , 0 , 0 , 0 , 5 , 0 , 343 , 0
0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 276 , 0 , 406 , 2 , 23 , 420 , 0 , 2 , 0 , 29 , 0 , 0 , 0 , 0 , 74 , 0 , 1 , 17 , 0 , 1 , 248 , 1 , 0 , 1 , 0 , 27 , 0 , 523 , 78
6 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 94 , 0 , 525 , 0 , 166 , 557 , 0 , 1 , 0 , 42 , 0 , 0 , 0 , 0 , 20 , 0 , 1 , 2 , 11 , 0 , 795 , 1 , 0 , 0 , 15 , 0 , 1 , 802 , 165
16 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 166 , 1 , 59 , 0 , 21 , 0 , 8 , 632 , 0 , 15 , 0 , 118 , 0 , 0 , 1 , 0 , 2 , 0 , 3 , 3 , 0 , 0 , 285 , 1 , 11 , 0 , 0 , 59 , 0 , 986 , 82
30 , 0 , 1 , 0 , 1 , 0 , 1 , 0 , 9 , 335 , 1 , 1862 , 0 , 549 , 15 , 250 , 1898 , 0 , 61 , 0 , 333 , 0 , 0 , 3 , 0 , 43 , 1 , 16 , 13 , 35 , 0 , 3375 , 1 , 41 , 18 , 340 , 13 , 20 , 3262 , 617
72 , 14 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 201 , 1 , 1311 , 0 , 980 , 43 , 212 , 784 , 0 , 48 , 0 , 404 , 0 , 0 , 3 , 1 , 312 , 1 , 33 , 9 , 283 , 0 , 3949 , 1 , 12 , 22 , 170 , 536 , 104 , 2746 , 1003
40 , 0 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 49 , 1 , 189 , 0 , 674 , 8 , 20 , 498 , 6 , 178 , 0 , 75 , 0 , 1 , 3 , 0 , 944 , 1 , 81 , 1 , 0 , 0 , 6415 , 1 , 88 , 23 , 13 , 95 , 0 , 760 , 630
211 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , 1 , 95 , 1 , 747 , 0 , 620 , 7 , 110 , 813 , 0 , 39 , 0 , 50 , 0 , 0 , 2 , 0 , 847 , 1 , 18 , 0 , 4 , 0 , 7602 , 1 , 17 , 29 , 2 , 40 , 0 , 1122 , 1483
155 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 2 , 771 , 1 , 6091 , 0 , 319 , 1 , 89 , 4199 , 6 , 68 , 0 , 699 , 0 , 0 , 3 , 0 , 38 , 1 , 9 , 55 , 13 , 5 , 2725 , 1 , 44 , 1 , 60 , 87 , 3 , 5979 , 542
20 , 3 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 423 , 1 , 1058 , 0 , 190 , 8 , 232 , 1977 , 2 , 48 , 0 , 664 , 0 , 0 , 4 , 0 , 180 , 1 , 2 , 3 , 21 , 1 , 2638 , 1 , 38 , 5 , 13 , 127 , 3 , 3471 , 337
8 , 8 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 417 , 1 , 2857 , 0 , 668 , 0 , 30 , 791 , 2 , 127 , 2 , 116 , 0 , 0 , 6 , 0 , 27 , 1 , 6 , 1 , 1 , 6 , 1572 , 1 , 104 , 1 , 7 , 102 , 1 , 1467 , 529
36 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 1 , 598 , 1 , 740 , 0 , 660 , 0 , 274 , 3911 , 1 , 5 , 0 , 2705 , 0 , 0 , 0 , 1 , 282 , 1 , 1 , 23 , 243 , 0 , 7679 , 1 , 3 , 0 , 69 , 1647 , 32 , 9504 , 573
0 , 32 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 552 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
13 , 13 , 2 , 0 , 0 , 0 , 0 , 0 , 1 , 346 , 1 , 204 , 0 , 146 , 1 , 36 , 864 , 0 , 48 , 0 , 3265 , 0 , 0 , 7 , 1 , 24 , 1 , 6 , 11 , 41 , 0 , 7032 , 1 , 35 , 0 , 41 , 53 , 4 , 4663 , 431
183 , 23 , 2 , 0 , 0 , 0 , 0 , 0 , 2 , 1398 , 1 , 662 , 0 , 91 , 0 , 182 , 1600 , 1 , 132 , 0 , 1060 , 0 , 0 , 2 , 1 , 16 , 1 , 20 , 4 , 13 , 0 , 2306 , 2 , 109 , 0 , 38 , 53 , 0 , 4350 , 258
37 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 900 , 1 , 1027 , 0 , 419 , 2 , 146 , 1099 , 4 , 169 , 1 , 715 , 1 , 0 , 4 , 1 , 44 , 1 , 18 , 1 , 3 , 7 , 2885 , 1 , 135 , 6 , 20 , 146 , 1 , 3034 , 1072
10 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 27 , 0 , 609 , 0 , 749 , 14 , 98 , 838 , 6 , 129 , 0 , 214 , 0 , 0 , 21 , 1 , 57 , 1 , 57 , 0 , 2 , 2 , 1552 , 1 , 43 , 4 , 12 , 85 , 0 , 1290 , 419
56 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 85 , 1 , 45 , 0 , 204 , 0 , 209 , 5058 , 3 , 84 , 0 , 136 , 0 , 0 , 7 , 0 , 37 , 0 , 33 , 10 , 120 , 1 , 6146 , 1 , 39 , 0 , 0 , 637 , 1 , 6256 , 269
6 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 47 , 0 , 67 , 0 , 121 , 7 , 37 , 90 , 0 , 4 , 0 , 81 , 0 , 0 , 0 , 1 , 6 , 0 , 1 , 0 , 0 , 0 , 99 , 1 , 3 , 1 , 0 , 53 , 0 , 315 , 12
7 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1084 , 0 , 202 , 0 , 64 , 9 , 176 , 681 , 1 , 116 , 0 , 244 , 0 , 0 , 3 , 1 , 18 , 0 , 13 , 0 , 1 , 4 , 993 , 1 , 95 , 1 , 6 , 297 , 0 , 2498 , 526
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 4 , 0 , 44 , 1 , 1 , 70 , 1 , 12 , 0 , 9 , 0 , 0 , 2 , 0 , 543 , 0 , 7 , 0 , 0 , 0 , 122 , 1 , 2 , 0 , 4 , 34 , 0 , 122 , 23
2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 3 , 0 , 141 , 2 , 11 , 372 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 45 , 0 , 0 , 2 , 10 , 0 , 284 , 1 , 0 , 2 , 0 , 9 , 0 , 415 , 72
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 0 , 2 , 0 , 0 , 0 , 0 , 12 , 0 , 2 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 1 , 0 , 3 , 0
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 38 , 1 , 0 , 0 , 2 , 32 , 0 , 43 , 4
7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 755 , 0 , 2 , 0 , 139 , 0 , 846 , 162 , 0 , 9 , 0 , 277 , 0 , 0 , 0 , 0 , 6 , 0 , 8 , 0 , 0 , 0 , 4977 , 1 , 1 , 0 , 23 , 346 , 0 , 2409 , 362
1320 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 791 , 0 , 637 , 1 , 477 , 2 , 356 , 2468 , 2 , 102 , 1 , 333 , 0 , 0 , 2 , 0 , 21 , 0 , 27 , 0 , 4 , 3 , 3370 , 1 , 65 , 0 , 6 , 116 , 1 , 4077 , 481
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 96 , 0 , 5 , 0 , 140 , 8 , 8 , 33 , 0 , 0 , 0 , 12 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 210 , 1 , 0 , 0 , 0 , 255 , 0 , 412 , 24
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 73 , 0 , 0 , 17 , 0 , 0 , 0 , 11 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 23 , 1 , 0 , 0 , 0 , 1 , 0 , 31 , 3
1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 174 , 1 , 227 , 0 , 158 , 20 , 197 , 2932 , 0 , 14 , 0 , 115 , 0 , 0 , 1 , 0 , 229 , 0 , 8 , 5 , 365 , 0 , 2660 , 1 , 5 , 17 , 2 , 43 , 33 , 3892 , 173
0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2307 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
19 , 15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 167 , 0 , 288 , 1 , 260 , 0 , 140 , 60 , 4 , 178 , 0 , 336 , 0 , 0 , 3 , 0 , 7 , 0 , 45 , 0 , 0 , 0 , 2215 , 1 , 125 , 0 , 104 , 5 , 0 , 812 , 771
26 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 230 , 1 , 192 , 0 , 57 , 0 , 141 , 707 , 0 , 10 , 0 , 250 , 0 , 0 , 0 , 0 , 8 , 0 , 6 , 1 , 1 , 0 , 1105 , 1 , 4 , 0 , 30 , 10 , 0 , 1370 , 187
6 , 13 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 187 , 0 , 64 , 0 , 136 , 0 , 27 , 302 , 0 , 56 , 0 , 155 , 0 , 0 , 4 , 0 , 30 , 0 , 16 , 0 , 3 , 0 , 494 , 1 , 36 , 0 , 5 , 28 , 0 , 707 , 130
299 , 0 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 401 , 0 , 1248 , 0 , 541 , 585 , 107 , 1096 , 0 , 0 , 0 , 24 , 94 , 0 , 0 , 1 , 9 , 0 , 0 , 0 , 15 , 0 , 2111 , 2 , 0 , 139 , 55 , 97 , 0 , 2474 , 328
0 , 3 , 36 , 0 , 0 , 0 , 1 , 0 , 0 , 1356 , 1 , 3831 , 0 , 1193 , 4 , 121 , 2863 , 1 , 96 , 0 , 766 , 0 , 0 , 2 , 1 , 36 , 0 , 22 , 5 , 69 , 4 , 2 , 2 , 67 , 2 , 179 , 129 , 26 , 5519 , 0
2 , 0 , 18 , 0 , 0 , 0 , 0 , 0 , 0 , 25 , 0 , 2 , 0 , 7 , 0 , 0 , 12 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 21 , 1 , 0 , 0 , 0 , 1 , 0 , 44 , 5
121 , 0 , 29 , 0 , 0 , 0 , 0 , 0 , 0 , 3342 , 1 , 2569 , 0 , 150 , 31 , 315 , 3437 , 0 , 4 , 0 , 624 , 1 , 0 , 0 , 1 , 11 , 0 , 1 , 2 , 39 , 0 , 4925 , 1 , 3 , 5 , 258 , 197 , 3 , 8249 , 2904
361 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 5933 , 1 , 4487 , 0 , 2816 , 36 , 337 , 27478 , 0 , 43 , 0 , 3437 , 0 , 0 , 0 , 1 , 195 , 0 , 0 , 17 , 211 , 0 , 33165 , 1 , 43 , 11 , 157 , 862 , 1 , 38469 , 7327
142 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 0 , 256 , 1 , 794 , 0 , 365 , 1 , 11 , 347 , 0 , 13 , 0 , 51 , 0 , 0 , 4 , 1 , 4 , 0 , 1 , 1 , 4 , 0 , 1076 , 1 , 8 , 0 , 2 , 40 , 1 , 714 , 510
153 , 67 , 25 , 0 , 0 , 0 , 0 , 0 , 0 , 160 , 1 , 1813 , 0 , 241 , 1 , 7 , 72 , 0 , 2 , 0 , 77 , 0 , 0 , 0 , 1 , 10 , 0 , 0 , 1 , 6 , 0 , 2642 , 1 , 2 , 2 , 3 , 64 , 0 , 391 , 889
