@relation Data/10_clean

@attribute votes numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute draft_edits numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute merge_votes numeric
@attribute pages_created numeric
@attribute isSuccessful numeric
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric


@data
1 , 0 , 0 , 0 , 2 , 2452 , 0 , 1054 , 6 , 169 , 2913 , 0 , 0 , 1974 , 1 , 0 , 10 , 0 , 0 , 3 , 8 , 0 , 0 , 72 , 119 , 13 , 7732
1 , 0 , 0 , 0 , 0 , 754 , 0 , 1033 , 0 , 1902 , 1595 , 0 , 0 , 268 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 103 , 25 , 6 , 4653
0 , 0 , 0 , 0 , 0 , 237 , 0 , 78 , 0 , 33 , 105 , 0 , 0 , 9 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 41 , 0 , 427
11 , 0 , 0 , 0 , 1 , 2024 , 0 , 261 , 0 , 231 , 3959 , 0 , 0 , 290 , 0 , 0 , 32 , 0 , 0 , 0 , 2 , 0 , 0 , 62 , 218 , 3 , 6790
57 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 16 , 0 , 68 , 0 , 19 , 49 , 0 , 0 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 27 , 0 , 115
0 , 0 , 0 , 0 , 0 , 156 , 0 , 24 , 0 , 21 , 343 , 0 , 0 , 53 , 0 , 0 , 4 , 0 , 0 , 0 , 9 , 0 , 0 , 2 , 20 , 0 , 604
12 , 0 , 0 , 1 , 4 , 758 , 0 , 1088 , 1 , 260 , 1965 , 0 , 0 , 1441 , 0 , 0 , 55 , 0 , 0 , 37 , 6 , 0 , 0 , 258 , 431 , 14 , 5176
16 , 0 , 0 , 0 , 0 , 943 , 0 , 2489 , 2 , 797 , 1298 , 0 , 0 , 7309 , 2 , 0 , 20 , 0 , 0 , 8 , 9 , 0 , 0 , 1091 , 148 , 10 , 11617
0 , 0 , 0 , 0 , 0 , 354 , 0 , 425 , 0 , 17 , 204 , 0 , 0 , 97 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 253 , 0 , 926
0 , 0 , 0 , 0 , 0 , 14 , 0 , 9 , 0 , 21 , 47 , 0 , 0 , 33 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 17 , 0 , 132
0 , 0 , 0 , 0 , 0 , 42 , 0 , 1232 , 8 , 137 , 2315 , 0 , 0 , 7 , 0 , 0 , 425 , 0 , 0 , 9 , 135 , 0 , 0 , 0 , 53 , 10 , 2716
0 , 0 , 0 , 0 , 0 , 1428 , 0 , 233 , 2 , 73 , 1676 , 0 , 0 , 350 , 0 , 0 , 275 , 0 , 0 , 1 , 1 , 0 , 0 , 6 , 26 , 2 , 3565
38 , 0 , 0 , 1 , 6 , 8432 , 0 , 1343 , 922 , 2844 , 57878 , 0 , 0 , 15691 , 3 , 0 , 1821 , 0 , 0 , 577 , 588 , 0 , 0 , 248 , 1986 , 152 , 89328
0 , 0 , 0 , 0 , 4 , 240 , 0 , 1064 , 0 , 177 , 485 , 0 , 0 , 1360 , 0 , 0 , 12 , 0 , 0 , 4 , 84 , 0 , 0 , 94 , 296 , 22 , 2766
0 , 0 , 0 , 0 , 0 , 86 , 0 , 1178 , 9 , 26 , 583 , 0 , 0 , 49 , 0 , 0 , 43 , 0 , 0 , 4 , 4 , 0 , 0 , 13 , 54 , 0 , 828
0 , 0 , 0 , 0 , 0 , 39 , 0 , 426 , 0 , 51 , 663 , 0 , 0 , 14 , 0 , 0 , 5 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 62 , 1 , 840
1 , 0 , 0 , 0 , 0 , 193 , 0 , 399 , 15 , 106 , 1701 , 0 , 0 , 370 , 0 , 0 , 47 , 0 , 0 , 1 , 20 , 0 , 0 , 3 , 42 , 0 , 2451
6 , 0 , 0 , 0 , 0 , 597 , 0 , 1027 , 0 , 117 , 873 , 0 , 0 , 282 , 0 , 0 , 159 , 0 , 0 , 0 , 12 , 0 , 0 , 98 , 60 , 18 , 2057
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 1 , 7318 , 0 , 1126 , 17 , 3100 , 18342 , 0 , 0 , 6399 , 0 , 0 , 3140 , 0 , 0 , 90 , 1068 , 0 , 0 , 1100 , 2795 , 47 , 40277
9 , 0 , 0 , 0 , 0 , 829 , 0 , 454 , 34 , 613 , 3817 , 0 , 0 , 634 , 0 , 0 , 48 , 0 , 0 , 0 , 13 , 0 , 0 , 94 , 404 , 7 , 6445
0 , 0 , 0 , 0 , 5 , 785 , 0 , 1213 , 2 , 1640 , 5562 , 0 , 0 , 392 , 0 , 0 , 365 , 0 , 0 , 5 , 1357 , 0 , 0 , 315 , 65 , 393 , 10521
0 , 0 , 0 , 0 , 0 , 1217 , 0 , 859 , 15 , 665 , 4577 , 0 , 0 , 744 , 0 , 0 , 19 , 0 , 0 , 0 , 38 , 0 , 0 , 63 , 149 , 16 , 7484
6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
21 , 0 , 0 , 0 , 0 , 1102 , 0 , 833 , 5 , 163 , 1616 , 0 , 0 , 843 , 0 , 0 , 89 , 0 , 0 , 4 , 5 , 0 , 0 , 95 , 183 , 1 , 4017
0 , 0 , 0 , 0 , 0 , 5 , 0 , 5 , 0 , 0 , 9 , 0 , 0 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 22 , 0 , 44
0 , 0 , 0 , 0 , 0 , 178 , 0 , 386 , 14 , 51 , 86 , 0 , 0 , 82 , 0 , 0 , 10 , 0 , 0 , 1 , 6 , 0 , 0 , 15 , 183 , 1 , 617
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
15 , 0 , 0 , 0 , 1 , 14023 , 0 , 490 , 143 , 690 , 17978 , 0 , 0 , 1313 , 0 , 0 , 11 , 0 , 0 , 23 , 42 , 0 , 0 , 28 , 279 , 8 , 34528
1 , 0 , 0 , 0 , 0 , 4482 , 0 , 96 , 15 , 442 , 3263 , 0 , 0 , 848 , 0 , 0 , 11 , 0 , 0 , 0 , 103 , 0 , 0 , 61 , 508 , 77 , 9799
4 , 0 , 0 , 0 , 0 , 1888 , 0 , 514 , 21 , 190 , 1654 , 0 , 0 , 748 , 3 , 0 , 55 , 0 , 0 , 25 , 56 , 0 , 0 , 19 , 717 , 8 , 5329
0 , 0 , 0 , 0 , 0 , 77 , 0 , 148 , 0 , 1 , 141 , 0 , 0 , 17 , 0 , 0 , 29 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 222 , 0 , 462
0 , 0 , 0 , 0 , 0 , 0 , 0 , 199 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 30 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4
0 , 0 , 0 , 0 , 3 , 160 , 0 , 677 , 50 , 662 , 32227 , 0 , 0 , 114 , 0 , 0 , 295 , 0 , 0 , 0 , 1068 , 0 , 0 , 9 , 45 , 55 , 34393
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
11 , 0 , 0 , 3 , 0 , 5651 , 0 , 439 , 2 , 255 , 6679 , 0 , 0 , 615 , 0 , 0 , 2 , 0 , 0 , 7 , 20 , 0 , 0 , 16 , 199 , 5 , 13452
0 , 0 , 0 , 0 , 0 , 250 , 0 , 533 , 1 , 25 , 1117 , 0 , 0 , 95 , 0 , 0 , 10 , 0 , 0 , 1 , 3 , 0 , 0 , 6 , 522 , 2 , 2022
0 , 0 , 0 , 0 , 0 , 1 , 0 , 70 , 0 , 0 , 10 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 15 , 0 , 29
0 , 0 , 0 , 0 , 0 , 168 , 0 , 60 , 10 , 33 , 992 , 0 , 0 , 139 , 2 , 0 , 74 , 0 , 0 , 6 , 6 , 0 , 0 , 3 , 135 , 0 , 1494
0 , 0 , 0 , 0 , 0 , 1679 , 0 , 420 , 13 , 67 , 2322 , 0 , 0 , 623 , 2 , 0 , 22 , 0 , 0 , 39 , 16 , 0 , 0 , 79 , 78 , 4 , 4922
0 , 0 , 0 , 0 , 0 , 36 , 0 , 146 , 1 , 14 , 57 , 0 , 0 , 6 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 28 , 0 , 142
34 , 0 , 0 , 0 , 0 , 110 , 0 , 1088 , 7 , 263 , 113 , 0 , 0 , 191 , 0 , 0 , 15 , 1 , 0 , 0 , 4 , 0 , 0 , 43 , 27 , 3 , 761
0 , 0 , 0 , 0 , 0 , 60 , 0 , 529 , 0 , 76 , 360 , 0 , 0 , 131 , 0 , 0 , 112 , 1 , 0 , 16 , 179 , 0 , 0 , 70 , 10 , 65 , 967
5 , 0 , 0 , 1 , 1 , 13176 , 0 , 1059 , 11 , 227 , 13482 , 0 , 0 , 2407 , 1 , 0 , 43 , 1 , 0 , 9 , 157 , 0 , 0 , 70 , 1046 , 16 , 30604
2 , 0 , 0 , 0 , 3 , 858 , 0 , 730 , 1 , 511 , 2007 , 0 , 0 , 1190 , 1 , 0 , 129 , 1 , 0 , 21 , 232 , 0 , 0 , 382 , 174 , 99 , 5479
0 , 0 , 0 , 1 , 1 , 15701 , 0 , 282 , 4 , 597 , 17062 , 0 , 0 , 1270 , 3 , 0 , 52 , 1 , 0 , 22 , 43 , 0 , 0 , 28 , 190 , 4 , 34926
0 , 0 , 0 , 0 , 3 , 361 , 0 , 917 , 206 , 1302 , 7002 , 0 , 0 , 174 , 6 , 0 , 300 , 1 , 0 , 28 , 82 , 0 , 0 , 39 , 100 , 53 , 9356
11 , 0 , 0 , 0 , 1 , 6123 , 0 , 938 , 5 , 116 , 5619 , 0 , 0 , 536 , 0 , 0 , 2 , 1 , 0 , 7 , 10 , 0 , 0 , 10 , 667 , 1 , 13095
3 , 0 , 0 , 0 , 0 , 0 , 0 , 385 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4 , 0 , 0 , 0 , 2 , 1414 , 0 , 265 , 16 , 167 , 1578 , 0 , 0 , 332 , 1 , 0 , 20 , 1 , 0 , 0 , 7 , 0 , 0 , 27 , 39 , 5 , 3588
1 , 0 , 0 , 0 , 0 , 1042 , 0 , 1392 , 0 , 143 , 944 , 0 , 0 , 112 , 0 , 0 , 108 , 1 , 0 , 0 , 3 , 0 , 0 , 9 , 81 , 0 , 2334
1 , 0 , 0 , 1 , 0 , 1485 , 0 , 894 , 12 , 235 , 8830 , 0 , 0 , 588 , 0 , 0 , 51 , 1 , 0 , 48 , 623 , 0 , 0 , 86 , 75 , 158 , 12141
13 , 0 , 0 , 0 , 0 , 1671 , 0 , 381 , 29 , 145 , 1734 , 0 , 0 , 215 , 0 , 0 , 19 , 1 , 0 , 1 , 30 , 0 , 0 , 3 , 156 , 3 , 3987
29 , 0 , 0 , 0 , 0 , 986 , 0 , 985 , 0 , 663 , 3412 , 0 , 0 , 626 , 0 , 0 , 49 , 1 , 0 , 1 , 19 , 0 , 0 , 56 , 179 , 28 , 5970
2 , 0 , 0 , 0 , 6 , 105 , 0 , 520 , 4 , 189 , 3345 , 0 , 0 , 64 , 0 , 0 , 663 , 1 , 0 , 54 , 15 , 0 , 0 , 27 , 25 , 7 , 3841
8 , 0 , 0 , 0 , 0 , 70 , 0 , 435 , 24 , 122 , 1906 , 0 , 0 , 217 , 1 , 0 , 168 , 1 , 0 , 15 , 16 , 0 , 0 , 8 , 72 , 1 , 2452
6 , 0 , 0 , 0 , 0 , 394 , 0 , 190 , 1 , 77 , 77 , 0 , 0 , 65 , 0 , 0 , 24 , 1 , 0 , 0 , 89 , 0 , 0 , 10 , 9 , 35 , 757
2 , 0 , 0 , 0 , 0 , 299 , 0 , 397 , 0 , 21 , 284 , 0 , 0 , 71 , 0 , 0 , 16 , 1 , 0 , 0 , 7 , 0 , 0 , 26 , 10 , 0 , 718
1 , 0 , 0 , 0 , 3 , 266 , 0 , 1067 , 2 , 1882 , 1734 , 0 , 0 , 601 , 1 , 0 , 259 , 1 , 0 , 7 , 124 , 0 , 0 , 65 , 311 , 316 , 5312
21 , 0 , 0 , 0 , 3 , 640 , 0 , 662 , 0 , 963 , 3213 , 0 , 0 , 562 , 0 , 0 , 85 , 1 , 0 , 17 , 32 , 0 , 0 , 180 , 1503 , 65 , 7178
0 , 0 , 0 , 0 , 0 , 801 , 0 , 800 , 71 , 3372 , 10239 , 0 , 0 , 493 , 0 , 0 , 966 , 1 , 0 , 51 , 82 , 0 , 0 , 103 , 259 , 123 , 15594
8 , 0 , 0 , 0 , 0 , 612 , 0 , 676 , 1 , 402 , 1043 , 0 , 0 , 223 , 0 , 0 , 26 , 1 , 0 , 1 , 0 , 0 , 0 , 65 , 107 , 9 , 2463
11 , 0 , 0 , 0 , 5 , 199 , 0 , 997 , 1 , 324 , 842 , 0 , 0 , 333 , 1 , 0 , 76 , 1 , 0 , 8 , 18 , 0 , 0 , 86 , 31 , 18 , 1866
32 , 0 , 0 , 0 , 0 , 0 , 0 , 720 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
9 , 0 , 0 , 0 , 0 , 0 , 0 , 966 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 1 , 0 , 1 , 2 , 959 , 0 , 786 , 4 , 2363 , 12540 , 0 , 0 , 682 , 0 , 0 , 266 , 1 , 0 , 144 , 90 , 0 , 0 , 310 , 294 , 2 , 17392
4 , 0 , 0 , 0 , 7 , 920 , 0 , 595 , 0 , 1092 , 1193 , 0 , 0 , 581 , 0 , 0 , 1 , 1 , 0 , 10 , 31 , 0 , 0 , 191 , 222 , 6 , 4253
43 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
8 , 0 , 0 , 0 , 0 , 104 , 0 , 873 , 71 , 87 , 1435 , 0 , 0 , 390 , 0 , 0 , 1314 , 1 , 0 , 7 , 10 , 0 , 0 , 4 , 38 , 1 , 2147
5 , 0 , 0 , 0 , 1 , 156 , 0 , 788 , 1 , 35 , 2683 , 0 , 0 , 57 , 0 , 0 , 102 , 1 , 0 , 36 , 4593 , 0 , 0 , 36 , 201 , 72 , 7871
0 , 0 , 0 , 0 , 0 , 420 , 0 , 486 , 172 , 423 , 13325 , 0 , 0 , 143 , 2 , 0 , 621 , 1 , 0 , 10 , 271 , 0 , 0 , 100 , 980 , 960 , 16806
21 , 0 , 0 , 0 , 1 , 2473 , 0 , 199 , 4 , 346 , 2867 , 0 , 0 , 663 , 1 , 0 , 83 , 1 , 0 , 11 , 59 , 0 , 0 , 129 , 66 , 3 , 6623
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
5 , 0 , 0 , 0 , 3 , 678 , 0 , 1212 , 17 , 571 , 13700 , 0 , 0 , 290 , 2 , 0 , 1902 , 1 , 0 , 99 , 46 , 0 , 0 , 65 , 930 , 21 , 16422
12 , 0 , 0 , 0 , 0 , 60 , 0 , 873 , 2 , 5 , 105 , 0 , 0 , 86 , 0 , 0 , 96 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 263
63 , 0 , 0 , 0 , 4 , 4750 , 0 , 353 , 164 , 2761 , 7198 , 0 , 0 , 3635 , 29 , 0 , 116 , 1 , 0 , 112 , 386 , 0 , 0 , 925 , 249 , 180 , 20393
2 , 0 , 0 , 0 , 0 , 540 , 0 , 758 , 4 , 409 , 3431 , 0 , 0 , 156 , 0 , 0 , 117 , 1 , 0 , 0 , 69 , 0 , 0 , 30 , 35 , 16 , 4690
0 , 0 , 0 , 0 , 0 , 2560 , 0 , 1512 , 0 , 234 , 1766 , 0 , 0 , 679 , 0 , 0 , 266 , 1 , 0 , 4 , 17 , 0 , 0 , 37 , 135 , 9 , 5441
0 , 0 , 0 , 0 , 0 , 480 , 0 , 737 , 2 , 230 , 2588 , 0 , 0 , 483 , 0 , 0 , 18 , 1 , 0 , 4 , 6 , 0 , 0 , 15 , 23 , 0 , 3831
32 , 0 , 0 , 0 , 0 , 0 , 0 , 175 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 12 , 213 , 0 , 1289 , 47 , 115 , 497 , 0 , 0 , 341 , 28 , 0 , 46 , 1 , 0 , 71 , 648 , 0 , 0 , 164 , 492 , 281 , 2909
14 , 0 , 0 , 0 , 2 , 201 , 0 , 753 , 6 , 93 , 951 , 0 , 0 , 185 , 0 , 0 , 582 , 1 , 0 , 26 , 67 , 0 , 0 , 2 , 71 , 10 , 1614
0 , 0 , 0 , 0 , 2 , 963 , 0 , 1213 , 6 , 779 , 2291 , 0 , 0 , 533 , 0 , 0 , 65 , 1 , 0 , 16 , 102 , 0 , 0 , 547 , 36 , 209 , 5484
0 , 0 , 0 , 0 , 18 , 428 , 0 , 1111 , 4 , 1179 , 4492 , 0 , 0 , 388 , 1 , 0 , 2267 , 1 , 0 , 96 , 164 , 0 , 0 , 174 , 137 , 70 , 7151
7 , 0 , 0 , 2 , 1 , 4523 , 0 , 969 , 5 , 329 , 10113 , 0 , 0 , 548 , 3 , 0 , 184 , 1 , 0 , 12 , 30 , 0 , 0 , 28 , 241 , 3 , 15838
0 , 0 , 0 , 1 , 1 , 1643 , 0 , 1349 , 18 , 340 , 10768 , 0 , 0 , 361 , 1 , 0 , 386 , 1 , 0 , 19 , 24 , 0 , 0 , 8 , 158 , 3 , 13345
8 , 0 , 0 , 0 , 212 , 560 , 0 , 1114 , 4 , 930 , 12806 , 0 , 0 , 977 , 0 , 0 , 215 , 1 , 0 , 200 , 48 , 0 , 0 , 586 , 60 , 98 , 16481
29 , 0 , 0 , 0 , 13 , 3013 , 0 , 735 , 5 , 174 , 5286 , 0 , 0 , 1193 , 0 , 0 , 166 , 1 , 0 , 24 , 39 , 0 , 0 , 53 , 380 , 6 , 10186
7 , 0 , 0 , 0 , 23 , 1676 , 0 , 392 , 0 , 549 , 906 , 0 , 0 , 815 , 1 , 0 , 31 , 1 , 0 , 18 , 41 , 0 , 0 , 407 , 267 , 23 , 4726
0 , 0 , 0 , 0 , 0 , 0 , 0 , 968 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2
0 , 0 , 0 , 0 , 423 , 951 , 0 , 537 , 652 , 3272 , 22998 , 0 , 0 , 894 , 0 , 0 , 1244 , 1 , 0 , 463 , 1728 , 0 , 0 , 183 , 224 , 115 , 31903
59 , 0 , 0 , 0 , 49 , 495 , 0 , 625 , 1 , 300 , 443 , 0 , 0 , 520 , 0 , 0 , 8 , 1 , 0 , 1 , 2 , 0 , 0 , 77 , 58 , 4 , 1950
2 , 0 , 0 , 0 , 0 , 2460 , 0 , 497 , 347 , 1826 , 10740 , 0 , 0 , 825 , 1 , 0 , 50 , 1 , 0 , 0 , 57 , 0 , 0 , 238 , 977 , 46 , 17517
0 , 0 , 0 , 0 , 1 , 399 , 0 , 810 , 0 , 169 , 546 , 0 , 0 , 41 , 0 , 0 , 230 , 1 , 0 , 1 , 4 , 0 , 0 , 12 , 22 , 2 , 1197
87 , 0 , 0 , 4 , 0 , 13162 , 0 , 660 , 49 , 4185 , 26530 , 0 , 0 , 2336 , 0 , 0 , 2076 , 1 , 0 , 11 , 31 , 0 , 0 , 297 , 349 , 1 , 46955
0 , 0 , 0 , 0 , 0 , 410 , 0 , 486 , 0 , 32 , 932 , 0 , 0 , 47 , 0 , 0 , 18 , 1 , 0 , 0 , 5 , 0 , 0 , 1 , 36 , 0 , 1463
34 , 0 , 0 , 0 , 4 , 1404 , 0 , 577 , 11 , 3064 , 6779 , 0 , 0 , 617 , 0 , 0 , 95 , 1 , 0 , 32 , 16 , 0 , 0 , 63 , 157 , 6 , 12153
2 , 0 , 0 , 0 , 0 , 364 , 0 , 574 , 1 , 285 , 395 , 0 , 0 , 110 , 0 , 0 , 9 , 1 , 0 , 0 , 10 , 0 , 0 , 115 , 154 , 0 , 1434
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
25 , 0 , 0 , 0 , 0 , 886 , 0 , 767 , 0 , 166 , 1915 , 0 , 0 , 366 , 0 , 0 , 5 , 1 , 0 , 1 , 1 , 0 , 0 , 6 , 114 , 0 , 3455
0 , 0 , 0 , 0 , 55 , 549 , 0 , 756 , 7 , 2103 , 2019 , 0 , 0 , 524 , 0 , 0 , 18 , 1 , 0 , 89 , 33 , 0 , 0 , 625 , 152 , 84 , 6240
0 , 0 , 0 , 0 , 6 , 611 , 0 , 960 , 187 , 1019 , 3234 , 0 , 0 , 240 , 0 , 0 , 94 , 1 , 0 , 11 , 288 , 0 , 0 , 154 , 53 , 90 , 5893
2 , 0 , 0 , 0 , 0 , 976 , 0 , 760 , 56 , 866 , 2634 , 0 , 0 , 357 , 0 , 0 , 263 , 1 , 0 , 0 , 1239 , 0 , 0 , 270 , 690 , 1202 , 8290
3 , 0 , 0 , 0 , 0 , 636 , 0 , 731 , 1 , 101 , 929 , 0 , 0 , 431 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 5 , 89 , 0 , 2192
14 , 0 , 0 , 0 , 27 , 206 , 0 , 630 , 0 , 780 , 209 , 0 , 0 , 272 , 1 , 0 , 157 , 1 , 0 , 20 , 58 , 0 , 0 , 56 , 33 , 56 , 1718
8 , 0 , 0 , 0 , 90 , 1029 , 0 , 157 , 1 , 555 , 33144 , 0 , 0 , 2053 , 0 , 0 , 430 , 1 , 0 , 11679 , 89 , 0 , 0 , 12 , 87 , 33 , 48772
0 , 0 , 0 , 0 , 0 , 59 , 0 , 1665 , 1 , 3 , 39 , 0 , 0 , 16 , 0 , 0 , 23 , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 17 , 0 , 137
0 , 0 , 0 , 0 , 0 , 2233 , 0 , 543 , 27 , 2336 , 5346 , 0 , 0 , 1220 , 0 , 0 , 14 , 1 , 0 , 1 , 2 , 0 , 0 , 96 , 153 , 3 , 11417
0 , 0 , 0 , 0 , 0 , 64 , 0 , 698 , 3 , 46 , 254 , 0 , 0 , 443 , 1 , 0 , 43 , 1 , 0 , 1 , 40 , 0 , 0 , 67 , 153 , 20 , 1092
1 , 0 , 0 , 0 , 0 , 1096 , 0 , 505 , 4 , 1090 , 5101 , 0 , 0 , 586 , 2 , 0 , 63 , 1 , 0 , 10 , 69 , 0 , 0 , 11 , 241 , 26 , 8236
0 , 0 , 0 , 0 , 0 , 201 , 0 , 501 , 0 , 15 , 197 , 0 , 0 , 52 , 0 , 0 , 74 , 1 , 0 , 0 , 6 , 0 , 0 , 15 , 14 , 0 , 500
0 , 0 , 0 , 0 , 13 , 1628 , 0 , 446 , 13 , 202 , 1047 , 0 , 0 , 1014 , 1 , 0 , 108 , 1 , 0 , 18 , 85 , 0 , 0 , 44 , 275 , 30 , 4370
14 , 0 , 0 , 0 , 0 , 229 , 0 , 605 , 0 , 137 , 505 , 0 , 0 , 430 , 0 , 0 , 99 , 1 , 0 , 5 , 8 , 0 , 0 , 52 , 19 , 3 , 1388
0 , 0 , 0 , 0 , 20 , 533 , 0 , 1385 , 62 , 631 , 3242 , 0 , 0 , 138 , 0 , 0 , 53 , 1 , 0 , 93 , 236 , 0 , 0 , 81 , 152 , 159 , 5347
9 , 0 , 0 , 0 , 34 , 1057 , 0 , 943 , 4 , 1383 , 4188 , 0 , 0 , 938 , 0 , 0 , 310 , 1 , 0 , 53 , 61 , 0 , 0 , 400 , 271 , 66 , 8455
11 , 0 , 0 , 0 , 1 , 1307 , 0 , 295 , 0 , 386 , 1491 , 0 , 0 , 519 , 0 , 0 , 18 , 1 , 0 , 1 , 7 , 0 , 0 , 12 , 33 , 0 , 3757
54 , 0 , 0 , 0 , 0 , 0 , 0 , 1821 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
34 , 0 , 0 , 0 , 0 , 0 , 0 , 506 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 240 , 0 , 620 , 9 , 64 , 399 , 0 , 0 , 152 , 1 , 0 , 25 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 107 , 1 , 977
0 , 0 , 0 , 0 , 0 , 1424 , 0 , 773 , 279 , 142 , 3162 , 0 , 0 , 819 , 5 , 0 , 234 , 1 , 0 , 17 , 219 , 0 , 0 , 58 , 69 , 66 , 6260
92 , 0 , 0 , 0 , 0 , 157 , 0 , 536 , 0 , 18 , 78 , 0 , 0 , 184 , 0 , 0 , 22 , 1 , 0 , 0 , 1 , 0 , 0 , 57 , 16 , 0 , 511
0 , 0 , 0 , 8 , 1 , 25113 , 0 , 659 , 24 , 782 , 26069 , 0 , 0 , 2667 , 1 , 0 , 23 , 1 , 0 , 21 , 82 , 0 , 0 , 93 , 1232 , 12 , 56105
1 , 0 , 0 , 0 , 6 , 371 , 0 , 596 , 1103 , 660 , 3920 , 0 , 0 , 379 , 0 , 0 , 40 , 1 , 0 , 29 , 256 , 0 , 0 , 189 , 159 , 49 , 7121
