@relation Data/10_clean

@attribute votes numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute draft_edits numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute merge_votes numeric
@attribute pages_created numeric
@attribute isSuccessful numeric
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric


@data
0 , 0 , 0 , 0 , 0 , 1523 , 0 , 329 , 3 , 165 , 4305 , 0 , 0 , 491 , 0 , 0 , 3 , 1 , 0 , 2 , 3 , 0 , 0 , 20 , 24 , 0 , 6536
0 , 0 , 0 , 0 , 0 , 177 , 0 , 790 , 34 , 199 , 1006 , 0 , 0 , 290 , 0 , 0 , 15 , 1 , 0 , 0 , 12 , 0 , 0 , 64 , 105 , 17 , 1904
4 , 0 , 0 , 0 , 2 , 1114 , 0 , 362 , 1 , 275 , 4521 , 0 , 0 , 1867 , 0 , 0 , 104 , 1 , 0 , 260 , 9 , 0 , 0 , 38 , 87 , 1 , 8175
0 , 0 , 0 , 0 , 0 , 534 , 0 , 247 , 5 , 188 , 1108 , 0 , 0 , 256 , 0 , 0 , 38 , 1 , 0 , 1 , 5 , 0 , 0 , 7 , 20 , 0 , 2124
23 , 0 , 0 , 1 , 0 , 2411 , 0 , 657 , 4 , 313 , 3043 , 0 , 0 , 2080 , 0 , 0 , 17 , 1 , 0 , 2 , 6 , 0 , 0 , 48 , 160 , 4 , 8072
3 , 0 , 0 , 0 , 4 , 381 , 0 , 1010 , 9 , 408 , 939 , 0 , 0 , 422 , 0 , 0 , 33 , 1 , 0 , 23 , 95 , 0 , 0 , 94 , 117 , 38 , 2530
49 , 0 , 0 , 0 , 0 , 4343 , 0 , 307 , 3 , 232 , 5687 , 0 , 0 , 938 , 0 , 0 , 1 , 1 , 0 , 5 , 11 , 0 , 0 , 16 , 512 , 0 , 11747
29 , 0 , 0 , 0 , 0 , 105 , 0 , 600 , 0 , 111 , 252 , 0 , 0 , 195 , 0 , 0 , 13 , 1 , 0 , 0 , 0 , 0 , 0 , 26 , 20 , 0 , 709
2 , 0 , 0 , 0 , 13 , 395 , 0 , 399 , 1 , 5344 , 2551 , 0 , 0 , 362 , 0 , 0 , 642 , 1 , 0 , 107 , 267 , 0 , 0 , 244 , 84 , 19 , 9387
0 , 0 , 0 , 0 , 0 , 541 , 0 , 365 , 0 , 208 , 3015 , 0 , 0 , 891 , 1 , 0 , 25 , 1 , 0 , 5 , 60 , 0 , 0 , 43 , 176 , 0 , 4940
13 , 0 , 0 , 0 , 0 , 535 , 0 , 586 , 0 , 667 , 775 , 0 , 0 , 612 , 0 , 0 , 25 , 1 , 0 , 18 , 4 , 0 , 0 , 144 , 141 , 1 , 2897
46 , 0 , 0 , 0 , 6 , 907 , 0 , 423 , 2 , 88 , 1018 , 0 , 0 , 656 , 0 , 0 , 96 , 1 , 0 , 101 , 20 , 0 , 0 , 62 , 297 , 6 , 3163
3 , 0 , 0 , 0 , 0 , 2090 , 0 , 534 , 0 , 100 , 3261 , 0 , 0 , 280 , 0 , 0 , 13 , 1 , 0 , 1 , 5 , 0 , 0 , 16 , 182 , 0 , 5935
50 , 0 , 0 , 0 , 17 , 1538 , 0 , 582 , 4 , 2296 , 4780 , 0 , 0 , 430 , 1 , 0 , 334 , 1 , 0 , 0 , 243 , 0 , 0 , 44 , 26 , 54 , 9433
0 , 0 , 0 , 1 , 1 , 18 , 0 , 798 , 12 , 200 , 1329 , 0 , 0 , 89 , 0 , 0 , 2254 , 1 , 0 , 8 , 28 , 0 , 0 , 42 , 46 , 7 , 1781
11 , 0 , 0 , 0 , 0 , 620 , 0 , 365 , 2 , 158 , 1427 , 0 , 0 , 495 , 0 , 0 , 74 , 1 , 0 , 1 , 11 , 0 , 0 , 10 , 15 , 2 , 2741
18 , 0 , 0 , 0 , 0 , 632 , 0 , 412 , 31 , 81 , 1706 , 0 , 0 , 157 , 0 , 0 , 80 , 1 , 0 , 33 , 42 , 0 , 0 , 27 , 113 , 6 , 2828
0 , 0 , 0 , 0 , 0 , 338 , 0 , 1038 , 0 , 163 , 290 , 0 , 0 , 218 , 0 , 0 , 6 , 1 , 0 , 1 , 1 , 0 , 0 , 36 , 22 , 0 , 1069
1 , 0 , 0 , 0 , 1 , 211 , 0 , 603 , 1 , 514 , 1277 , 0 , 0 , 338 , 1 , 0 , 33 , 1 , 0 , 11 , 4 , 0 , 0 , 91 , 200 , 1 , 2650
25 , 0 , 0 , 1 , 0 , 7329 , 0 , 729 , 6 , 241 , 10358 , 0 , 0 , 815 , 1 , 0 , 12 , 1 , 0 , 6 , 37 , 0 , 0 , 107 , 589 , 1 , 19491
109 , 0 , 0 , 0 , 0 , 1643 , 0 , 120 , 2 , 414 , 1818 , 0 , 0 , 1794 , 5 , 0 , 18 , 1 , 0 , 9 , 46 , 0 , 0 , 297 , 103 , 12 , 6143
10 , 0 , 0 , 0 , 0 , 2892 , 0 , 380 , 8 , 71 , 1025 , 0 , 0 , 491 , 1 , 0 , 35 , 1 , 0 , 9 , 24 , 0 , 0 , 53 , 141 , 10 , 4725
5 , 0 , 0 , 0 , 0 , 0 , 0 , 47 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 792 , 0 , 1008 , 0 , 259 , 1099 , 0 , 0 , 149 , 0 , 0 , 12 , 1 , 0 , 1 , 0 , 0 , 0 , 11 , 30 , 0 , 2341
1 , 0 , 0 , 0 , 5 , 196 , 0 , 448 , 3 , 475 , 1422 , 0 , 0 , 895 , 0 , 0 , 321 , 1 , 0 , 219 , 12 , 0 , 0 , 70 , 27 , 3 , 3327
0 , 0 , 0 , 0 , 6 , 301 , 0 , 144 , 0 , 218 , 898 , 0 , 0 , 1233 , 1 , 0 , 73 , 1 , 0 , 11 , 84 , 0 , 0 , 95 , 171 , 10 , 3028
9 , 0 , 0 , 0 , 7 , 3408 , 0 , 400 , 0 , 607 , 1766 , 0 , 0 , 2051 , 1 , 0 , 16 , 1 , 0 , 78 , 145 , 0 , 0 , 179 , 121 , 33 , 8396
27 , 0 , 0 , 0 , 1 , 1114 , 0 , 224 , 0 , 81 , 2803 , 0 , 0 , 1893 , 0 , 0 , 81 , 1 , 0 , 4 , 6 , 0 , 0 , 79 , 112 , 2 , 6095
12 , 0 , 0 , 1 , 0 , 8422 , 0 , 780 , 13 , 449 , 11992 , 0 , 0 , 959 , 1 , 0 , 26 , 1 , 0 , 11 , 79 , 0 , 0 , 20 , 705 , 1 , 22653
29 , 0 , 0 , 0 , 0 , 245 , 0 , 176 , 0 , 44 , 534 , 0 , 0 , 228 , 0 , 0 , 12 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 6 , 0 , 1061
7 , 0 , 0 , 0 , 0 , 239 , 0 , 379 , 3 , 316 , 247 , 0 , 0 , 317 , 0 , 0 , 104 , 1 , 0 , 25 , 32 , 0 , 0 , 56 , 18 , 12 , 1265
1 , 0 , 0 , 0 , 0 , 1296 , 0 , 341 , 15 , 137 , 2651 , 0 , 0 , 407 , 0 , 0 , 118 , 1 , 0 , 28 , 55 , 0 , 0 , 47 , 289 , 28 , 4953
0 , 0 , 0 , 0 , 0 , 27 , 0 , 605 , 6 , 55 , 466 , 0 , 0 , 15 , 0 , 0 , 55 , 0 , 0 , 0 , 11 , 0 , 0 , 0 , 3 , 1 , 584
1 , 0 , 0 , 0 , 0 , 89 , 0 , 150 , 2 , 27 , 447 , 0 , 0 , 38 , 0 , 0 , 2 , 0 , 0 , 0 , 8 , 0 , 0 , 1 , 150 , 0 , 762
0 , 0 , 0 , 0 , 0 , 28 , 0 , 976 , 0 , 127 , 146 , 0 , 0 , 9 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 2 , 0 , 315
7 , 0 , 0 , 0 , 6 , 1268 , 0 , 148 , 0 , 234 , 2374 , 0 , 0 , 790 , 0 , 0 , 55 , 0 , 0 , 10 , 17 , 0 , 0 , 51 , 141 , 7 , 4898
0 , 0 , 0 , 0 , 0 , 583 , 0 , 247 , 5 , 141 , 640 , 0 , 0 , 158 , 0 , 0 , 21 , 0 , 0 , 4 , 49 , 0 , 0 , 21 , 777 , 6 , 2384
0 , 0 , 0 , 0 , 0 , 40 , 0 , 422 , 0 , 2 , 40 , 0 , 0 , 19 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 110
2 , 0 , 0 , 0 , 0 , 196 , 0 , 146 , 0 , 28 , 191 , 0 , 0 , 80 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 45 , 0 , 541
0 , 0 , 0 , 0 , 0 , 46 , 0 , 220 , 2 , 29 , 113 , 0 , 0 , 143 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 3 , 0 , 340
24 , 0 , 0 , 0 , 0 , 274 , 0 , 567 , 6 , 179 , 1447 , 0 , 0 , 852 , 0 , 0 , 21 , 0 , 0 , 7 , 5 , 0 , 0 , 55 , 159 , 6 , 2990
1 , 0 , 0 , 0 , 0 , 90 , 0 , 663 , 0 , 21 , 642 , 0 , 0 , 28 , 0 , 0 , 7 , 0 , 0 , 27 , 10 , 0 , 0 , 4 , 28 , 2 , 852
76 , 0 , 0 , 0 , 1 , 520 , 0 , 608 , 15 , 68 , 826 , 0 , 0 , 343 , 2 , 0 , 246 , 0 , 0 , 1 , 12 , 0 , 0 , 12 , 248 , 9 , 2057
2 , 0 , 0 , 0 , 0 , 763 , 0 , 199 , 0 , 32 , 650 , 0 , 0 , 206 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 129 , 0 , 1782
99 , 0 , 0 , 0 , 0 , 170 , 0 , 149 , 0 , 61 , 105 , 0 , 0 , 1368 , 0 , 0 , 10 , 0 , 0 , 1 , 13 , 0 , 0 , 280 , 77 , 8 , 2083
13 , 0 , 0 , 0 , 0 , 919 , 0 , 145 , 4 , 527 , 2086 , 0 , 0 , 613 , 0 , 0 , 97 , 0 , 0 , 14 , 120 , 0 , 0 , 79 , 501 , 190 , 5053
11 , 0 , 0 , 0 , 0 , 0 , 0 , 35 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 341 , 0 , 84 , 1 , 230 , 172 , 0 , 0 , 127 , 0 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 58 , 38 , 0 , 969
0 , 0 , 0 , 0 , 0 , 22 , 0 , 197 , 4 , 1 , 29 , 0 , 0 , 22 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 80
0 , 0 , 0 , 0 , 0 , 11 , 0 , 619 , 2 , 56 , 102 , 0 , 0 , 24 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 136 , 0 , 332
0 , 0 , 0 , 0 , 0 , 812 , 0 , 597 , 3 , 92 , 1302 , 0 , 0 , 587 , 0 , 0 , 41 , 0 , 0 , 6 , 47 , 0 , 0 , 91 , 248 , 4 , 3192
0 , 0 , 0 , 0 , 0 , 2 , 0 , 335 , 2 , 4 , 2020 , 0 , 0 , 12 , 0 , 0 , 81 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 18 , 0 , 2068
2 , 0 , 0 , 0 , 0 , 1542 , 0 , 256 , 0 , 168 , 2615 , 0 , 0 , 337 , 0 , 0 , 10 , 0 , 0 , 7 , 12 , 0 , 0 , 62 , 29 , 0 , 4772
0 , 0 , 0 , 0 , 0 , 421 , 0 , 61 , 2 , 35 , 47 , 0 , 0 , 886 , 0 , 0 , 2 , 0 , 0 , 0 , 684 , 0 , 0 , 218 , 120 , 12 , 2425
0 , 0 , 0 , 0 , 0 , 40 , 0 , 78 , 0 , 9 , 425 , 0 , 0 , 8 , 0 , 0 , 180 , 0 , 0 , 2 , 17 , 0 , 0 , 1 , 2 , 1 , 505
9 , 0 , 0 , 0 , 0 , 0 , 0 , 868 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 7 , 0 , 17 , 0 , 2 , 13 , 0 , 0 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 30
0 , 0 , 0 , 0 , 0 , 54 , 0 , 374 , 0 , 32 , 258 , 0 , 0 , 27 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 49 , 0 , 420
15 , 0 , 0 , 0 , 0 , 449 , 0 , 473 , 2 , 44 , 585 , 0 , 0 , 215 , 0 , 0 , 12 , 0 , 0 , 0 , 4 , 0 , 0 , 15 , 448 , 0 , 1762
2 , 0 , 0 , 0 , 3 , 163 , 0 , 1739 , 17 , 184 , 2946 , 0 , 0 , 193 , 2 , 0 , 184 , 0 , 0 , 64 , 86 , 0 , 0 , 18 , 624 , 15 , 4315
1 , 0 , 0 , 0 , 4 , 2162 , 0 , 381 , 2 , 720 , 2042 , 0 , 0 , 377 , 2 , 0 , 128 , 0 , 0 , 18 , 8 , 0 , 0 , 59 , 737 , 0 , 6131
0 , 0 , 0 , 0 , 1 , 36 , 0 , 438 , 0 , 153 , 566 , 0 , 0 , 37 , 0 , 0 , 28 , 0 , 0 , 16 , 0 , 0 , 0 , 3 , 13 , 0 , 825
0 , 0 , 0 , 0 , 0 , 3 , 0 , 1275 , 0 , 74 , 166 , 0 , 0 , 11 , 0 , 0 , 6 , 0 , 0 , 1 , 5 , 0 , 0 , 0 , 12 , 0 , 272
0 , 0 , 0 , 0 , 0 , 4 , 0 , 107 , 0 , 2 , 33 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 44
0 , 0 , 0 , 0 , 1 , 54 , 0 , 135 , 0 , 6 , 314 , 0 , 0 , 15 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 116 , 0 , 506
0 , 0 , 0 , 0 , 0 , 185 , 0 , 81 , 0 , 7 , 278 , 0 , 0 , 55 , 0 , 0 , 3 , 0 , 0 , 7 , 7 , 0 , 0 , 2 , 10 , 0 , 551
0 , 0 , 0 , 0 , 0 , 9 , 0 , 285 , 0 , 31 , 101 , 0 , 0 , 15 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 22 , 0 , 178
1 , 0 , 0 , 0 , 0 , 216 , 0 , 627 , 88 , 127 , 8115 , 0 , 0 , 101 , 0 , 0 , 218 , 0 , 0 , 14 , 100 , 0 , 0 , 0 , 66 , 1 , 8828
273 , 0 , 0 , 0 , 0 , 380 , 0 , 211 , 0 , 1601 , 1955 , 0 , 0 , 823 , 0 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 95 , 463 , 0 , 5319
0 , 0 , 0 , 0 , 0 , 142 , 0 , 918 , 24 , 104 , 1097 , 0 , 0 , 79 , 0 , 0 , 91 , 0 , 0 , 2 , 4 , 0 , 0 , 27 , 49 , 1 , 1529
0 , 0 , 0 , 0 , 0 , 0 , 0 , 99 , 0 , 10 , 33 , 0 , 0 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 58
0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 1 , 0 , 110 , 0 , 795 , 1 , 87 , 430 , 0 , 0 , 321 , 0 , 0 , 43 , 0 , 0 , 0 , 2 , 0 , 0 , 27 , 16 , 1 , 996
0 , 0 , 0 , 0 , 0 , 73 , 0 , 206 , 1 , 57 , 264 , 0 , 0 , 22 , 0 , 0 , 4 , 0 , 0 , 0 , 16 , 0 , 0 , 0 , 160 , 2 , 595
34 , 0 , 0 , 0 , 0 , 400 , 0 , 266 , 0 , 214 , 818 , 0 , 0 , 476 , 1 , 0 , 75 , 0 , 0 , 0 , 25 , 0 , 0 , 101 , 80 , 11 , 2126
0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 1 , 14 , 0 , 0 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 27
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
15 , 0 , 0 , 0 , 0 , 747 , 0 , 336 , 1 , 37 , 635 , 0 , 0 , 429 , 0 , 0 , 3 , 0 , 0 , 1 , 24 , 0 , 0 , 44 , 106 , 0 , 2024
5 , 0 , 0 , 0 , 0 , 110 , 0 , 636 , 0 , 52 , 58 , 0 , 0 , 64 , 0 , 0 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 19 , 49 , 2 , 354
3 , 0 , 0 , 0 , 0 , 0 , 0 , 1043 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 31 , 0 , 123 , 0 , 1 , 3 , 0 , 0 , 20 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 0 , 78
0 , 0 , 0 , 0 , 0 , 13 , 0 , 181 , 1 , 11 , 80 , 0 , 0 , 55 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 65 , 0 , 227
0 , 0 , 0 , 0 , 0 , 352 , 0 , 343 , 0 , 77 , 621 , 0 , 0 , 229 , 0 , 0 , 30 , 0 , 0 , 0 , 49 , 0 , 0 , 46 , 40 , 8 , 1422
1 , 0 , 0 , 0 , 0 , 139 , 0 , 922 , 0 , 165 , 1313 , 0 , 0 , 54 , 0 , 0 , 104 , 0 , 0 , 4 , 2 , 0 , 0 , 27 , 33 , 3 , 1740
0 , 0 , 0 , 0 , 0 , 484 , 0 , 96 , 0 , 21 , 291 , 0 , 0 , 169 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 511 , 0 , 1485
4 , 0 , 0 , 0 , 0 , 725 , 0 , 334 , 8 , 57 , 914 , 0 , 0 , 361 , 0 , 0 , 34 , 0 , 0 , 7 , 67 , 0 , 0 , 28 , 398 , 1 , 2566
44 , 0 , 0 , 0 , 3 , 946 , 0 , 144 , 25 , 472 , 2705 , 0 , 0 , 1058 , 0 , 0 , 87 , 0 , 0 , 2 , 49 , 0 , 0 , 39 , 499 , 4 , 5802
0 , 0 , 0 , 0 , 0 , 2 , 0 , 557 , 0 , 6 , 8 , 0 , 0 , 19 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 43
4 , 0 , 0 , 0 , 0 , 1626 , 0 , 1523 , 0 , 55 , 503 , 0 , 0 , 468 , 0 , 0 , 3 , 0 , 0 , 0 , 20 , 0 , 0 , 35 , 67 , 0 , 2774
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 2 , 32 , 0 , 576 , 3 , 9 , 246 , 0 , 0 , 21 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 17 , 0 , 330
0 , 0 , 0 , 0 , 0 , 5 , 0 , 89 , 0 , 23 , 22 , 0 , 0 , 18 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16 , 0 , 84
2 , 0 , 0 , 0 , 0 , 200 , 0 , 479 , 1 , 206 , 260 , 0 , 0 , 276 , 2 , 0 , 15 , 0 , 0 , 2 , 16 , 0 , 0 , 50 , 69 , 2 , 1084
1 , 0 , 0 , 0 , 2 , 15 , 0 , 5 , 0 , 10 , 71 , 0 , 0 , 19 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 7 , 15 , 141
0 , 0 , 0 , 0 , 0 , 21 , 0 , 226 , 0 , 78 , 110 , 0 , 0 , 5 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 28 , 0 , 244
0 , 0 , 0 , 0 , 1 , 71 , 0 , 240 , 0 , 88 , 156 , 0 , 0 , 30 , 0 , 0 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 7 , 359 , 0 , 713
0 , 0 , 0 , 0 , 0 , 30 , 0 , 76 , 0 , 6 , 49 , 0 , 0 , 26 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 0 , 0 , 4 , 20 , 0 , 139
0 , 0 , 0 , 0 , 0 , 26 , 0 , 569 , 1 , 288 , 1608 , 0 , 0 , 46 , 0 , 0 , 42 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 11 , 0 , 1984
4 , 0 , 0 , 0 , 2 , 1407 , 0 , 454 , 6 , 897 , 1922 , 0 , 0 , 591 , 0 , 0 , 17 , 0 , 0 , 0 , 274 , 0 , 0 , 44 , 408 , 186 , 5737
0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 1 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 10
0 , 0 , 0 , 0 , 0 , 572 , 0 , 450 , 0 , 23 , 821 , 0 , 0 , 457 , 0 , 0 , 23 , 0 , 0 , 0 , 33 , 0 , 0 , 38 , 89 , 0 , 2033
0 , 0 , 0 , 0 , 0 , 242 , 0 , 563 , 0 , 30 , 1018 , 0 , 0 , 19 , 0 , 0 , 8 , 0 , 0 , 41 , 11 , 0 , 0 , 2 , 45 , 0 , 1408
3 , 0 , 0 , 0 , 0 , 87 , 0 , 470 , 0 , 5 , 77 , 0 , 0 , 82 , 0 , 0 , 21 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 256
0 , 0 , 0 , 0 , 0 , 0 , 0 , 279 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 4 , 3 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16
1 , 0 , 0 , 0 , 3 , 321 , 0 , 319 , 0 , 207 , 134 , 0 , 0 , 212 , 0 , 0 , 15 , 0 , 0 , 11 , 17 , 0 , 0 , 138 , 43 , 1 , 1087
51 , 0 , 0 , 0 , 0 , 1493 , 0 , 370 , 10 , 61 , 2333 , 0 , 0 , 405 , 6 , 0 , 28 , 0 , 0 , 27 , 17 , 0 , 0 , 47 , 302 , 0 , 4701
29 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 1 , 0 , 9 , 0 , 366 , 0 , 11 , 2240 , 0 , 0 , 14 , 3 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 8 , 6 , 0 , 2293
0 , 0 , 0 , 0 , 0 , 87 , 0 , 273 , 2 , 9 , 131 , 0 , 0 , 8 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 244
0 , 0 , 0 , 0 , 0 , 159 , 0 , 563 , 132 , 111 , 2616 , 0 , 0 , 156 , 0 , 0 , 175 , 0 , 0 , 16 , 418 , 0 , 0 , 36 , 90 , 19 , 3753
0 , 0 , 0 , 0 , 0 , 43 , 0 , 400 , 0 , 41 , 227 , 0 , 0 , 20 , 0 , 0 , 18 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 3 , 0 , 335
0 , 0 , 0 , 0 , 1 , 1 , 0 , 501 , 4 , 5 , 64 , 0 , 0 , 26 , 0 , 0 , 9 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 19 , 0 , 123
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 65 , 0 , 49 , 0 , 7 , 46 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 33 , 0 , 160
0 , 0 , 0 , 0 , 0 , 1016 , 0 , 73 , 7 , 431 , 1032 , 0 , 0 , 498 , 5 , 0 , 8 , 0 , 0 , 3 , 170 , 0 , 0 , 48 , 285 , 87 , 3582
0 , 0 , 0 , 0 , 0 , 5 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 9
12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 10 , 0 , 8 , 0 , 0 , 20 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 38
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , 0 , 0 , 0 , 3 , 0 , 55 , 2 , 3 , 143 , 0 , 0 , 19 , 0 , 0 , 18 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 0 , 193
0 , 0 , 0 , 0 , 0 , 1 , 0 , 41 , 0 , 0 , 9 , 0 , 0 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16
8 , 0 , 0 , 0 , 30 , 1287 , 0 , 680 , 27 , 2076 , 9346 , 0 , 0 , 758 , 0 , 0 , 982 , 0 , 0 , 220 , 186 , 0 , 0 , 419 , 384 , 69 , 14802
0 , 0 , 0 , 0 , 2 , 18 , 0 , 159 , 0 , 21 , 188 , 0 , 0 , 49 , 0 , 0 , 2 , 0 , 0 , 27 , 1 , 0 , 0 , 3 , 104 , 0 , 413
12 , 0 , 0 , 0 , 0 , 252 , 0 , 627 , 5 , 1741 , 297 , 0 , 0 , 465 , 0 , 0 , 43 , 0 , 0 , 1 , 5 , 0 , 0 , 73 , 42 , 5 , 2886
0 , 0 , 0 , 0 , 0 , 31 , 0 , 897 , 6 , 5 , 183 , 0 , 0 , 17 , 0 , 0 , 130 , 0 , 0 , 0 , 8 , 0 , 0 , 5 , 0 , 3 , 258
