@relation ../Data/13/2003

@attribute votes numeric
@attribute accounts numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute draft_edits numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute merge_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1, 0}
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric


@data
3 , 1 , 0 , 0 , 0 , 0 , 91 , 0 , 172 , 1 , 133 , 2730 , 0 , 0 , 0 , 726 , 0 , 0 , 223 , 1 , 0 , 0 , 0 , 0 , 0 , 13 , 10 , 0 , 3704
0 , 1 , 0 , 0 , 0 , 0 , 711 , 0 , 245 , 2 , 555 , 3689 , 0 , 1 , 0 , 399 , 0 , 0 , 233 , 1 , 0 , 0 , 0 , 0 , 1 , 39 , 56 , 0 , 5451
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3877 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 1 , 0 , 0 , 0 , 0 , 70 , 0 , 92 , 0 , 169 , 753 , 0 , 0 , 0 , 236 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 12 , 61 , 0 , 1301
0 , 1 , 0 , 5 , 0 , 0 , 19 , 0 , 78 , 0 , 112 , 815 , 1 , 99 , 0 , 49 , 0 , 1 , 64 , 1 , 52 , 0 , 0 , 0 , 40 , 7 , 38 , 0 , 1040
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 1 , 0 , 0 , 0 , 0 , 4 , 0 , 96 , 0 , 40 , 270 , 0 , 0 , 0 , 50 , 0 , 0 , 17 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 368
0 , 1 , 0 , 0 , 0 , 0 , 13 , 0 , 548 , 0 , 57 , 1065 , 0 , 5 , 0 , 64 , 0 , 0 , 22 , 1 , 1 , 0 , 0 , 0 , 4 , 5 , 8 , 0 , 1212
0 , 1 , 0 , 1 , 0 , 0 , 343 , 0 , 619 , 0 , 568 , 12716 , 6 , 94 , 0 , 192 , 0 , 10 , 840 , 1 , 53 , 0 , 0 , 0 , 24 , 4 , 119 , 0 , 13942
1 , 1 , 0 , 0 , 0 , 0 , 91 , 0 , 105 , 0 , 166 , 3618 , 0 , 0 , 0 , 132 , 0 , 0 , 488 , 1 , 0 , 0 , 0 , 0 , 0 , 7 , 66 , 0 , 4080
0 , 1 , 0 , 0 , 0 , 0 , 73 , 0 , 451 , 0 , 164 , 2675 , 0 , 4 , 0 , 244 , 0 , 1 , 148 , 1 , 1 , 0 , 0 , 0 , 2 , 14 , 54 , 0 , 3224
