@relation ../Data/13/2012

@attribute votes numeric
@attribute accounts numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute draft_edits numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute merge_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1, 0}
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric


@data
0 , 63 , 0 , 0 , 0 , 2 , 347 , 0 , 1224 , 3 , 310 , 1445 , 0 , 69 , 0 , 469 , 0 , 0 , 539 , 0 , 1 , 26 , 169 , 0 , 68 , 96 , 34 , 9 , 2910
18 , 130 , 0 , 0 , 0 , 0 , 5057 , 0 , 2269 , 15 , 130 , 9273 , 1 , 174 , 0 , 918 , 0 , 2 , 56 , 0 , 17 , 7 , 20 , 2 , 152 , 41 , 299 , 0 , 15760
0 , 23 , 0 , 0 , 0 , 0 , 240 , 0 , 180 , 188 , 31 , 1904 , 0 , 0 , 0 , 36 , 6 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1549 , 0 , 3954
23 , 78 , 0 , 0 , 2 , 1 , 2132 , 0 , 811 , 63 , 626 , 9651 , 2 , 37 , 0 , 1798 , 2 , 0 , 559 , 0 , 4 , 17 , 555 , 0 , 31 , 147 , 1745 , 59 , 16798
0 , 4 , 0 , 0 , 0 , 0 , 41 , 0 , 1453 , 3 , 4 , 45 , 0 , 2 , 0 , 11 , 0 , 0 , 24 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 3 , 1 , 108
31 , 62 , 0 , 6 , 1 , 2 , 2317 , 1 , 494 , 8 , 485 , 3132 , 9 , 166 , 0 , 986 , 1 , 6 , 104 , 0 , 54 , 34 , 75 , 5 , 85 , 349 , 539 , 40 , 7969
0 , 16 , 0 , 0 , 0 , 0 , 76 , 0 , 159 , 6 , 9 , 395 , 0 , 0 , 0 , 25 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 171 , 0 , 684
1 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 136 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
73 , 118 , 0 , 0 , 0 , 4 , 439 , 1 , 474 , 637 , 162 , 336 , 14 , 189 , 0 , 721 , 28 , 20 , 117 , 0 , 7 , 6 , 7 , 0 , 147 , 76 , 36 , 2 , 2454
0 , 2 , 0 , 0 , 0 , 0 , 53 , 0 , 1973 , 7 , 76 , 612 , 0 , 2 , 0 , 31 , 0 , 0 , 21 , 0 , 2 , 0 , 7 , 0 , 0 , 2 , 85 , 0 , 873
0 , 1 , 0 , 0 , 0 , 1 , 12069 , 2 , 1437 , 2 , 161 , 10513 , 10 , 188 , 0 , 423 , 0 , 3 , 142 , 0 , 18 , 25 , 36 , 0 , 155 , 19 , 145 , 5 , 23399
1 , 2 , 0 , 0 , 0 , 1 , 548 , 0 , 306 , 0 , 55 , 692 , 0 , 21 , 0 , 139 , 0 , 0 , 19 , 0 , 0 , 22 , 5 , 0 , 21 , 7 , 218 , 0 , 1687
0 , 23 , 0 , 0 , 0 , 0 , 25 , 0 , 1006 , 0 , 109 , 106 , 0 , 10 , 0 , 46 , 7 , 1 , 14 , 0 , 2 , 0 , 0 , 0 , 7 , 6 , 53 , 0 , 352
4 , 30 , 0 , 0 , 0 , 63 , 3072 , 0 , 521 , 6 , 221 , 3503 , 0 , 2 , 0 , 786 , 0 , 0 , 198 , 0 , 0 , 54 , 58 , 0 , 2 , 266 , 436 , 6 , 8471
1 , 16 , 0 , 0 , 0 , 0 , 267 , 0 , 508 , 1 , 28 , 452 , 0 , 14 , 0 , 61 , 0 , 0 , 6 , 0 , 1 , 0 , 0 , 0 , 13 , 16 , 61 , 0 , 886
10 , 546 , 0 , 2 , 0 , 4 , 291 , 1 , 439 , 35 , 290 , 696 , 3 , 153 , 0 , 250 , 3 , 11 , 112 , 0 , 23 , 15 , 61 , 4 , 109 , 25 , 223 , 13 , 1906
0 , 31 , 0 , 0 , 0 , 0 , 26 , 0 , 9 , 0 , 3 , 54 , 0 , 0 , 0 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 0 , 102
0 , 7 , 0 , 0 , 0 , 0 , 25 , 0 , 36 , 12 , 7 , 150 , 0 , 3 , 0 , 22 , 0 , 0 , 6 , 0 , 2 , 0 , 0 , 0 , 1 , 2 , 16 , 0 , 234
