username,date_of_election,isSuccessful,votes,pages_created,total_edits,article_edits,user_edits,user_talk_edits,file_edits,file_talk_edits,template_edits,template_talk_edits,wikipedia_edits,wikipedia_talk_edits,category_edits,category_talk_edits,draft_edits,draft_talk_edits,talk_edits,gender,days_active,keep_votes,delete_votes,sp_keep_votes,sp_delete_votes,merge_votes,redirect_votes,transwiki_votes,userfy_votes,total_afd_votes,accounts
Apteva,2012-11-30 06:27:00,0,2,194,6031,2716,112,591,0,0,116,20,716,586,10,1,0,0,1163,unknown,1647,3,1,0,0,0,0,0,0,4,83
AutomaticStrikeout,2012-10-15 03:26:00,0,16,24,12513,9126,200,1778,1,0,100,10,506,291,6,23,0,0,472,male,175,14,33,0,0,0,2,0,1,50,20
Avicennasis,2012-05-21 06:44:00,0,6,2299,31492,18819,409,3578,19,455,914,991,811,103,3060,118,0,0,2215,male,2111,2,12,0,0,0,0,0,0,14,691
Baseballrocks538,2012-03-06 23:15:00,0,0,2,24,22,0,0,0,0,0,0,2,0,0,0,0,0,0,unknown,620,0,0,0,0,0,0,0,0,0,11
Bens dream,2012-03-10 23:34:00,0,0,0,50,16,4,8,0,0,0,0,20,0,0,0,0,0,2,unknown,1263,0,0,0,0,0,0,0,0,0,1
Calabe1992,2012-04-25 22:06:00,0,0,10,9215,3231,428,4392,23,0,48,1,961,11,4,0,0,0,116,male,380,2,28,0,0,0,0,0,0,30,31
Central Data Bank,2012-04-08 14:55:00,0,0,399,1354,1135,13,25,1,0,92,0,7,0,0,0,0,0,81,unknown,1618,0,0,0,0,0,0,0,0,0,1
Dannyboy1209,2012-05-14 19:04:00,0,0,6,249,80,55,51,0,0,1,0,48,1,0,0,0,0,13,male,894,0,0,0,0,0,0,0,0,0,6
Darkness Shines,2012-12-30 21:22:00,0,3,93,10637,3384,198,3519,4,0,60,29,1646,95,11,0,0,0,1691,unknown,543,23,80,1,0,1,2,0,0,107,18
Dipankan001,2012-05-17 16:58:00,0,8,45,2440,717,324,693,26,1,27,15,482,44,4,1,0,0,106,male,277,9,23,1,2,0,0,0,0,35,37
Distributor108,2012-04-16 13:27:00,0,0,1,327,90,0,130,0,0,0,0,44,0,0,0,0,0,63,unknown,237,0,0,0,0,0,0,0,0,0,10
Farrtj,2012-10-18 00:21:00,0,0,26,11801,10953,205,101,28,1,42,14,121,0,0,1,0,0,335,male,2335,0,0,0,0,0,0,0,0,0,3
Faustus37,2012-04-24 11:49:00,0,1,337,2129,1941,28,9,25,0,33,0,35,1,6,0,0,0,51,male,2555,41,23,0,0,8,5,0,0,77,2
Figureskatingfan,2012-02-13 20:59:00,0,0,26,2868,1810,195,321,15,0,12,3,147,2,0,0,0,0,363,female,1837,3,4,0,0,0,0,0,0,7,17
Floydian,2012-08-15 18:18:00,0,0,904,15593,7279,438,1023,182,12,449,224,1837,723,63,0,0,0,3363,male,3291,17,48,1,3,10,11,0,0,90,28
GabeMc,2012-04-27 07:01:00,0,0,2,3161,2078,0,523,0,0,0,16,127,3,0,0,0,0,414,male,864,6,7,0,0,0,0,0,0,13,16
Gigs,2012-10-16 22:06:00,0,42,45,8839,2086,131,1305,8,0,96,54,2601,1934,42,1,2,0,579,male,2579,29,147,0,0,7,2,0,0,185,38
GSorby,2012-02-06 05:02:00,0,0,25,1562,888,107,182,239,23,9,0,11,32,0,0,0,0,71,male,751,0,0,0,0,0,0,0,0,0,19
Hahc21,2012-07-07 22:49:00,0,3,66,11079,4841,1797,1151,100,1,432,34,1022,178,58,0,0,0,1465,male,1561,2,5,0,0,0,0,0,0,7,24
Hghyux,2012-04-20 18:14:00,0,1,1,3307,1220,137,1622,0,0,2,1,265,12,0,0,1,0,47,unknown,85,4,16,0,1,0,0,0,0,21,16
James1011R,2012-03-22 18:54:00,0,0,4,243,16,102,33,0,0,2,0,81,6,0,0,0,0,3,male,1135,1,7,0,1,0,0,0,0,9,18
Jeff G.,2012-02-09 22:26:00,0,14,158,4874,1584,284,2089,28,7,81,15,536,27,12,1,15,0,195,male,1877,0,83,0,0,0,0,0,0,83,652
JordanKyser22,2012-03-25 17:48:00,0,0,1,126,40,19,31,5,0,6,0,21,0,0,0,0,0,4,male,37,1,0,0,0,0,0,0,0,1,11
Kamek98,2012-03-22 19:24:00,0,0,6,293,164,20,44,0,0,4,0,16,1,0,0,0,0,44,male,453,1,1,0,0,0,0,0,0,2,14
Karthikndr,2012-12-12 11:18:00,0,1,144,17676,12156,613,1677,374,8,85,7,673,92,29,8,0,0,1954,male,904,26,25,0,0,2,12,0,0,65,76
Ktr101,2012-12-22 08:21:00,0,0,2067,61186,34913,1537,7705,272,160,1622,468,4641,1092,1201,17,11,1,7546,male,1902,87,38,0,0,3,0,0,0,128,63
Kumioko,2012-08-09 02:12:00,0,0,10,52954,955,57,684,7,597,179,1015,951,1116,429,5448,0,0,41516,male,1894,11,23,0,0,1,1,0,0,36,14
Lord Roem,2012-06-09 21:14:00,0,30,55,4274,1669,124,606,1,0,207,63,902,443,0,0,0,0,259,male,532,38,50,1,0,6,1,1,0,97,19
LuK3,2012-12-01 02:25:00,0,11,22,16399,6077,1732,6748,17,0,22,2,1508,64,2,1,0,0,226,male,1639,3,33,0,1,1,1,0,0,39,19
Mabdul,2012-03-26 03:24:00,0,17,262,7290,3116,252,1251,62,37,519,119,727,284,31,11,8,0,873,male,1473,19,49,2,2,1,1,0,0,74,128
Mapalazoo,2012-10-31 21:40:00,0,0,0,29,10,2,9,0,0,0,0,8,0,0,0,0,0,0,unknown,39,0,0,0,0,0,0,0,0,0,1
Marcus Qwertyus,2012-06-17 22:47:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,101
Master&Expert,2012-08-01 00:15:00,0,251,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,29
Mlpearc,2012-08-04 18:45:00,0,78,11,16379,5548,2592,5850,83,1,221,21,1466,207,0,0,0,0,390,male,1114,5,12,0,1,1,2,0,0,21,72
MONGO,2012-11-21 00:38:00,0,44,938,48563,22645,848,8664,20,2,142,80,5634,1229,114,82,2,0,9101,male,2865,15,150,0,1,16,1,0,0,183,9
Mr little irish,2012-04-30 15:43:00,0,11,1,367,12,24,167,0,0,0,7,130,24,0,0,0,0,3,male,706,1,0,0,0,0,0,0,0,1,3
My76Strat,2012-06-26 10:49:00,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,850,0,0,0,0,0,0,0,0,0,35
Northamerica1000,2012-11-06 23:47:00,0,0,327,82127,54113,851,6766,404,24,652,193,13737,1095,20,3,18,0,4251,unknown,518,2,0,0,0,2,0,0,1,5,41
Penyulap,2012-07-24 17:28:00,0,0,88,6291,1238,335,1842,3,0,105,7,913,622,0,0,0,0,1226,unknown,510,2,2,1,0,0,0,0,0,5,90
PerryThePlatypusFan,2012-08-10 22:11:00,0,0,2,224,144,42,16,1,0,0,0,8,1,0,0,0,0,12,male,706,0,0,0,0,0,0,0,0,0,17
Pol430,2012-03-04 21:46:00,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,31
PumpkinSky,2012-10-22 22:47:00,0,26,66,13460,6663,541,1956,26,2,2029,102,1065,337,4,0,0,0,735,male,474,3,3,0,0,0,0,0,0,6,16
Purplebackpack89,2012-03-15 00:30:00,0,0,539,2910,1445,34,347,3,0,169,9,469,96,26,2,0,0,310,male,1224,1,68,0,0,0,0,0,0,69,63
QuiteUnusual,2012-10-17 12:20:00,0,18,56,15760,9273,299,5057,15,0,20,0,918,41,7,0,0,0,130,male,2269,17,152,0,2,2,1,0,0,174,130
Raghusri,2012-10-24 13:39:00,0,0,2,3954,1904,1549,240,188,6,0,0,36,0,0,0,0,0,31,male,180,0,0,0,0,0,0,0,0,0,23
Rcsprinter123,2012-08-31 10:57:00,0,23,559,16798,9651,1745,2132,63,2,555,59,1798,147,17,1,2,0,626,male,811,4,31,0,0,0,2,0,0,37,78
ronjohn,2012-03-27 03:47:00,0,0,24,108,45,3,41,3,0,0,1,11,0,0,0,0,0,4,unknown,1453,2,0,0,0,0,0,0,0,2,4
Ryan Vesey,2012-06-30 08:54:00,0,31,104,7969,3132,539,2317,8,1,75,40,986,349,34,2,1,0,485,male,494,54,85,6,5,6,9,0,1,166,62
Sk8terguy27,2012-12-22 20:34:00,0,0,5,684,395,171,76,6,0,0,0,25,2,0,0,0,0,9,male,159,0,0,0,0,0,0,0,0,0,16
SpeakFree,2012-01-01 04:49:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,136,0,0,0,0,0,0,0,0,0,112
Sven Manguard,2012-01-05 12:22:00,0,73,117,2454,336,36,439,637,28,7,2,721,76,6,4,0,0,162,male,474,7,147,0,0,20,14,0,1,189,118
Swinquest,2012-04-19 14:38:00,0,0,21,873,612,85,53,7,0,7,0,31,2,0,0,0,0,76,male,1973,2,0,0,0,0,0,0,0,2,2
SwisterTwister,2012-06-25 22:03:00,0,0,142,23399,10513,145,12069,2,0,36,5,423,19,25,1,0,0,161,male,1437,18,155,0,0,3,10,0,2,188,1
The Determinator,2012-06-15 18:30:00,0,1,19,1687,692,218,548,0,0,5,0,139,7,22,1,0,0,55,male,306,0,21,0,0,0,0,0,0,21,2
TheAustinMan,2012-03-05 07:30:00,0,0,14,352,106,53,25,0,7,0,0,46,6,0,0,0,0,109,unknown,1006,2,7,0,0,1,0,0,0,10,23
Theopolisme,2012-08-11 07:36:00,0,4,198,8471,3503,436,3072,6,0,58,6,786,266,54,63,0,0,221,male,521,0,2,0,0,0,0,0,0,2,30
TucsonDavid,2012-03-12 08:06:00,0,1,6,886,452,61,267,1,0,0,0,61,16,0,0,0,0,28,unknown,508,1,13,0,0,0,0,0,0,14,16
Vibhijain,2012-05-19 10:14:00,0,10,112,1906,696,223,291,35,3,61,13,250,25,15,4,0,0,290,male,439,23,109,2,4,11,3,0,1,153,546
WinEuro,2012-07-01 04:09:00,0,0,0,102,54,1,26,0,0,4,0,14,0,0,0,0,0,3,unknown,9,0,0,0,0,0,0,0,0,0,31
XyphynX9,2012-11-19 16:37:00,0,0,6,234,150,16,25,12,0,0,0,22,2,0,0,0,0,7,male,36,2,1,0,0,0,0,0,0,3,7
