@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-17,21-26,29-30,32-34,36-41'

@attribute sp_keep_votes numeric
@attribute userfy_votes numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute isSuccessful {1,0}
@attribute keep_votes numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric

@data
0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,0
0,0,0,18,0,0,12,1,4
1,0,9,183,2,0,21,0,144
0,0,0,30,0,0,6,1,23
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,3,0,7
1,1,2,31,0,0,9,7,11
0,0,0,3,0,0,2,0,1
0,0,0,0,0,0,0,0,0
1,0,8,178,0,0,91,2,70
0,0,0,5,0,0,0,0,5
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,1,3,124,0,0,21,1,94
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,4,0,0,3,0,1
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,1,54,0,0,17,1,34
0,0,2,12,0,0,3,0,7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,6,159,1,0,44,1,99
0,0,0,9,0,0,5,0,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,12,0,0,3,0,8
0,0,1,38,0,0,5,1,31
0,0,0,0,0,0,0,0,0
0,0,3,138,0,0,70,0,59
3,0,5,136,0,0,34,3,81
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,15,0,0,5,0,9
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
0,0,0,35,0,0,7,0,27
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,9,0,0,2,0,6
0,0,0,0,0,0,0,0,0
1,0,2,151,0,0,25,4,118
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,1,1,8
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,4,0,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,1,1,8
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,4,0,5
0,0,0,0,0,0,0,0,0
0,0,0,29,0,0,1,0,28
0,0,0,0,0,0,0,0,0
0,0,0,79,0,0,17,1,57
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
3,0,1,37,0,0,16,0,15
0,0,0,0,0,0,0,0,0
0,0,0,185,1,0,16,4,162
0,0,12,166,1,1,21,0,111
0,0,1,65,0,1,5,1,58
0,0,0,31,0,1,5,1,24
0,0,3,188,1,1,7,0,175
0,0,3,116,0,1,66,1,44
0,0,0,3,0,1,2,0,1
0,0,3,129,0,1,9,2,113
0,0,5,65,1,1,15,0,41
0,0,0,5,0,1,1,0,4
0,0,0,74,0,1,2,3,67
0,1,6,95,0,1,32,7,41
0,0,0,0,0,1,0,0,0
0,0,0,5,0,1,0,0,5
0,0,1,36,0,1,8,0,27
0,0,7,186,0,1,14,10,149
0,0,1,1,0,1,0,0,0
0,0,0,30,0,1,2,0,28
0,0,26,188,1,1,35,0,82
0,0,3,193,2,1,17,1,166
0,0,1,13,0,1,8,0,3
0,0,0,0,0,1,0,0,0
0,0,0,57,0,1,3,0,54
0,0,1,111,0,1,18,0,88
0,0,0,5,0,1,2,0,3
2,0,1,71,0,1,18,0,47
0,0,0,22,0,1,16,0,5
3,0,0,104,1,1,33,0,61
2,0,5,154,2,1,61,1,73
0,0,0,26,1,1,13,0,9
1,0,0,16,0,1,9,0,3
0,0,0,97,0,1,17,0,80
0,0,0,1,0,1,0,0,1
0,0,1,13,0,1,10,0,2
0,0,3,127,0,1,25,3,85
0,0,0,3,0,1,1,0,2
0,0,0,1,0,1,0,0,1
0,0,0,1,0,1,0,0,1
0,0,3,40,0,1,11,0,24
0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,0,0,0
0,0,3,54,1,1,13,1,31
0,0,0,1,0,1,0,0,1
4,0,4,76,0,1,40,3,23
0,0,3,179,0,1,92,0,75
0,0,27,189,0,1,2,1,143
0,0,0,0,0,1,0,0,0
1,1,2,115,0,1,31,0,76
0,0,0,10,0,1,1,0,9
2,0,0,190,0,1,180,0,8
0,0,0,0,0,1,0,0,0
0,0,0,2,0,1,2,0,0
0,0,0,34,0,1,17,0,14
0,1,1,20,0,1,4,0,12
0,0,1,31,0,1,5,0,23
0,0,0,13,0,1,4,0,9
0,0,2,121,0,1,6,1,112
0,0,0,19,0,1,5,0,14
0,0,1,21,0,1,4,0,15
0,0,0,32,0,1,5,0,26
0,0,1,70,0,1,19,1,46
0,0,0,14,0,1,4,0,10
0,0,2,154,3,1,28,0,118
0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,14,0,1,1,0,13
0,0,5,133,6,1,8,0,111
0,0,0,0,0,1,0,0,0
1,0,0,34,0,1,22,0,9
0,0,0,1,0,1,1,0,0
10,0,5,144,2,1,105,0,3
0,0,3,148,1,1,14,0,124
0,0,1,47,0,1,7,0,38
0,0,0,7,0,1,0,0,7
0,0,0,146,0,1,18,3,125
0,0,0,5,0,1,1,0,4
0,0,0,2,0,1,1,0,1
1,0,0,3,0,1,0,0,2
0,0,2,191,0,1,9,0,180
0,0,0,15,0,1,1,0,14
0,0,2,153,0,1,90,0,53
0,0,8,65,0,1,32,0,17
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,191,0,0,12,0,179
0,0,0,33,0,0,14,0,19
0,0,0,1,0,0,0,0,1
0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,3,0,3
0,0,0,61,0,0,5,4,50
0,0,13,66,0,0,34,0,10
0,0,27,189,0,0,2,1,143
0,0,0,24,0,0,18,0,6
0,0,1,15,0,0,1,0,12
0,0,2,21,0,0,6,2,8
3,0,0,34,0,0,27,0,4
1,0,0,11,0,0,0,4,5
1,0,0,55,0,0,11,1,35
1,0,0,87,0,0,15,7,58
1,0,0,20,0,0,2,0,17
0,0,0,0,0,0,0,0,0
3,0,1,36,0,0,8,3,16
0,0,5,97,0,0,10,8,69
0,0,0,26,0,0,2,0,24
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,9,196,0,0,28,4,145
0,0,0,12,0,0,7,0,2
0,0,2,22,0,0,2,3,13
0,0,7,183,0,0,65,3,108
0,0,0,10,0,0,0,1,9
1,0,11,153,0,0,23,1,104
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,9
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2
1,0,3,109,0,0,13,13,73
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,138,0,0,0,0,138
0,0,0,3,0,0,1,0,2
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,2
0,0,0,9,0,0,1,0,7
0,0,0,34,0,0,5,3,26
0,0,0,1,0,0,1,0,0
1,0,0,187,0,0,31,0,153
0,0,0,6,0,0,1,0,3
0,0,0,68,0,1,2,4,60
0,0,1,32,0,1,3,0,15
0,0,0,31,0,1,0,0,31
1,0,0,190,0,1,96,3,87
0,0,2,97,0,1,13,1,74
0,0,0,29,0,1,4,0,24
0,0,0,41,0,1,8,5,27
0,0,0,0,0,1,0,0,0
0,0,0,18,0,1,1,0,16
0,0,0,0,0,1,0,0,0
0,0,1,14,0,1,2,0,11
1,0,1,90,2,1,17,2,60
0,0,0,18,0,1,12,1,4
2,0,0,14,0,1,2,3,6
0,0,1,32,0,1,4,0,22
0,0,0,0,0,1,0,0,0
0,0,0,125,0,1,9,1,114
1,0,0,84,0,1,21,1,58
0,0,0,4,0,1,1,0,3
0,0,0,54,0,1,6,0,46
0,0,2,199,0,1,189,0,8
0,0,0,6,0,1,4,0,2
2,0,0,51,0,1,40,0,6
0,0,6,95,0,1,24,2,55
0,0,0,14,0,1,7,0,6
0,0,0,30,0,1,4,1,25
0,0,1,52,0,1,7,1,37
0,0,6,184,0,1,6,6,158
0,0,0,20,0,1,2,0,17
0,0,4,73,0,1,0,0,69
0,0,0,63,0,1,0,0,63
0,0,0,22,0,1,2,3,17
0,0,0,0,0,1,0,0,0
0,0,0,5,0,1,0,0,5
1,0,1,29,0,1,13,1,11
0,0,1,103,0,1,3,0,97
0,0,2,125,0,1,36,2,81
0,0,0,0,0,1,0,0,0
0,0,3,174,0,1,33,2,134
0,0,0,64,0,1,11,0,51
0,2,6,126,0,1,50,0,63
0,0,0,1,0,1,0,0,1
1,0,10,75,0,1,40,0,18
1,0,0,88,0,1,76,0,6
0,0,9,93,0,1,20,0,62
0,0,0,30,0,1,5,0,24
2,0,3,40,0,1,14,0,19
0,0,1,50,0,1,24,3,21
0,0,4,32,0,1,10,0,16
0,1,1,189,1,1,39,3,136
0,0,10,60,0,1,7,0,38
3,0,6,168,0,1,34,4,114
2,0,1,37,1,1,12,0,18
0,0,0,14,0,1,0,0,14
0,0,0,51,0,1,4,0,44
0,0,0,30,0,1,13,0,15
0,0,6,84,0,1,7,5,64
0,0,4,89,0,1,49,1,30
2,0,0,29,0,1,24,0,3
1,0,4,84,1,1,20,3,49
0,0,0,5,0,1,1,0,4
0,0,0,0,0,1,0,0,0
0,0,9,180,0,1,1,4,165
0,0,1,26,0,1,10,0,14
0,0,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,17,0,0,6,0,11
0,0,1,30,0,0,7,0,20
0,0,0,0,0,0,0,0,0
0,0,0,59,0,0,2,0,56
0,0,0,0,0,0,0,0,0
1,0,5,143,1,0,29,13,93
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,137,0,0,62,0,73
1,0,1,35,0,0,17,0,10
0,0,0,21,0,0,2,0,19
0,0,0,63,0,0,13,2,47
0,0,0,14,0,0,2,3,9
0,0,0,16,0,0,13,0,1
0,0,0,22,0,0,5,0,14
0,0,1,50,0,0,11,0,37
0,0,0,1,0,0,1,0,0
0,0,1,45,1,0,12,0,23
0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,2,0,4
0,1,10,175,2,0,45,4,104
0,0,0,2,0,0,1,0,1
0,0,0,33,0,0,11,0,22
0,0,0,1,0,0,0,0,1
2,0,0,82,0,0,56,0,10
0,0,0,0,0,0,0,0,0
4,0,2,149,1,0,16,5,114
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,57,0,0,16,1,34
0,0,0,4,0,0,3,0,1
0,0,0,9,0,0,3,0,4
0,0,2,140,0,0,24,5,104
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,1
0,0,0,17,0,0,8,0,9
0,0,3,170,0,0,14,6,143
2,0,0,32,0,0,5,2,23
0,0,0,4,0,0,0,1,3
0,0,0,8,0,0,5,0,2
0,0,0,0,0,0,0,0,0
0,0,2,28,1,0,19,0,4
0,0,0,1,0,0,0,0,1
1,0,1,36,1,0,9,0,19
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,16,0,0,3,0,8
0,0,0,1,0,0,1,0,0
0,0,0,58,0,0,4,3,48
3,0,10,173,1,0,42,0,102
6,0,0,191,0,0,127,1,51
2,0,4,169,1,0,26,4,117
0,0,0,4,0,0,2,0,2
0,0,0,5,0,0,4,0,1
0,0,0,73,2,0,16,0,52
0,0,2,49,0,0,11,0,36
0,0,1,82,0,0,20,1,50
0,0,1,15,0,0,1,0,12
0,0,1,53,0,0,24,0,27
0,0,0,7,0,0,6,0,1
3,0,0,139,0,0,20,10,99
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2
0,0,0,16,0,0,0,0,16
0,0,1,97,0,0,17,5,70
2,0,8,117,0,0,15,1,84
0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,9,0,9
0,0,0,13,0,0,7,0,5
0,0,0,0,0,0,0,0,0
0,0,2,30,0,0,3,0,25
0,0,0,9,0,0,2,0,5
0,0,0,0,0,0,0,0,0
5,0,2,118,2,0,16,5,75
1,0,0,13,0,0,9,0,1
0,0,1,16,0,0,7,1,6
2,0,17,184,2,0,27,9,112
2,0,10,150,3,0,19,14,99
0,0,0,5,0,0,2,1,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,141,2,0,29,5,96
0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,1,5
0,0,0,1,0,0,1,0,0
2,0,4,195,0,0,8,2,175
1,0,0,77,1,0,69,0,6
0,0,0,23,1,0,2,1,15
0,0,0,196,0,0,6,3,183
0,0,0,3,0,0,1,0,1
0,0,0,49,1,0,5,1,36
0,0,0,0,0,1,0,0,0
0,0,1,66,0,1,1,0,64
0,0,6,133,0,1,65,0,47
0,2,5,176,0,1,65,0,75
0,0,1,90,0,1,7,3,74
1,0,1,49,0,1,24,2,18
1,0,9,79,0,1,24,0,33
1,0,0,47,0,1,39,0,6
0,0,1,30,0,1,2,0,26
0,0,3,59,0,1,8,0,44
2,0,2,111,0,1,16,3,85
0,0,0,24,0,1,2,0,21
0,0,1,74,0,0,11,2,55
0,0,0,16,0,0,1,0,15
0,0,0,0,0,0,0,0,0
0,0,1,11,0,0,8,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,4,0,10
0,0,0,1,0,0,1,0,0
0,0,0,6,0,0,0,0,6
0,0,1,29,0,0,3,0,24
0,0,0,11,0,0,9,0,1
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,11,1,1
1,0,2,112,2,0,13,8,81
0,0,10,180,0,0,32,3,134
0,0,0,12,0,0,10,0,2
0,0,0,1,0,0,0,0,1
0,0,0,12,0,0,10,0,2
0,0,2,43,0,0,29,0,4
0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,3,0,13
0,0,0,9,0,0,1,0,8
2,0,9,160,0,0,40,10,76
1,0,1,74,2,0,3,3,64
0,0,0,0,0,0,0,0,0
1,1,1,113,1,0,9,13,76
0,0,3,170,0,0,28,14,119
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,1,0,1
0,0,0,67,6,0,26,2,26
0,0,0,0,0,0,0,0,0
0,0,1,191,0,0,43,0,146
0,0,2,60,0,0,3,4,49
2,0,1,161,0,0,18,4,122
0,0,0,2,0,0,2,0,0
0,0,0,2,0,0,0,1,1
0,0,0,0,0,0,0,0,0
0,0,0,58,1,0,18,2,31
0,0,1,26,0,0,2,0,22
0,0,0,0,0,0,0,0,0
1,0,0,181,0,0,8,4,161
0,0,0,0,0,0,0,0,0
3,0,1,167,1,0,8,1,149
4,0,5,134,0,0,6,5,112
0,0,3,74,0,0,24,0,43
0,0,0,22,0,0,13,1,8
0,0,0,4,1,0,0,0,3
0,0,0,1,0,0,0,0,1
0,0,6,117,0,0,48,0,57
0,0,0,0,0,0,0,0,0
5,0,1,165,0,0,139,1,14
0,0,0,12,0,0,2,0,9
1,0,1,20,0,0,8,0,9
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,1,181,0,0,24,7,144
0,0,0,0,0,0,0,0,0
1,0,4,104,1,0,8,3,87
0,0,0,5,0,0,1,0,4
0,0,0,0,0,0,0,0,0
0,0,5,91,0,0,27,2,52
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
0,0,1,62,0,0,25,0,33
0,0,0,5,0,0,3,0,2
3,0,3,189,0,0,10,4,165
0,0,0,3,0,0,2,0,1
1,0,0,34,0,0,6,0,21
0,0,0,4,0,0,1,0,3
0,0,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
2,0,0,62,0,0,29,0,22
0,0,0,55,0,0,20,0,35
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,25,0,0,12,0,10
0,0,0,1,0,0,1,0,0
0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0
1,0,0,46,0,0,27,0,16
0,1,1,175,0,0,166,0,6
0,0,0,37,0,0,3,2,31
0,0,3,45,0,0,4,0,38
0,0,0,24,0,0,4,2,18
0,0,1,31,0,0,7,0,16
0,0,4,144,0,0,85,0,50
0,0,1,11,0,0,0,0,8
1,0,7,149,1,1,60,0,72
0,0,0,2,0,1,0,0,2
0,0,2,178,0,1,111,3,50
1,0,1,174,0,1,119,0,46
1,0,0,53,0,1,13,1,36
3,0,3,177,0,1,80,5,78
0,3,1,18,0,1,7,0,7
1,0,6,108,1,1,23,3,72
0,0,7,193,0,1,19,4,155
0,0,2,170,0,1,18,9,135
0,0,0,1,0,1,0,0,1
0,0,4,87,0,1,10,3,69
0,0,2,185,1,1,17,8,142
0,0,0,5,0,1,1,0,4
1,0,2,147,0,1,6,0,131
0,0,2,97,0,1,9,1,81
2,0,4,139,0,1,39,6,81
0,2,4,178,0,1,18,7,143
0,0,2,180,0,1,8,0,169
0,0,1,161,0,1,25,1,119
1,0,1,114,0,1,12,6,86
2,0,3,96,0,1,30,0,52
0,0,1,56,0,1,7,1,47
0,0,0,35,1,1,5,0,27
0,0,0,55,0,1,3,0,51
1,0,0,85,0,1,32,0,50
0,0,1,14,0,1,0,0,12
0,0,5,22,0,1,2,0,13
1,0,0,35,0,1,18,1,13
6,0,8,162,0,1,118,4,17
2,0,3,63,0,1,25,0,27
2,0,0,167,0,1,36,17,109
0,0,1,57,0,1,2,6,44
0,0,1,6,0,1,3,0,2
1,0,2,12,0,1,4,0,4
1,0,1,61,0,1,18,0,38
0,0,0,0,0,1,0,0,0
6,0,1,137,1,1,6,6,113
2,0,0,162,0,1,18,2,140
0,0,0,0,0,1,0,0,0
0,0,0,173,0,1,67,0,104
0,0,0,31,0,1,7,0,23
0,0,0,14,0,1,1,1,12
0,0,0,0,0,1,0,0,0
0,0,1,14,0,1,2,1,8
0,0,2,194,0,1,3,1,188
3,0,3,188,1,1,27,24,128
2,0,1,83,0,1,5,1,72
1,0,0,140,0,1,10,0,129
0,0,7,124,0,1,11,0,102
0,0,5,182,0,1,23,0,148
0,0,2,124,0,1,8,6,102
0,0,0,0,0,1,0,0,0
0,0,0,163,0,1,42,5,108
0,0,0,7,0,1,0,0,7
4,0,2,149,1,1,16,5,114
0,0,3,120,0,1,47,2,63
0,0,0,29,1,1,3,15,10
0,0,0,1,0,1,0,0,1
8,0,21,176,0,1,65,7,72
0,0,1,196,0,1,14,3,172
1,0,0,192,0,1,5,12,169
0,1,0,59,0,1,12,0,45
0,0,0,4,0,1,2,0,2
3,0,3,71,0,1,10,3,47
2,0,4,114,0,1,26,2,76
0,0,2,93,0,1,29,0,58
0,0,2,140,0,1,24,5,104
0,0,0,54,0,1,6,0,48
0,0,1,97,0,1,15,0,80
1,0,3,127,0,1,15,13,93
0,0,1,54,1,1,11,0,36
2,0,8,154,0,1,32,5,101
0,0,0,0,0,1,0,0,0
5,0,3,154,0,1,6,2,134
5,1,4,99,1,1,66,0,11
0,0,0,17,0,1,1,0,16
1,0,1,38,0,1,15,1,11
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,105,0,1,7,0,95
1,0,3,158,0,1,37,1,106
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,1,99,0,1,18,0,79
0,0,1,23,0,1,13,0,8
2,0,1,185,0,1,18,10,154
1,0,0,53,0,1,11,1,33
0,0,0,0,0,1,0,0,0
0,0,7,49,0,1,12,1,26
0,0,0,7,0,1,4,0,3
0,0,0,0,0,1,0,0,0
0,0,0,177,1,1,72,1,91
0,0,19,153,0,1,19,3,101
0,0,0,0,0,1,0,0,0
3,0,0,154,1,1,23,9,107
0,0,2,79,0,1,22,4,40
1,0,1,19,0,1,2,0,12
0,0,3,138,0,1,12,0,108
0,0,0,7,0,1,0,0,7
0,0,2,22,0,0,5,0,12
0,0,0,0,0,0,0,0,0
0,0,0,82,0,0,54,1,19
0,0,0,6,0,0,2,0,4
0,0,0,1,0,0,1,0,0
0,0,1,10,0,0,8,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,1,3,5
1,0,0,46,0,0,12,2,28
0,0,1,9,0,0,1,0,7
0,0,0,0,0,0,0,0,0
0,1,10,190,1,1,17,7,143
0,1,4,124,1,1,22,6,80
0,0,0,0,0,1,0,0,0
0,0,0,6,0,1,0,0,6
0,0,0,67,0,1,10,1,53
1,0,0,79,0,1,5,2,70
1,0,1,138,0,1,19,4,101
0,0,1,49,0,1,13,0,27
1,0,0,56,0,1,7,4,39
0,0,1,145,0,1,16,1,122
1,0,0,23,0,1,6,0,16
0,0,13,194,0,1,18,2,142
0,0,2,50,0,1,6,2,39
0,0,3,185,0,1,126,0,53
5,0,6,185,4,1,100,1,46
0,0,1,159,0,1,18,4,125
0,0,1,179,4,1,4,0,163
0,0,0,86,0,1,0,0,86
0,0,0,7,0,1,2,0,4
0,0,2,107,1,1,9,2,89
0,0,0,20,0,1,6,0,9
0,0,2,196,0,1,6,5,181
1,0,6,118,1,1,22,1,74
0,0,0,38,0,1,2,0,36
0,0,1,5,0,1,2,0,2
0,0,1,124,0,1,15,0,106
0,0,5,139,0,1,14,0,118
0,0,0,39,1,1,11,1,22
0,0,0,5,0,1,2,0,2
0,0,1,192,0,1,57,8,113
0,0,5,119,1,1,13,1,94
0,0,10,109,0,1,22,1,71
0,1,3,109,1,1,15,33,54
1,0,0,137,0,1,25,0,104
1,0,2,110,1,1,24,1,76
0,0,1,35,1,1,8,0,24
2,0,1,163,0,1,14,32,114
0,0,0,16,0,1,3,0,8
0,0,0,0,0,1,0,0,0
1,3,1,52,0,1,7,0,38
0,0,0,0,0,1,0,0,0
0,0,0,31,0,1,6,1,21
1,0,3,171,0,1,16,10,139
0,0,4,112,0,1,34,0,71
0,0,0,13,0,1,4,0,8
1,0,5,170,3,1,29,4,116
0,0,2,48,0,1,9,0,36
2,0,2,158,0,1,22,19,108
2,0,6,190,0,1,32,3,142
0,0,7,181,4,1,11,1,153
1,0,11,174,0,1,50,1,108
1,0,7,184,0,1,36,3,132
0,0,1,135,0,1,4,4,125
0,0,0,0,0,1,0,0,0
1,0,3,144,0,1,44,2,90
0,0,1,97,0,1,17,5,70
1,0,3,196,0,1,16,1,164
0,0,0,14,0,1,10,0,1
0,0,1,23,0,1,12,0,9
1,0,0,7,0,1,1,0,5
0,0,0,20,0,1,8,0,11
2,0,10,150,3,1,19,14,99
0,0,0,70,0,1,9,0,60
0,0,0,0,0,1,0,0,0
4,0,9,192,0,1,161,0,4
0,0,0,0,0,1,0,0,0
0,0,12,155,0,1,28,3,88
0,0,0,3,0,1,2,0,1
0,0,0,31,0,1,8,0,19
0,0,2,135,0,1,8,0,125
0,0,0,4,0,1,2,0,0
1,0,4,108,3,1,58,1,33
1,0,0,34,0,1,7,1,25
0,0,0,0,0,1,0,0,0
0,0,2,96,0,1,14,1,77
2,1,0,22,0,1,12,0,6
1,0,2,139,1,1,17,7,105
0,0,0,16,0,1,10,0,6
1,2,4,119,0,1,20,0,85
0,0,0,196,0,1,6,3,183
0,0,5,160,0,1,6,0,128
1,0,0,87,0,1,63,0,14
1,0,4,132,1,1,40,8,62
0,0,0,0,0,1,0,0,0
0,0,0,17,0,1,0,1,16
0,1,1,76,0,1,9,10,54
0,0,0,0,0,1,0,0,0
0,0,0,22,0,1,3,0,18
0,0,0,10,0,1,1,0,9
0,0,0,17,0,1,7,0,10
0,0,3,150,0,1,26,2,110
0,0,0,187,0,1,31,2,149
0,0,0,19,0,1,0,0,18
0,0,1,74,0,1,6,3,61
0,0,3,76,0,1,18,0,54
0,0,6,180,1,1,36,0,129
1,0,5,132,0,1,33,1,82
1,0,1,14,0,1,8,0,4
0,0,1,53,1,1,20,0,25
0,0,0,14,0,1,2,0,12
0,0,0,2,0,1,1,0,1
0,0,0,7,0,1,4,0,1
0,0,4,185,0,1,68,0,93
0,0,0,9,0,1,3,0,4
0,0,0,4,0,1,3,0,0
0,0,0,0,0,1,0,0,0
0,0,0,3,0,1,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,198,1,0,37,0,159
2,0,0,19,0,0,8,2,5
0,0,0,23,0,0,1,0,22
5,0,1,81,0,0,59,0,13
0,0,0,3,0,0,1,0,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,5
0,0,0,50,0,0,9,0,41
0,0,0,0,0,1,0,0,0
1,0,0,28,0,1,7,0,20
0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,0,0,0
0,0,0,23,0,1,3,0,18
1,0,1,128,0,1,76,6,39
0,0,0,0,0,1,0,0,0
0,0,0,16,0,1,8,0,8
2,1,6,122,2,1,72,0,11
0,0,0,0,0,0,0,0,0
1,0,9,188,0,1,24,0,154
0,0,1,8,0,0,1,1,4
0,0,4,66,0,0,13,1,44
2,0,6,158,1,0,111,2,10
0,0,0,3,0,0,2,0,0
0,0,0,17,0,0,10,0,7
0,0,0,6,0,0,3,0,3
0,0,0,3,0,1,2,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,2,0,1,1,0,1
0,0,0,138,0,1,34,1,103
1,2,2,171,0,1,11,6,142
0,0,0,15,0,1,4,0,8
0,0,1,126,0,1,37,0,87
0,0,1,55,0,1,2,0,52
3,0,3,89,0,1,26,0,56
0,0,2,131,0,1,14,0,112
0,0,1,84,0,1,17,0,60
0,0,0,43,0,1,0,0,43
0,0,0,12,0,1,8,0,3
5,0,6,167,1,1,22,3,118
0,0,4,120,0,1,11,4,100
0,0,0,5,0,1,0,0,5
0,1,8,70,0,1,19,0,26
2,0,0,165,1,1,16,2,139
0,0,6,84,0,1,29,0,44
0,1,5,187,0,1,39,1,126
0,0,0,9,0,1,1,0,8
0,0,0,179,0,1,14,2,162
0,0,3,63,0,1,4,4,51
0,0,0,0,0,1,0,0,0
2,0,4,176,0,1,14,3,152
0,0,1,176,0,1,12,1,158
0,0,0,0,0,1,0,0,0
0,0,0,17,0,0,2,2,12
1,1,1,47,0,0,10,3,26
1,0,0,159,0,1,4,0,154
0,0,0,10,0,1,6,0,4
0,1,7,134,2,1,27,0,92
1,0,1,11,0,1,7,0,1
0,0,2,41,0,1,6,0,29
0,0,2,154,0,1,48,1,100
1,2,2,116,0,1,15,2,93
0,0,2,33,0,1,5,0,21
1,0,1,129,0,1,5,0,122
0,0,0,63,0,1,10,0,50
0,0,0,37,0,1,21,0,16
0,0,1,30,0,1,6,0,22
0,0,2,65,0,1,13,0,50
3,0,1,64,0,1,39,0,19
1,1,3,92,0,1,9,26,43
0,0,0,37,0,1,7,0,30
0,0,0,0,0,1,0,0,0
1,0,1,42,1,1,4,1,34
4,0,5,77,0,1,18,3,44
1,0,0,50,0,1,6,2,40
0,0,7,167,0,1,8,1,150
0,0,13,126,1,1,30,0,75
0,0,1,34,0,1,10,0,22
