@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-17,21-26,29-30,32-34,36-41'

@attribute sp_keep_votes numeric
@attribute userfy_votes numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute isSuccessful {1,0}
@attribute keep_votes numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric

@data
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,2,0,12
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,3,0,7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,75,0,0,33,1,28
1,2,5,101,0,0,80,0,7
1,0,8,178,0,0,91,2,70
1,0,3,152,0,0,8,7,124
0,0,17,193,0,0,46,0,125
0,0,0,0,0,0,0,0,0
1,0,2,72,0,0,23,1,45
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,2,199,0,0,189,0,8
0,0,0,0,0,0,0,0,0
3,1,0,130,0,0,16,7,101
0,0,0,3,0,0,1,0,2
1,0,0,1,0,0,0,0,0
2,0,0,168,0,1,28,2,134
0,0,1,85,0,1,33,1,47
1,0,1,43,0,1,13,0,27
0,0,1,15,0,1,2,0,9
0,1,6,159,1,1,44,1,99
1,0,2,141,0,1,12,8,115
1,0,0,171,0,1,22,26,112
0,0,0,2,0,1,0,0,2
0,0,0,16,0,1,2,0,14
1,0,6,188,0,1,31,2,129
3,1,1,134,5,1,30,1,82
0,1,3,97,0,1,8,0,83
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,3,111,3,0,24,1,71
0,0,0,0,0,0,0,0,0
0,0,3,49,0,0,5,2,31
0,0,0,0,0,0,0,0,0
0,0,0,119,1,0,43,0,62
0,0,1,56,0,0,4,2,48
2,0,11,175,0,0,83,1,57
1,0,10,146,0,0,30,0,95
1,0,1,36,0,0,11,1,13
0,0,1,191,0,0,43,0,146
0,0,0,5,0,0,0,0,5
0,0,5,94,2,0,8,7,64
0,0,0,5,0,0,1,0,3
2,0,2,133,0,0,28,4,77
0,0,0,1,0,0,0,0,1
8,0,1,186,0,0,143,4,28
0,0,2,73,0,0,8,1,52
0,0,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0
1,0,1,11,0,0,3,0,6
4,0,5,134,0,0,6,5,112
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1
0,0,2,78,0,0,8,1,64
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,3,90,1,0,16,7,22
1,0,1,58,0,0,12,0,41
1,0,4,104,1,0,8,3,87
0,0,0,1,0,0,0,0,1
0,0,0,4,0,0,0,1,1
2,0,1,194,0,0,28,3,160
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,4,0,8
0,0,1,48,0,0,6,2,32
0,0,0,7,0,0,2,0,4
6,0,1,153,0,0,108,0,24
0,0,0,9,0,0,2,0,6
0,0,1,19,0,0,8,0,10
0,0,0,8,0,0,4,1,3
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,40,0,0,0,0,40
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,100,0,0,10,8,75
0,0,0,18,0,0,3,1,11
0,0,5,40,0,0,11,0,23
0,0,1,176,0,0,12,1,158
0,0,0,0,0,0,0,0,0
0,0,0,8,0,0,1,0,6
0,0,0,0,0,0,0,0,0
2,0,17,177,2,0,24,6,122
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,41,0,0,6,0,34
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,4,2,9
0,0,0,3,0,0,1,0,2
0,0,4,156,0,0,13,2,137
0,0,0,34,0,0,2,0,32
0,0,0,1,0,0,0,0,1
0,0,1,177,0,0,15,2,151
0,0,0,0,0,0,0,0,0
1,0,0,41,0,0,3,1,30
2,0,0,44,0,0,5,2,33
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,5,120,1,0,18,4,88
0,0,0,0,0,0,0,0,0
0,0,2,6,0,0,1,0,1
0,0,1,140,1,0,34,5,93
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2
0,0,0,1,0,0,1,0,0
0,0,0,36,0,0,9,0,26
0,0,0,1,0,0,0,0,1
0,0,0,34,0,1,2,3,29
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0
0,0,2,174,12,0,39,0,92
0,0,0,0,0,0,0,0,0
0,0,0,15,0,1,10,0,5
1,1,2,185,0,1,26,0,153
0,0,3,140,1,1,24,0,108
0,0,0,149,0,1,128,0,18
0,0,0,4,0,1,0,0,4
0,0,2,199,0,1,189,0,8
0,0,0,3,0,1,0,0,3
0,0,9,105,1,1,15,12,63
2,0,8,117,0,1,15,1,84
0,0,0,37,0,1,9,0,26
0,0,0,9,0,1,2,0,5
0,0,0,6,0,1,2,0,2
0,0,5,78,0,1,25,0,44
0,0,1,112,0,1,0,3,101
0,0,1,16,0,1,7,1,6
0,0,3,16,0,1,1,1,11
0,0,0,22,0,1,3,4,11
0,0,0,29,0,1,6,1,22
0,0,0,17,0,1,2,1,14
1,0,3,124,0,1,11,8,95
6,1,5,121,0,1,79,4,17
0,0,0,0,0,1,0,0,0
0,0,0,8,0,1,0,0,8
0,0,0,58,0,1,22,0,33
1,0,2,83,1,1,14,3,55
0,0,0,132,0,1,10,2,117
1,2,1,96,0,1,4,2,85
0,0,1,58,0,1,17,2,37
7,0,1,160,0,1,40,0,110
1,0,5,133,0,1,16,15,88
0,0,0,27,0,1,2,0,25
0,0,12,159,0,1,33,0,94
0,0,0,1,0,1,1,0,0
0,0,0,80,1,1,17,2,51
0,0,0,0,0,1,0,0,0
0,0,0,36,0,1,2,1,33
1,0,1,106,0,1,18,1,81
0,0,3,92,1,1,18,0,64
0,0,0,13,0,1,0,0,13
0,0,4,86,0,1,28,0,49
3,0,4,112,0,1,11,1,86
1,1,2,78,0,1,19,1,38
0,0,3,122,0,1,7,19,91
0,0,0,18,0,1,3,0,15
0,0,1,60,0,1,8,1,50
0,0,3,62,0,1,14,1,38
3,0,5,163,0,1,46,3,103
0,0,0,3,0,1,3,0,0
0,0,1,191,0,1,27,0,160
1,0,3,100,0,1,56,1,36
0,0,0,12,0,1,7,0,4
0,0,0,33,0,1,9,0,22
1,0,0,148,0,1,81,1,53
0,0,0,0,0,1,0,0,0
5,0,3,182,0,1,10,0,161
0,0,0,31,0,1,3,1,26
1,0,4,28,0,1,5,1,16
0,0,6,99,1,1,44,2,43
1,0,1,52,0,1,19,0,28
1,0,0,175,0,1,18,2,153
3,0,0,92,0,1,26,2,45
1,0,4,129,1,1,31,3,82
2,0,2,54,0,1,18,1,31
1,0,0,116,0,1,68,3,36
0,0,0,30,0,1,9,0,18
0,0,10,180,0,1,32,3,134
6,0,7,77,0,1,33,2,20
2,0,2,150,0,1,21,2,115
0,0,0,1,0,1,0,0,1
2,0,0,93,0,1,18,2,65
0,0,1,159,0,1,8,0,149
2,0,4,165,0,1,27,1,130
0,0,3,74,0,1,8,0,58
0,0,1,24,0,1,17,0,3
0,0,0,66,0,1,13,6,46
0,0,2,22,0,1,9,0,9
5,0,1,142,1,1,24,9,93
0,0,0,46,0,1,8,0,34
0,0,2,145,0,1,25,0,114
0,0,0,27,0,1,2,0,22
0,0,0,10,0,1,0,0,10
0,0,0,119,1,1,43,0,62
1,0,1,49,0,1,14,1,26
1,0,0,57,0,1,22,1,30
0,0,0,0,0,1,0,0,0
0,0,13,22,0,1,1,0,7
0,0,2,31,0,1,8,1,18
0,0,1,29,0,1,9,0,19
1,0,2,154,2,1,12,8,120
0,0,1,29,0,1,0,0,28
0,0,0,0,0,1,0,0,0
0,0,2,114,0,1,11,2,99
0,0,2,74,0,1,23,3,43
0,0,0,18,0,1,3,1,14
0,0,0,47,0,1,5,0,42
0,0,0,20,0,1,7,4,8
1,0,2,137,0,1,53,1,71
5,0,2,73,0,1,19,3,43
0,0,4,142,0,1,19,0,106
0,0,0,144,0,1,13,14,117
0,0,1,28,0,1,1,0,26
1,0,4,144,0,1,21,7,107
1,0,13,178,3,1,23,1,122
0,0,1,11,0,1,2,0,7
0,0,0,16,0,1,1,1,14
0,0,4,185,1,1,71,1,93
6,0,2,183,0,1,75,3,88
0,0,0,7,0,0,2,0,5
0,0,0,10,1,0,0,0,9
1,0,3,152,0,0,8,7,124
0,0,2,199,0,0,189,0,8
1,0,1,88,0,0,32,12,41
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,5,0,0,1,0,4
0,0,0,8,0,0,3,0,5
4,0,3,160,0,0,52,2,96
0,0,0,1,0,0,1,0,0
1,0,0,112,0,0,3,7,97
0,0,14,168,0,0,22,4,122
0,0,0,17,1,0,3,0,11
0,0,6,163,0,0,28,0,120
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,1,3,174,0,0,70,0,89
0,0,0,8,0,0,2,0,6
2,0,0,167,0,0,32,4,115
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,21,0,0,3,1,12
0,0,0,93,0,0,5,0,88
0,0,0,22,0,0,18,0,4
2,1,2,88,0,0,22,1,49
0,0,4,73,0,0,0,0,69
0,0,0,29,0,0,4,1,24
0,0,3,138,0,0,70,0,59
0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,13,0,0,0,0,13
1,0,2,128,0,0,63,0,58
0,0,1,103,0,0,3,0,97
0,0,0,0,0,0,0,0,0
0,0,2,125,0,0,36,2,81
0,0,0,0,0,0,0,0,0
0,0,0,29,0,0,2,0,26
0,0,3,32,1,0,4,1,21
0,0,0,64,0,0,11,0,51
0,0,0,26,0,0,2,0,24
0,0,0,0,0,0,0,0,0
2,1,0,17,1,0,11,0,2
0,0,0,0,0,0,0,0,0
0,0,0,177,0,0,8,4,165
0,0,6,84,0,0,7,5,64
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,32,0,0,21,0,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,62,0,0,3,1,54
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,7,121,0,0,30,10,70
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,52,0,0,13,0,34
0,0,0,5,0,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,2,70,0,0,11,5,46
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0
0,0,6,197,0,0,3,10,163
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,62,0,0,14,1,41
0,0,1,27,0,0,12,0,13
1,0,0,136,0,0,8,0,120
0,0,0,2,0,0,2,0,0
0,0,16,72,5,0,19,0,26
0,0,0,45,1,0,5,0,38
0,0,0,0,0,0,0,0,0
0,0,1,44,0,0,5,1,34
1,0,3,135,0,0,68,0,36
0,0,1,39,0,0,8,3,21
0,0,1,7,0,0,0,0,6
2,0,11,175,0,0,83,1,57
0,0,0,21,0,0,0,0,20
0,0,0,2,0,0,1,0,1
0,0,0,7,0,0,0,0,7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,24,0,0,2,0,19
2,1,4,105,0,0,23,4,59
1,0,3,109,0,0,13,13,73
0,0,0,7,0,0,2,0,5
0,0,0,0,0,0,0,0,0
0,0,3,172,0,0,8,7,150
0,0,0,167,0,0,17,1,149
0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
5,0,1,99,0,1,52,0,40
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,5,0,1,1,0,4
1,0,6,94,0,1,53,0,24
0,0,0,0,0,1,0,0,0
0,0,0,4,0,1,1,0,2
0,0,2,33,0,1,28,0,2
0,0,0,0,0,1,0,0,0
1,0,4,128,2,1,41,0,78
0,0,0,0,0,1,0,0,0
0,0,0,7,0,1,0,0,7
0,0,1,24,0,1,16,0,6
0,0,0,1,0,0,0,0,1
0,0,2,29,0,1,19,0,6
0,0,2,61,0,1,3,0,56
0,0,1,73,0,1,10,1,60
0,0,0,65,1,1,7,0,57
4,0,7,163,0,1,43,0,101
0,0,0,30,0,1,25,0,5
0,0,0,68,2,1,10,6,48
0,0,2,119,0,1,21,0,84
1,0,10,142,0,1,27,2,101
0,0,0,107,0,1,5,0,101
1,0,3,96,0,1,12,8,69
0,0,1,77,1,0,4,9,61
0,0,2,157,1,0,1,9,144
2,0,1,159,0,0,69,0,78
0,0,0,179,0,1,23,1,147
0,0,0,19,0,1,3,0,14
0,0,0,89,0,1,2,0,86
0,0,1,164,0,1,46,3,101
0,0,0,124,0,0,0,0,124
0,0,0,27,0,1,4,0,19
2,0,2,174,0,1,75,0,82
0,0,2,101,0,1,9,0,86
3,0,2,88,1,1,56,2,21
0,0,1,74,0,1,31,0,40
1,0,1,45,0,1,27,0,12
1,0,1,131,0,1,45,0,79
0,0,3,43,0,1,9,0,28
0,1,1,121,5,1,26,1,82
0,0,0,5,0,1,4,0,1
0,0,0,9,0,1,6,0,3
0,0,2,83,1,1,10,2,65
0,0,0,12,0,1,2,0,10
1,0,1,42,0,1,5,0,35
3,1,0,130,0,1,16,7,101
1,0,0,75,0,1,4,0,70
0,0,1,35,0,1,14,0,19
0,0,0,44,0,1,13,0,30
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,9,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1
0,0,0,5,0,0,5,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,13,111,1,1,22,5,57
0,0,0,0,0,0,0,0,0
4,0,2,170,0,0,92,2,62
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,1,94,1,0,21,1,65
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,22,0,1,0,0,22
0,0,2,127,0,1,33,0,88
0,0,0,12,0,1,0,1,11
0,0,1,198,0,1,1,2,191
0,0,3,42,0,1,25,0,10
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,11,0,1,0,0,9
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,3,0,3
0,0,0,69,0,0,1,0,68
0,0,1,174,0,0,17,2,152
0,0,0,0,0,0,0,0,0
0,0,2,37,0,0,4,0,31
0,0,0,2,0,0,2,0,0
6,1,9,166,0,0,54,5,85
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,14,189,0,0,7,0,147
0,0,0,2,0,0,2,0,0
0,2,10,188,0,0,18,0,155
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,93,0,0,5,0,88
2,0,0,26,0,0,3,3,17
0,0,0,27,0,0,7,1,17
1,0,0,50,0,0,14,5,29
0,0,0,22,0,0,2,0,20
0,0,0,1,0,0,0,0,1
0,0,4,153,0,0,21,0,109
0,0,0,29,0,0,4,0,25
0,0,0,1,0,0,0,0,1
0,0,0,20,0,0,9,0,11
0,0,0,16,0,0,13,0,3
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,1,0,2
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,1
0,0,1,16,0,0,8,0,3
2,0,0,49,0,0,5,5,33
0,0,1,31,0,0,10,4,16
0,0,0,0,0,0,0,0,0
0,0,0,12,0,0,1,0,9
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,24,0,0,8,0,16
0,0,1,36,0,0,11,0,23
0,0,1,103,0,0,3,0,97
0,0,0,47,0,0,5,1,39
0,0,0,12,0,0,8,0,3
0,0,0,31,0,0,5,0,25
0,0,6,190,0,0,56,2,121
0,0,0,0,0,0,0,0,0
0,0,2,125,0,0,36,2,81
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,4
0,0,2,192,0,0,22,2,162
0,0,0,23,0,0,9,0,11
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,60,0,0,38,0,21
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,183,0,0,18,1,147
1,0,4,178,0,0,108,0,65
1,0,0,10,0,0,9,0,0
0,0,0,4,0,0,3,0,1
0,0,1,2,0,0,0,0,1
0,0,1,29,0,0,11,0,15
0,0,0,5,0,0,1,0,4
0,0,2,68,0,0,2,1,63
0,0,0,5,0,0,2,0,3
0,0,0,6,0,0,2,0,4
0,0,0,0,0,0,0,0,0
0,0,0,30,0,0,3,0,25
0,0,0,0,0,0,0,0,0
0,0,0,37,0,0,10,1,26
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,1,1,11
0,0,0,45,0,0,8,0,37
0,0,0,0,0,0,0,0,0
0,0,1,33,0,0,12,0,17
0,0,0,24,0,0,1,5,17
0,0,1,66,0,0,1,0,64
0,0,0,34,0,0,12,1,19
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0
3,0,0,53,0,0,40,1,5
0,0,0,0,0,0,0,0,0
1,0,1,30,0,0,6,0,21
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
0,0,3,84,2,0,7,11,61
0,0,0,28,0,0,5,0,18
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,3,191,0,1,17,3,159
1,0,2,98,0,1,13,8,65
0,0,2,24,0,1,3,0,18
3,0,2,109,0,1,14,6,77
0,0,3,56,0,1,11,0,41
0,0,0,20,0,1,1,0,19
0,0,0,5,0,1,0,0,5
0,0,0,105,0,1,13,3,86
0,0,0,109,0,1,31,0,73
0,0,7,80,1,1,18,4,47
1,0,1,148,0,1,29,0,114
0,0,0,26,0,1,0,0,25
0,0,1,46,0,1,14,1,27
0,0,4,78,0,1,10,4,56
1,0,6,61,0,1,8,6,35
0,0,8,153,1,1,18,0,116
0,0,0,4,0,1,4,0,0
0,0,0,0,0,1,0,0,0
1,0,0,19,0,1,9,2,7
0,0,0,7,1,1,0,0,5
0,0,5,183,2,1,19,0,145
0,0,1,182,0,1,8,5,165
1,0,5,88,1,1,21,4,50
0,0,1,178,0,1,19,0,157
0,0,1,11,0,1,2,0,6
0,0,2,172,1,1,42,1,116
0,0,0,1,0,1,1,0,0
0,0,0,1,0,1,1,0,0
0,0,1,39,0,1,6,2,28
1,3,3,161,1,1,5,1,143
0,0,4,113,0,1,11,0,95
0,0,0,7,0,1,2,0,5
1,1,5,161,3,1,16,0,128
5,2,16,178,1,1,29,9,93
0,0,3,181,2,1,10,10,151
0,0,1,60,0,1,3,2,54
0,0,1,23,0,1,10,0,12
0,0,0,0,0,1,0,0,0
0,0,5,144,0,1,27,4,102
0,1,0,81,0,1,45,2,33
2,0,2,184,0,1,21,4,150
1,0,0,25,0,1,10,1,12
0,0,4,136,1,1,40,1,77
0,0,0,18,0,1,7,0,10
1,0,2,35,0,1,13,0,17
0,0,10,164,0,1,89,0,4
0,0,5,130,1,1,27,1,72
0,0,0,11,0,1,1,0,9
0,0,0,25,0,1,1,0,24
0,0,1,26,0,1,20,0,4
0,0,0,13,1,1,3,0,8
0,0,0,20,0,1,3,0,17
0,0,12,118,2,1,38,0,51
1,0,4,176,2,1,22,2,138
0,0,0,0,0,1,0,0,0
1,0,4,125,1,1,37,1,73
0,0,0,121,0,1,24,1,95
0,0,0,5,0,1,1,0,4
0,0,0,25,0,1,16,0,7
0,0,2,97,1,1,14,7,70
0,0,0,22,0,1,6,0,15
0,0,1,107,0,1,13,7,84
1,0,1,97,0,1,14,8,69
1,0,2,168,2,1,18,1,135
5,3,19,140,1,1,25,5,68
2,0,4,95,0,1,15,0,69
0,0,0,26,0,1,13,1,11
0,0,1,135,1,1,3,0,120
0,0,0,16,0,1,1,0,15
0,0,1,179,0,1,31,1,143
0,0,0,25,0,1,3,0,21
0,0,0,64,0,1,3,0,61
0,0,0,154,1,1,27,2,121
0,0,0,19,0,1,3,0,12
0,0,4,128,1,1,12,1,109
0,0,0,43,0,1,0,0,42
0,0,0,102,0,1,27,0,73
0,0,1,8,0,1,2,0,5
0,0,0,9,0,1,4,0,4
0,0,0,0,0,1,0,0,0
0,1,3,175,1,1,17,1,144
0,0,3,72,1,1,10,2,51
0,0,0,69,0,1,36,0,32
0,0,0,0,0,1,0,0,0
3,0,3,98,1,1,23,1,59
0,0,1,3,0,1,1,0,1
0,0,0,31,0,1,1,13,17
0,0,1,68,0,1,7,8,49
13,0,2,129,0,1,9,3,101
0,0,7,156,0,1,25,0,119
0,0,0,5,0,1,1,1,3
5,0,5,85,0,1,29,0,35
3,0,0,32,0,1,5,0,24
0,0,0,8,0,1,0,0,8
0,0,0,2,0,1,0,0,2
0,0,0,24,0,1,16,0,5
0,1,3,148,1,1,33,4,102
1,0,2,128,3,1,7,8,104
0,0,0,181,0,1,15,0,162
0,0,0,19,0,1,5,1,13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
1,0,1,100,0,1,10,8,75
0,0,5,69,0,1,10,12,41
0,1,5,86,0,1,13,0,64
0,0,0,0,0,1,0,0,0
1,0,2,139,0,1,52,1,69
0,0,0,0,0,1,0,0,0
1,0,1,128,0,1,35,2,86
0,0,1,64,1,1,13,0,47
0,0,1,87,0,1,36,1,48
0,0,0,13,0,1,0,0,13
0,0,0,0,0,1,0,0,0
0,0,3,91,1,1,11,3,68
1,0,0,63,0,1,13,3,45
1,1,6,104,0,1,23,2,63
0,0,1,194,0,1,3,1,188
0,0,6,82,2,1,10,1,62
2,0,1,121,0,1,19,1,95
0,0,0,92,0,1,12,0,79
0,0,2,39,1,1,21,0,10
0,0,0,34,0,1,5,0,27
1,0,2,66,0,1,43,2,8
0,1,0,64,0,1,16,0,46
1,0,0,43,0,1,16,3,23
0,0,0,11,0,1,6,0,5
0,0,1,52,0,1,16,0,30
2,0,1,98,0,1,20,0,73
2,0,6,102,0,1,59,0,30
0,1,5,176,0,1,58,3,105
2,0,1,86,0,1,12,8,62
1,0,0,28,0,1,6,2,19
2,0,4,103,3,1,27,1,54
0,0,0,0,0,1,0,0,0
0,0,3,176,0,1,37,0,129
0,0,0,14,0,1,2,0,11
2,0,1,170,1,1,11,0,152
0,0,4,103,0,1,41,0,50
0,0,6,187,0,1,34,1,131
5,1,3,139,1,1,41,0,78
0,0,2,100,0,1,17,18,63
2,0,0,75,0,1,12,2,57
1,0,3,183,0,1,12,12,151
0,0,1,19,0,1,4,1,12
0,0,0,40,0,1,4,1,34
0,0,3,120,0,1,26,3,84
0,0,4,94,0,1,21,1,60
0,0,3,115,0,1,36,1,67
0,1,4,175,0,1,43,0,122
0,0,0,11,0,1,3,0,8
2,0,0,67,0,1,5,1,56
0,0,2,71,1,1,34,0,19
0,0,2,77,0,1,12,2,58
0,0,0,196,0,1,19,0,175
3,0,4,173,0,1,14,9,136
0,0,1,180,0,1,131,0,28
0,0,0,4,0,1,0,0,4
0,0,0,1,0,1,0,0,0
2,0,1,117,0,1,35,2,70
2,0,2,70,0,1,13,0,53
0,0,1,152,0,1,120,0,27
0,1,6,116,0,1,48,1,54
0,0,3,68,1,1,13,2,48
0,0,4,75,0,1,9,1,57
0,0,0,21,0,1,1,0,20
1,0,1,31,0,1,1,0,23
5,0,0,165,0,1,56,5,95
0,0,1,179,0,1,17,13,146
0,0,0,13,0,1,1,0,12
0,0,4,194,1,1,22,13,151
3,0,0,123,1,1,16,2,98
1,0,0,146,2,1,37,4,97
1,0,2,83,0,1,21,0,54
0,0,2,120,1,1,27,0,88
3,1,2,176,0,1,33,14,121
0,0,1,118,0,1,14,8,94
0,0,1,13,0,1,1,0,11
0,0,5,95,0,1,9,8,66
8,0,5,186,0,1,101,1,60
0,0,1,30,0,1,9,0,19
7,0,1,173,0,1,53,1,110
0,0,4,81,1,1,9,1,57
1,1,11,165,0,1,45,4,91
0,0,0,2,0,1,0,0,2
0,0,0,33,0,1,26,0,5
1,0,1,35,0,1,17,0,10
0,0,0,163,0,1,28,1,131
0,0,3,53,0,1,14,0,34
4,0,2,189,0,1,32,1,147
1,0,4,168,0,1,26,8,106
0,0,0,2,0,1,1,0,1
0,0,1,38,0,1,1,2,33
0,0,1,32,0,1,10,0,20
0,0,2,58,0,1,33,1,20
0,0,2,180,1,1,46,3,128
0,0,0,0,0,1,0,0,0
1,0,0,63,0,1,5,6,47
1,0,2,176,0,1,56,0,114
1,0,0,36,0,1,9,0,23
0,0,0,0,0,1,0,0,0
0,0,2,29,0,1,6,0,21
3,1,6,128,0,1,26,2,84
1,0,1,87,0,1,46,0,31
1,0,2,159,0,1,66,1,72
0,1,5,35,0,1,4,0,25
0,0,8,160,1,1,46,1,77
0,0,0,7,0,1,2,0,5
0,0,4,198,0,1,12,1,174
3,0,1,115,0,1,73,0,26
1,0,8,196,0,1,19,15,151
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
1,0,2,93,1,1,20,0,66
2,0,9,160,0,1,40,10,76
1,0,0,22,0,1,4,0,14
1,0,1,43,0,1,18,0,19
0,0,0,3,0,1,0,0,2
0,0,0,58,1,1,18,2,31
3,0,1,167,1,1,8,1,149
0,0,0,11,0,1,7,0,4
0,0,0,0,0,1,0,0,0
0,0,1,53,1,1,11,1,38
0,0,0,14,0,1,5,0,8
1,0,7,192,0,1,54,0,119
0,0,0,0,0,1,0,0,0
2,1,4,86,0,1,16,4,49
1,0,2,88,0,1,7,5,64
0,0,3,81,0,1,16,2,55
0,0,0,5,0,1,1,0,4
0,0,4,72,0,1,6,0,62
0,0,0,0,0,1,0,0,0
0,0,0,152,0,1,31,2,110
0,0,4,124,2,1,3,6,105
0,0,0,22,0,1,7,0,15
2,0,2,70,0,1,11,1,51
0,0,7,94,1,1,9,3,68
0,0,12,192,0,1,15,3,156
0,0,3,87,1,1,11,1,67
0,0,0,3,0,1,0,0,3
5,0,7,158,2,1,38,4,95
1,0,2,106,0,1,21,0,77
