@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R2-11,13-26,28-32,34-40'

@attribute revert_edits numeric
@attribute minor_edits numeric
@attribute isSuccessful {1,0}
@attribute nonminor_edits numeric
@attribute large_edits numeric

@data
0,17,0,183,66
239,1030,0,3983,1693
0,0,0,0,0
34,999,0,1111,339
0,5879,0,38,4
0,0,0,0,0
1,12,0,753,46
2,13,0,246,8
0,0,0,2,0
27,434,0,1592,178
0,302,0,9,0
71,558,0,2306,510
16,18,0,2374,251
59,698,0,1647,544
8,134,0,348,117
23,169,0,3603,712
2,0,0,28,3
0,2,0,20,2
21,142,0,5101,450
4,11,0,452,42
0,0,0,0,0
0,0,0,0,0
19,3143,0,2906,656
0,74,0,183,32
77,151,0,5081,408
6,161,0,696,128
3,334,0,4772,237
6,77,0,2118,430
9,817,0,412,104
31,507,0,529,87
153,1114,0,1782,371
66,535,0,504,126
6,173,0,1125,239
1,172,0,191,70
46,2991,1,5564,835
7,4392,1,1302,330
144,1763,1,2579,509
1,238,1,1126,94
60,3345,1,2086,322
23,162,1,4045,629
6,619,1,2471,412
46,697,1,2120,314
2,331,1,1130,187
19,702,1,3824,454
0,2114,1,60,22
25,486,1,4128,542
103,3025,1,11325,1780
61,2405,1,1358,481
11,2769,1,1892,356
132,1422,1,20229,1591
2358,549,1,6842,1791
940,4688,1,9594,3108
133,359,1,11010,4298
69,453,1,4584,708
2390,1438,1,8931,2245
52,3081,1,10567,2432
347,10655,1,9146,2598
861,1541,1,6845,1048
3,71925,1,98,38
34,4325,1,6210,1160
270,1991,1,2007,278
369,4120,1,2858,1165
82,1743,1,8186,1672
248,386,1,3266,981
995,3405,1,10079,1992
607,223,1,3455,830
114,1446,1,3263,995
169,1698,1,10720,1888
10,374,1,1834,415
400,2241,1,6459,1722
149,4279,1,2838,579
174,1991,1,10329,2135
248,1793,1,3531,626
0,1,1,1,0
23,226,1,2542,83
46,1646,1,1494,623
177,584,1,478,116
0,0,1,0,0
530,676,1,2768,765
1691,1216,1,5385,945
190,6104,1,5241,2437
53,2117,1,2286,1711
4661,1359,1,11844,1891
232,220,1,6861,970
39,429,1,3976,677
121,1725,1,3127,1322
0,0,1,0,0
171,259,1,5767,1194
160,2766,1,4961,1373
31,1294,1,4854,699
61,3224,1,4827,1486
114,453,1,2743,784
785,2311,1,20774,2703
469,2567,1,10208,1401
397,4433,1,6938,1055
53,7707,1,3053,650
189,1017,1,4754,520
28,22838,1,10202,684
183,1513,1,4673,1009
240,669,1,4178,648
22,747,1,6655,1635
401,1041,1,9370,2210
99,11098,1,1730,257
195,4030,1,5402,784
763,1130,1,4896,561
0,3508,1,21,5
36,2050,1,4857,602
113,572,1,2397,777
760,641,1,6005,1242
73,5706,1,2957,673
1846,456,1,7488,2731
136,3979,1,7215,1591
0,0,1,0,0
0,0,1,0,0
319,2488,1,4800,904
9983,618,1,16717,2507
0,0,1,0,0
0,0,1,0,0
129,1163,1,3673,1603
40,1648,1,2511,710
324,1855,1,8466,689
37,128,1,6530,1925
0,0,1,0,0
74,256,1,3855,1064
4,6216,1,110,51
0,0,1,0,0
24,3346,1,3342,546
162,3428,1,5279,1053
0,0,1,0,0
61,1098,1,9974,2034
128,2207,1,6718,1017
1509,1686,1,7439,1579
13,879,1,3720,1433
694,1138,1,4094,908
1,15,0,244,23
0,0,0,53,4
23,285,0,2387,589
0,15,0,69,3
0,22,0,80,13
0,95,0,456,33
0,0,0,0,0
0,0,0,0,0
0,17,0,840,30
65,472,0,3488,530
21,86,0,1144,25
0,0,0,1,1
499,974,1,2955,197
9,763,1,2290,353
0,1,1,3,1
1,3811,1,14382,1338
110,306,1,4488,1064
685,5367,1,8120,2110
134,497,1,2308,425
215,178,1,3261,395
17,1668,1,1794,288
317,1973,1,7604,910
59,246,1,1144,302
82,2550,1,4863,223
403,520,1,1451,489
31,1117,1,4107,474
137,1231,1,3079,679
9,1836,1,2586,595
70,448,1,4694,518
0,3,1,210,45
42,1510,1,3304,917
209,1744,1,2907,592
35,2127,1,3085,315
282,14098,1,23718,3466
28,565,1,2409,436
12,1667,1,2057,561
253,1517,1,2945,679
34,1339,1,1733,180
195,1644,1,8972,1005
196,1303,1,1736,380
3,4545,1,443,171
302,145,1,10737,7094
681,1140,1,3009,497
239,2479,1,3748,694
379,757,1,2607,849
32,153,1,3870,1392
41,738,1,2515,431
124,561,1,3293,458
7,7557,1,585,136
108,1099,1,15207,1120
4,1224,1,1729,375
41,1327,1,4221,1263
0,0,1,0,0
100,2941,1,4091,1650
9,934,1,1539,337
199,766,1,2809,903
34,4164,1,3193,549
8,534,1,977,361
115,1036,1,3053,616
13,2564,1,571,119
187,898,1,3363,424
23,1332,1,2080,481
4,3930,1,2289,380
35,2648,1,13525,2102
10,695,1,2389,897
0,0,1,0,0
14,1123,1,2167,281
204,2092,1,3854,524
37,702,1,7040,730
25,14092,1,13892,509
42,13618,1,7638,1039
391,2456,1,2988,674
23,10672,1,13191,2446
952,1830,1,4404,986
252,1064,1,3600,766
0,0,1,1,0
1,3956,1,521,121
0,0,1,0,0
187,1051,1,5911,986
88,752,1,1541,361
42,401,1,3520,291
488,1100,1,3036,1284
11,5135,1,170,8
4,5820,1,2593,662
8,2895,1,2554,681
24,3372,1,2401,495
39,4070,1,375,51
20,1125,1,1624,255
1,2147,1,595,112
19,2498,1,5422,639
18,340,1,1907,528
447,3539,1,1976,147
25,1688,1,1563,343
14,1617,1,5940,587
47,838,1,2122,251
0,3,1,0,0
1,4707,1,1996,568
574,768,1,3921,1039
0,0,1,0,0
1811,2164,1,4881,1501
48,2418,1,1292,440
35,2461,1,1811,380
373,498,1,3711,1069
24,800,1,4882,370
3,4899,1,2253,753
12,1525,1,4203,343
60,343,1,1668,466
5,1136,1,4333,594
2,3025,1,1449,218
1,778,1,1059,326
38,1567,1,4314,729
0,1002,1,440,82
0,3832,1,439,183
3,94,1,541,144
8,721,1,1261,261
33,704,1,2740,782
1,1229,1,467,236
0,1,1,0,0
0,1054,1,287,40
24,517,0,4921,456
47,145,0,5180,1225
39,4626,0,2899,404
0,195,0,519,143
27,863,0,3941,543
15,441,0,3508,448
4,98,0,1298,108
0,0,0,0,0
0,62,0,4676,940
1,4771,0,1575,152
1,195,0,372,111
5,165,1,912,93
9,180,1,1093,342
1,1274,1,485,18
2,1741,1,2198,804
3,97,1,153,39
20,321,1,2954,356
0,71,1,122,12
1,46,1,496,58
1,3489,1,935,84
2,72,0,605,45
0,117,1,1239,176
189,63,0,476,156
1,164,0,1431,167
45,2053,0,5895,372
0,476,0,793,60
5,364,0,1902,242
9,910,0,2402,378
3,250,1,1028,87
2,1727,1,473,27
4,469,1,1230,186
6,517,1,663,43
16,2130,1,3021,424
44,3066,1,3262,1316
21,160,1,1260,105
12,1455,1,518,86
20,157,1,701,260
22,3066,1,4450,1337
5,1401,1,6024,1105
32,1352,1,2481,465
38,1271,1,1204,187
8,243,1,1661,379
735,1327,1,8604,1149
18,1128,1,14796,960
83,2218,1,3614,904
524,12861,1,8775,1680
265,1368,1,1651,341
42,1909,1,2944,767
642,1108,1,12046,1324
63,422,1,3503,739
207,9668,1,17081,1385
518,1980,1,3594,725
0,0,1,0,0
116,3903,1,9094,4297
3,14526,1,1547,377
0,0,1,0,0
0,13,0,368,36
167,857,0,3157,502
10,3264,1,2653,127
19,256,1,1504,637
188,1174,1,2656,619
11,815,1,4565,293
1,2460,1,808,95
27,2093,1,3765,483
220,2646,1,15022,4332
13,4722,1,2811,348
22,639,1,3471,451
9,872,1,665,81
24,804,1,3766,214
57,171,1,1385,200
0,5,1,25,7
563,4519,1,4535,668
50,1601,1,931,136
50,960,1,2942,427
0,0,1,0,0
16,1281,1,3710,133
36,1058,1,1621,765
24,619,1,1623,421
31,535,1,2234,480
707,326,1,3693,527
30,1293,1,1212,163
0,0,0,3,0
4,282,0,3457,155
4,0,0,166,8
0,0,0,21,3
0,0,0,0,0
55,44,0,4467,183
54,1959,0,3440,682
31,3249,0,1494,363
0,0,0,60,7
0,0,0,25,7
14,166,0,1421,151
0,0,0,0,0
151,525,0,7183,530
0,73,0,334,72
7,65,0,813,66
0,2,0,26,3
84,51,0,230,11
3,320,0,689,116
0,20,0,192,54
83,2268,0,5461,1449
2,99,0,2170,143
1,21,0,94,10
0,0,0,0,0
82,575,0,7246,1559
797,294,0,12072,1487
74,569,0,6892,777
0,9,0,69,7
0,9,0,68,3
28,131,0,762,255
125,546,0,785,367
228,372,0,3815,388
462,6076,0,10572,2075
7,13,0,167,7
64,239,0,551,135
7,683,0,1004,154
5,17,0,563,39
1113,208,0,2420,508
1,145,0,117,9
0,0,0,0,0
0,0,0,17,2
0,1,0,5,0
0,0,0,0,0
12,415,0,1406,422
8,2102,0,965,792
0,0,0,26,5
1,37,0,575,171
744,5,0,2698,604
0,1,0,44,4
0,36,0,1598,70
0,2,0,15,3
0,3,0,146,11
194,1188,0,3197,627
36,389,0,769,319
0,1,0,75,9
0,1516,0,353,44
15,4000,0,12534,2062
178,559,0,3100,550
1,90,0,498,136
126,36,0,939,138
37,137,0,2269,419
613,211,0,8050,1415
7,335,0,1219,133
0,19,0,10,3
140,2386,0,11196,2656
115,187,0,2264,793
82,256,0,5229,1026
12,135,0,1798,237
0,0,0,1,0
0,0,0,0,0
251,314,0,509,124
7,2,0,893,47
5,440,0,576,257
0,0,0,0,0
30,498,0,525,71
74,2997,0,4084,2679
0,0,0,1,0
6,21,0,574,41
293,69,0,1139,165
99,1665,0,4728,2512
1,2,0,87,13
0,0,0,0,0
1,231,0,702,170
0,0,0,12,3
125,2405,0,4061,860
3,66,0,418,53
272,2030,0,7045,2536
884,157,0,2089,255
215,5744,0,1562,451
295,1508,1,6026,365
0,6,1,2,1
364,514,1,3201,811
24,120,1,9968,916
28,322,1,2686,452
23,59,1,2632,229
5,1493,1,1915,1067
102,1566,1,4061,879
3,6364,1,1495,126
1622,7866,1,12351,2167
111,497,1,2255,134
183,1316,1,5575,1372
52,955,0,8883,3704
4,347,0,1134,142
44,4,0,814,29
929,355,0,3325,308
65,3544,0,6842,2218
0,0,0,0,0
695,5597,0,50905,9723
808,1644,0,7657,1697
1565,2252,0,37828,7217
1550,2162,0,7935,1859
0,0,0,0,0
1671,2634,0,12208,3409
16,3877,0,1894,493
1,19,0,229,19
5,218,0,299,49
0,1,0,0,0
4,2369,0,2416,1376
0,23,0,364,41
2,1196,0,785,226
42,5745,0,2828,637
315,1490,1,9069,1311
7,730,1,1630,476
0,1999,1,668,88
44,277,1,2234,1100
27,1516,1,1849,491
89,12747,1,2925,599
64,313,1,1446,109
467,684,1,9018,641
18,99,1,6066,535
62,719,1,8096,1151
25,927,1,717,256
8,978,1,2588,637
15,1420,1,5602,828
73,2512,1,4573,1032
9,350,1,1813,224
17,861,1,1773,352
231,1564,1,3172,545
63,690,1,1638,224
46,9559,1,4732,1098
1,730,1,246,111
4,1219,1,987,138
11,321,1,1564,259
4,655,1,1100,179
9,345,1,1458,125
23,2547,1,293,69
4,2062,1,1047,141
2,1089,1,3437,227
1,1240,1,3726,117
15,588,1,1493,214
13,1203,1,297,20
3,148,1,5044,882
398,840,1,3943,377
1,1304,1,366,80
49,781,1,1942,242
26,4604,1,1169,198
33,978,1,1667,226
11,6682,1,2334,166
28,1271,1,1683,230
7,8275,1,431,71
15,133,1,2135,174
17,2811,1,2369,374
38,141,1,12093,1043
0,0,1,1,0
3,749,1,2449,463
39,6030,1,8412,1621
9,257,1,1303,424
205,658,1,1594,554
129,457,1,3747,753
7,657,1,1556,149
13,196,1,1195,280
29,3307,1,2728,492
20,1051,1,3483,1033
0,0,1,0,0
3,937,1,2885,353
7,355,1,1315,451
27,649,1,1110,196
0,0,1,0,0
0,1185,1,392,64
11,1103,1,2078,294
40,7586,1,3110,422
6,1004,1,1468,203
117,1628,1,10425,838
28,720,1,1615,553
10,443,1,3868,128
3,4143,1,120,24
30,40,1,1448,526
6,1613,1,3692,417
5,745,1,413,104
95,4099,1,5447,721
8,2184,1,2284,275
24,154,1,2252,415
30,702,1,6150,839
7,1802,1,3461,163
10,714,1,2717,784
72,2592,1,10151,1300
36,597,1,2024,808
40,3779,1,2565,527
55,175,1,2112,660
5,1143,1,749,124
1,1230,1,419,140
1,1564,1,1102,190
3,1794,1,1305,151
7,968,1,1214,109
62,611,1,1500,207
5,354,1,798,96
0,0,0,119,18
0,5,0,46,5
0,1575,0,457,228
0,1,0,8,2
0,5,0,322,25
33,1060,0,1598,455
0,0,0,9,4
12,5072,1,2324,391
162,149,1,775,172
9,1423,1,885,113
36,5020,1,6168,263
4,110,1,1260,93
33,1592,1,6976,323
20,651,1,2273,276
22,719,1,2361,434
0,0,1,0,0
10,4304,1,4061,717
59,636,1,1785,204
7,836,1,2845,332
51,1335,1,6649,1649
12,803,1,1508,201
1,237,1,846,132
4,104,1,1784,499
15,4677,1,548,115
16,395,1,2790,173
12,50,1,2296,252
7,657,1,1823,197
28,486,1,2550,423
0,1971,1,531,112
5,2168,1,462,79
5,505,1,1372,159
49,430,1,6172,1969
2,2394,1,3466,723
17,2582,1,5334,1031
124,121,1,6923,1439
18,761,1,1406,489
4,266,1,1113,430
32,212,1,960,341
32,483,1,1830,355
23,4009,1,4633,629
11,1000,1,5293,977
0,275,0,39,6
0,3,0,107,17
7,140,0,525,72
12,46,0,105,14
5,37,0,284,16
0,146,0,934,90
3,0,0,24,6
2,8,0,92,11
0,0,0,87,4
2,3,0,302,0
0,276,0,248,78
6,94,0,795,165
16,59,0,285,82
30,1862,1,3375,617
72,1311,1,3949,1003
40,189,1,6415,630
211,747,1,7602,1483
155,6091,1,2725,542
20,1058,1,2638,337
8,2857,1,1572,529
36,740,1,7679,573
0,0,1,0,0
13,204,1,7032,431
183,662,1,2306,258
37,1027,1,2885,1072
10,609,1,1552,419
56,45,0,6146,269
6,67,0,99,12
7,202,0,993,526
0,4,0,122,23
2,3,0,284,72
0,1,0,1,0
0,0,0,38,4
7,2,0,4977,362
1320,637,0,3370,481
0,5,0,210,24
0,0,0,23,3
1,227,0,2660,173
0,0,0,0,0
19,288,0,2215,771
26,192,0,1105,187
6,64,0,494,130
299,1248,0,2111,328
0,3831,0,2,0
2,2,0,21,5
121,2569,0,4925,2904
361,4487,0,33165,7327
142,794,0,1076,510
153,1813,0,2642,889
95,1193,0,1755,1114
67,1454,0,4875,2533
693,12260,0,62966,285
27,348,0,763,217
9,19,0,5405,456
1,370,0,457,91
1,18,0,153,19
212,7292,0,7167,1232
6,97,0,768,76
24,181,0,2359,94
19,107,0,1008,166
6,515,0,1690,462
3,14,0,472,29
1,35,0,818,65
7,156,0,1281,294
1,37,0,512,74
24,1015,0,288,55
0,0,0,0,0
0,1,0,36,10
69,278,0,2616,323
0,47,0,171,63
2,249,0,661,69
1,484,0,1615,193
35,404,0,1788,333
10,2371,0,1205,138
1,845,0,491,210
1,320,0,1419,220
0,0,0,3,1
3,59,0,321,27
5,2419,0,1680,239
7,139,0,350,32
0,33,0,40,8
2,3310,0,875,195
20,1352,0,5334,436
11,378,0,2045,144
142,677,0,420,13
4,184,0,2796,509
0,189,0,845,64
2,50,0,1762,166
3,451,0,2813,314
9,240,0,794,79
17,963,0,2188,325
36,776,0,658,168
19,2071,0,2062,386
12,4183,0,5735,784
2,270,0,314,119
1,6,0,218,6
3,111,0,513,94
3,51,0,749,133
7,102,0,1443,74
101,27,0,2793,303
3,435,0,787,61
1,985,0,1081,223
63,92,0,4454,587
36,338,0,803,113
2,155,0,261,32
7,71,0,2540,337
2,0,0,57,12
35,2773,0,3951,820
4,77,0,482,22
0,0,0,0,0
0,117,0,452,77
58,939,0,4270,712
7,608,0,3463,663
1,42,1,1216,195
1,124,1,853,200
2,1172,1,280,55
10,183,1,987,53
7,831,1,1692,437
3,970,1,1530,158
9,1779,1,1879,431
1,81,1,2515,149
11,1551,1,680,78
4,157,1,557,92
1,2037,1,278,125
11,156,1,632,238
15,406,1,484,136
6,2059,1,532,210
12,808,1,2575,425
3,332,1,662,255
40,321,1,937,323
2,144,1,795,251
0,1647,1,1645,246
0,3179,1,3354,158
15,815,1,758,233
10,492,1,1960,356
31,924,1,3128,362
3,1332,1,2164,713
5,1173,1,2000,435
4,676,1,473,216
19,1030,1,2494,392
6,476,1,1973,419
2,1353,1,3852,679
95,34,0,634,136
258,15399,0,6441,3325
41,211,0,1876,461
0,0,0,0,0
1275,11881,0,35852,4667
0,0,0,0,0
177,2562,0,4739,2659
844,12852,0,15074,9730
1505,4366,0,27313,7439
74,440,0,3879,1434
11,361,0,1061,353
0,0,0,0,0
48,6636,0,6536,925
0,7,0,235,12
0,0,0,0,0
1,2,0,115,11
0,0,0,0,0
21,824,0,1184,701
231,1094,0,841,280
0,0,0,0,0
0,0,0,0,0
82,767,0,466,161
68,223,0,287,11
0,3,0,5,2
2306,0,0,30454,3586
25,131,0,2715,634
142,768,0,6023,2745
206,108,0,1819,332
20,518,0,3200,276
8,1488,0,2354,1149
11,376,0,1423,590
3,9,0,128,11
118,1897,0,6647,661
3,2,0,647,78
41,532,0,2097,497
0,0,0,0,0
548,21141,0,15592,4979
45,1276,0,2096,1342
78,7087,0,5165,3455
34,208,0,873,124
8,5,0,759,412
0,1,0,10,1
38,405,0,4029,924
75,28,0,4390,732
1070,2292,0,5627,1472
0,2,0,94,9
355,926,0,6291,2741
493,896,0,12909,579
0,0,0,0,0
0,0,0,0,0
0,351,0,3,0
0,0,0,0,0
0,0,0,5,1
60,271,0,9232,1798
0,0,0,0,0
116,3511,0,10317,1851
54,2943,0,1600,1110
34,2466,0,16815,2067
103,935,0,6539,1658
0,2,0,341,39
5,23,0,253,3
2,0,0,59,10
127,1156,0,16999,3248
424,4561,0,5958,1183
134,3709,0,1622,443
5,0,0,55,5
360,6069,0,5529,3599
102,945,0,8524,1806
8,99,0,257,48
70,204,0,1907,377
11,170,0,974,151
50,2397,0,4845,3316
5,7,0,924,59
1280,1525,0,16790,1325
0,0,0,0,0
2,0,0,90,19
166,2056,0,2700,1120
21,4212,0,2954,2484
5,6,0,454,51
2,0,0,155,17
4,0,0,53,9
119,6,0,960,89
7,155,0,5517,328
10,61,0,163,13
131,560,0,910,518
31,3930,0,6592,3573
0,0,0,0,0
857,1262,0,15319,4626
1,12109,0,300,73
52,3435,0,12784,3790
0,0,0,0,0
2,1,0,78,9
67,1209,0,3042,759
0,0,0,14,1
48,479,0,2212,228
6,0,0,236,42
44,1490,0,3244,523
4,149,0,918,578
13,52,0,561,81
160,751,1,2696,1080
678,432,1,7570,1625
2858,3772,1,8448,2078
730,1682,1,21700,4629
33,933,1,2535,973
0,0,1,0,0
0,0,1,0,0
265,1543,1,3576,820
10,2033,1,3867,1027
21,1300,1,2736,995
198,26634,1,27048,22885
337,1596,1,16430,2337
375,627,1,5119,905
13,5053,1,2132,172
6,2242,1,764,76
8,3772,1,3252,541
2,5413,1,1937,713
8,599,1,1599,483
0,1015,1,430,142
0,2466,1,1351,308
8,1871,1,2233,440
24,367,1,1259,179
1,118,1,3403,373
0,0,1,0,0
9,22802,1,659,98
1,153,1,898,131
5,1420,1,980,117
2,895,1,1189,298
8,565,1,796,80
30,3498,1,1598,463
18,539,1,1663,340
4,327,1,925,153
41,28,1,2744,139
568,3111,1,13344,1864
9,666,1,1239,259
13,612,1,1097,208
21,1421,1,1288,348
0,0,1,0,0
1,1157,1,878,209
23,414,1,2663,524
38,840,1,4654,1650
0,0,1,0,0
34,1377,1,1415,167
6,3201,1,1674,519
0,4949,1,1311,16
1,2392,1,2454,550
18,2158,1,5409,1494
8,1305,1,961,173
180,1985,1,14184,2164
14,625,1,1687,465
11,77,1,1175,198
28,2581,1,4473,757
0,0,1,0,0
6,513,1,2422,450
22,12554,1,1049,153
14,914,1,2641,213
33,749,1,2316,365
53,1551,1,2715,380
0,1,1,0,0
121,2065,1,3053,815
11,7484,1,7367,861
14,1634,1,1529,357
38,1008,1,5880,1221
2,1668,1,1756,397
28,1374,1,1383,263
6,6286,1,648,285
3,706,1,793,142
24,1991,1,162,39
39,6714,1,7093,1663
9,2370,1,10269,551
2,375,0,828,150
4,1230,0,1632,138
1,16926,0,4086,142
12,3283,0,7711,1173
1,14,0,356,30
0,0,0,28,11
101,258,0,960,156
0,3,0,276,47
10,283,0,1346,141
27,490,0,1298,147
9,610,0,296,137
1,0,0,102,5
22,44,0,1056,88
1,1,0,135,12
5,388,0,917,102
14,87,0,512,78
1,174,0,95,28
8,1071,0,761,161
0,1,0,23,0
7,160,0,1987,219
0,135,0,514,180
0,105,0,232,32
0,11,0,992,80
4,546,0,1159,282
0,3,0,5,0
0,4,0,168,65
0,139,0,437,36
5,213,0,521,74
14,75,0,530,117
26,121,0,1091,217
295,4244,1,17853,2158
0,583,0,1491,218
1,970,0,2389,116
70,391,0,11597,2532
8,717,0,1211,214
5,3014,0,588,45
0,0,1,0,0
36,1788,1,3704,1065
37,1539,1,9534,1738
130,3656,1,3266,714
35,919,1,1516,217
9,2079,1,971,209
3,856,1,977,263
0,0,0,0,0
11,2116,0,106,7
5,10,0,45,6
40,1228,0,3922,544
398,238,0,900,84
3,20,0,119,16
0,0,0,0,0
12,0,0,128,19
228,902,0,2053,539
0,0,0,9,2
0,0,0,0,0
1,2,0,16,2
0,0,0,0,0
0,3,0,355,19
0,1,0,12,2
200,4319,0,25950,3689
1,307,0,56,6
100,1874,0,4167,564
1,223,0,695,121
151,58967,0,28477,2512
30,4126,0,14046,4729
12,1170,0,1588,575
1,0,0,39,3
6,359,0,1349,193
4,6,0,233,23
0,0,0,0,0
0,145,0,282,29
114,352,0,4118,1642
20,144,0,1468,289
3,2672,0,440,154
6,1,0,90,2
3,23,0,525,36
9,182,0,4437,700
215,97,0,1929,341
2,65,0,135,17
70,1206,0,4550,1037
36,1836,0,10059,7314
7,221,0,186,90
0,1,0,38,9
0,8,0,279,27
32,9,0,628,120
0,0,0,0,0
1103,3424,0,6969,1560
7,11,0,941,260
10,41,0,361,31
0,8,0,20,3
10,158,0,2205,250
59,60723,0,3145,993
5,3,0,231,32
0,0,0,56,9
267,2474,0,4633,1968
0,0,0,21,4
1,0,0,96,36
106,2140,0,269,65
0,0,0,0,0
348,126,0,1564,279
2,11,0,85,14
77,1641,0,5922,610
1,4,0,149,16
4,4,0,319,29
0,4,0,33,8
21,1,0,228,51
51,706,0,1995,443
0,3,0,185,9
53,183,0,2768,551
27,317,0,759,172
258,6,0,1051,228
116,1382,0,10287,2078
7,220,0,2005,167
185,205,0,4707,1266
3,1475,0,203,32
0,0,0,0,0
839,806,0,3223,1025
364,505,0,9395,895
3,4,0,139,20
0,0,0,0,0
143,157,0,2805,121
1,1045,0,839,258
0,0,0,0,0
21,677,0,2989,633
20,553,0,4524,991
18,1224,0,3440,622
4,4,0,402,43
1,14,0,95,8
2596,4109,0,16381,1230
16,30,0,1519,89
0,19,0,4813,2136
196,340,0,5614,536
3,37,0,257,30
45,1482,0,1487,338
2,170,0,432,56
49,274,0,712,160
883,566,0,9009,1917
282,6017,1,3134,583
231,2151,1,11722,774
251,3132,1,10965,2500
12,2391,1,1482,211
141,491,1,3625,448
17,959,1,9150,2522
517,967,1,5928,556
147,931,1,3581,964
270,660,1,4757,1518
39,716,1,1945,260
0,0,1,0,0
109,1401,1,1623,728
76,14939,1,9769,2106
662,1008,1,4540,898
12,2256,0,2621,1713
0,0,0,0,0
0,0,0,9,3
145,158,0,1254,717
199,406,0,3570,696
574,13511,0,6733,4376
12,0,0,141,30
1454,615,0,7178,1311
2705,3534,0,6278,2693
262,206,0,3678,750
4,134,0,222,17
4,411,0,1456,163
81,1304,0,2137,365
0,0,0,63,1
0,4,0,73,5
18,326,0,1145,310
167,979,0,935,333
0,0,0,0,0
316,206,0,9712,1014
0,2,0,68,4
348,2125,0,3167,249
0,0,0,393,58
79,144,0,1825,106
588,6785,0,21160,13840
23,1335,0,1375,264
0,0,0,65,8
0,2,0,3,1
115,10454,0,8367,756
49,208,0,1793,199
0,6,0,240,18
1,192,0,800,199
106,639,0,2675,953
4,3,0,114,21
0,7,0,55,4
22,31,0,134,15
36,982,0,1651,552
370,487,0,2379,862
6,56,0,231,47
0,0,0,0,0
2,2,0,30,8
446,452,0,8550,2525
27,2715,0,648,122
368,1776,0,1185,156
0,0,0,0,0
2,0,0,32,2
0,1,0,24,4
0,0,0,0,0
142,906,0,3360,208
71,7118,0,10473,6489
554,2300,0,2630,991
36,303,0,779,94
670,2562,0,8827,1416
0,3,0,111,10
441,201,0,6290,1465
10,41,0,2343,81
0,1,0,6,3
0,8,0,601,62
0,5,0,52,6
0,12,0,17,2
0,3,0,50,4
0,0,0,0,0
21,1,0,252,16
255,1062,0,7022,1499
0,0,0,0,0
191,1453,0,1168,370
4,23,0,53,16
0,0,0,0,0
219,12020,0,15197,1035
406,7855,0,36195,7802
77,1700,0,10527,3264
144,3497,0,6797,2262
347,13318,0,18581,2236
0,0,0,0,0
0,11,0,239,14
1,0,0,163,24
0,5,0,62,10
177,67387,0,45449,5250
0,0,0,0,0
163,10584,0,13372,10875
14,337,0,1519,1171
33,1,0,453,81
4225,626,1,7670,671
121,1134,1,3737,746
68,1890,1,1544,425
51,1302,1,2901,434
54,575,1,3376,933
6,1111,1,1478,79
15,176,1,6346,1121
38,3151,1,2851,818
3,2158,1,404,67
22,2723,1,1117,291
0,1462,1,54,5
123,2070,1,2675,657
3,98,0,83,20
0,34,0,19,2
38,271,0,3043,403
56,2041,0,6322,931
0,0,0,32,7
12,401,0,1031,450
0,8,0,128,35
113,1152,0,2779,702
344,1515,0,5608,691
1039,1283,0,3344,810
52,608,0,11679,2492
21,2031,0,6703,428
19,3612,0,12003,3417
41,6350,0,5437,2809
297,601,0,5281,2259
7,69,0,472,129
54,5644,0,1395,617
0,0,0,0,0
6,859,0,17111,2176
13,244,0,1839,273
28,903,0,2785,123
14,2574,0,1645,1517
2,5,0,77,5
576,4984,0,5942,1721
0,141,0,1,0
1,8,0,84,4
12,38,0,968,154
16,1098,0,1197,395
19,7,0,389,30
0,0,0,0,0
1,10,0,88,7
594,888,0,4597,951
88,12,0,3784,369
39,1685,0,2012,501
16,171,0,1320,167
5,260,0,264,67
47,371,0,2568,1822
0,0,0,1,0
7,36,0,123,22
1191,536,0,9446,1767
50,148,0,734,95
87,1067,0,1813,431
70,294,0,8194,1689
16,477,0,881,201
3,32,0,382,22
42,27,0,431,32
0,0,0,18,2
0,0,0,267,8
775,531,0,13942,2626
249,223,0,1259,159
8,3,0,187,28
0,1,0,18,2
28,866,0,1133,510
243,903,0,2413,572
32,1083,0,1932,601
1,8955,0,656,213
91,6,0,597,314
0,1,0,43,9
0,11,0,125,81
10,981,0,808,44
0,0,0,6,1
0,0,0,0,0
209,285,0,1254,121
3,1,0,43,2
1,10,0,251,21
0,0,0,0,0
0,0,0,0,0
15,4,0,179,57
23,104,0,632,59
32,681,0,1795,453
109,503,0,2558,638
0,2,0,327,48
39,1739,0,4290,1151
1,2,0,131,4
17,687,0,1120,330
13,1289,0,1116,119
3,0,0,33,8
6,2,0,245,20
804,307,0,2596,328
0,0,0,11,1
14,2657,0,1383,278
0,3,0,78,8
0,0,0,0,0
0,369,0,1,1
0,0,0,78,12
0,187,0,357,108
0,1,0,112,14
1,224,1,2342,204
0,0,0,0,0
0,1,0,75,2
9,683,0,388,64
131,2070,0,12751,1958
0,0,0,0,0
10,1642,1,808,77
0,515,1,255,106
16,76,1,1427,153
9,1006,1,1108,433
10,1032,1,647,177
20,1312,1,3884,150
16,1658,1,1627,478
48,5965,1,2645,1125
650,1035,1,5482,1189
218,714,1,8419,809
230,1083,1,8108,1405
149,515,1,4109,960
60,1763,1,3559,1618
78,464,1,3912,580
43,1464,1,4746,550
69,1490,1,4048,1582
62,3059,1,3104,623
