@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1,3-7,9-13,15-18,20-25,28-31,33-35,37-39,41'

@attribute accounts numeric
@attribute votes numeric
@attribute days_active numeric
@attribute total_afd_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1,0}
@attribute edits_per_day numeric
@attribute images_uploaded numeric
@attribute total_edits numeric

@data
1,0,619,23,4,0,0.5,0,332
1,0,597,3,41,0,5.3,1,3192
1,0,335,1,81,0,6.1,1,2068
5,2,256,17,10,0,18,0,4772
1,0,61,1,2,0,39,1,2425
1,0,78,0,180,0,6.4,0,505
3,9,868,1,0,0,0,0,0
1,0,17,0,2,0,1.7,0,30
1,0,374,2,7,0,1.1,0,420
13,15,473,11,12,0,3.7,0,1762
10,2,1739,36,184,0,2.4,11,4315
1,1,381,5,128,0,16,2,6131
1,0,438,1,28,0,1.8,0,825
1,0,1275,6,6,0,0.2,0,272
1,0,107,0,0,0,0.4,0,44
1,0,135,1,6,0,3.7,0,506
7,0,81,4,3,0,6.8,0,551
1,0,285,1,15,0,0.6,0,178
2,1,627,178,218,0,14,45,8828
4,273,211,164,1,0,25,0,5319
1,0,918,6,91,0,1.6,25,1529
1,0,99,0,1,0,0.5,0,58
1,0,9,0,0,0,0,0,0
1,0,795,162,43,0,1.2,0,996
1,0,206,1,4,0,2.8,1,595
2,34,266,20,75,0,7.9,0,2126
1,0,9,0,1,0,3,0,27
2,0,0,0,0,0,0,0,0
3,15,336,2,3,0,6,0,2024
1,5,636,15,14,0,0.5,2,354
3,3,1043,0,0,0,0,0,0
1,0,123,0,0,0,0.6,0,78
3,0,181,1,7,0,1.2,0,227
1,0,343,55,30,0,4.1,0,1422
1,1,922,25,104,0,1.8,0,1740
3,0,96,0,2,0,15,0,1485
6,4,334,27,34,0,7.6,7,2566
3,44,144,36,87,0,40,6,5802
1,0,557,3,5,0,0,0,43
1,4,1523,88,3,0,1.8,0,2774
0,0,0,0,0,0,0,0,0
1,0,827,27,11,0,1,2,867
1,0,4,0,0,0,27,0,110
1,0,766,174,7,0,6.3,0,4835
1,0,158,0,2,0,1.6,0,253
1,0,461,16,3,0,0.6,1,293
1,0,688,178,229,0,2.9,14,2012
2,0,467,0,0,0,0,0,0
1,0,2,0,0,0,3.5,0,7
0,2,0,0,0,0,0,0,0
1,1,216,1,5,0,5.4,0,1175
5,34,720,0,0,0,0,0,0
3,0,469,17,2,0,1.9,2,909
126,0,1938,13,841,1,2.8,7,5602
23,26,526,4,296,1,11,0,5797
17,4,1327,12,107,1,68,15,91540
16,0,315,1,46,0,3,0,945
11,1,17,10,9,0,24,0,410
24,12,1449,93,94,0,5.2,10,7555
23,33,173,15,67,0,46,2,8116
20,0,585,2,2,0,0.6,2,408
1,0,718,0,1,0,0.2,0,173
1,64,392,56,29,0,13,0,5289
41,90,746,112,115,0,7.7,0,5801
22,0,589,15,32,0,0.2,2,127
29,26,1981,181,3247,0,120,26,238686
3,0,1698,196,717,0,0.4,5,707
3,0,1698,196,717,0,0.4,5,707
14,0,436,5,32,0,3.5,2,1547
1,105,1327,177,37,0,4.1,0,5441
7,0,1206,4,0,0,0.9,0,1189
32,1,1337,29,1466,0,1.6,97,2166
59,0,946,188,317,0,18,5,17876
16,0,90,5,5,0,26,0,2393
16,92,1402,167,136,0,3.9,15,5525
34,0,1549,1,86,0,6.8,0,10570
11,0,179,1,6,0,6.8,0,1221
9,3,1289,18,23,0,4.3,264,5590
2,12,1768,183,242,0,1.8,12,3311
8,0,186,30,11,0,1,0,191
9,0,0,0,32,0,690,0,690
26,0,379,1,17,0,2.9,20,1113
1,0,1302,0,1,0,0.1,3,143
23,3,1000,10,63,0,5,0,5003
16,3,1077,31,16,0,3,0,3257
13,0,464,3,5,0,0.4,1,207
171,0,1219,0,0,0,0,0,0
49,69,945,178,3497,0,13,30,13170
20,3,125,5,71,0,35,0,4406
2,0,1608,1,22,0,0.3,2,578
9,0,5,0,2,0,29,0,148
11,0,1276,124,113,0,34,4,43840
8,0,24,0,0,0,1.6,0,39
18,0,751,1,18,0,0,1,34
21,15,947,4,39,0,1.1,0,1109
1,0,587,1,2,0,2.8,0,1652
0,0,0,0,0,0,0,0,0
29,3,1016,54,14,0,5.2,2,5362
69,1,269,12,23,0,5.1,1,1393
6,0,298,0,2,0,0.1,0,42
7,0,219,0,14,0,2.6,6,582
6,9,1736,159,198,0,5.1,38,8927
20,1,100,9,60,0,122,0,12253
8,0,432,0,0,0,0,0,0
1,0,33,0,0,0,2.3,0,79
23,0,521,12,8,0,7.4,0,3892
28,2,368,38,51,0,6.6,0,2455
2,0,1024,0,0,0,0.1,0,172
33,1,1546,138,243,0,20,13,32002
17,8,1159,136,15,0,0.6,1,730
11,14,0,0,0,0,0,0,0
23,2,186,0,17,0,7.8,0,1453
1,0,140,0,1,0,0.2,0,29
18,1,1447,15,4,0,0.5,1,834
6,0,1484,2,3,0,0.1,4,237
3,0,107,0,0,0,0.2,0,32
24,45,1544,35,256,0,16,5,24735
4,0,205,0,0,0,1.9,0,401
58,0,663,4,203,0,11,6,7498
1,0,3,0,0,0,5.6,0,17
14,0,78,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0
11,0,252,0,0,0,0.4,0,101
13,15,1323,9,69,0,0.9,0,1250
44,0,2012,0,8,0,0.2,5,432
3,65,324,151,43,0,21,0,7057
16,3,242,0,0,0,0,0,0
79,0,1947,10,312,0,1.8,6,3676
11,0,1009,1,4,0,0.2,3,263
8,0,248,0,0,0,1.5,0,388
23,0,860,11,11,0,3.3,1,2883
22,0,0,0,0,0,0,0,0
16,3,242,0,0,0,0,0,0
79,0,1947,10,312,0,1.8,6,3676
11,0,1009,1,4,0,0.2,3,263
8,0,248,0,0,0,1.5,0,388
23,0,860,11,11,0,3.3,1,2883
22,0,0,0,0,0,0,0,0
12,0,731,29,26,0,1.7,0,1270
11,3,0,0,0,0,0,0,0
3,0,826,79,3,0,0.3,9,270
2,1,231,0,125,0,10,51,2532
1,0,418,1,44,0,3.9,1,1668
1,5,493,37,65,0,3.9,1,1934
1,0,542,0,3,0,2.6,1,1420
1,0,637,185,9,0,1.5,0,969
1,0,1037,166,92,1,2.4,1,2547
1,22,229,65,11,1,8.6,0,1983
1,0,470,31,115,1,5,0,2393
1,2,100,188,12,1,12,0,1281
1,0,89,116,426,1,74,15,6631
1,0,503,3,99,1,0.3,0,180
1,1,216,129,36,1,2.4,0,526
1,1,68,65,15,1,10,0,708
1,0,183,5,23,1,4.5,0,825
1,6,244,74,117,1,35,2,8576
1,2,255,95,148,1,33,0,8437
0,0,0,0,0,1,0,0,0
1,0,261,5,38,1,4.6,0,1212
1,1,197,36,93,1,5.7,0,1138
1,2,260,186,41,1,12,0,3125
1,0,119,1,617,1,71,9,8491
1,0,80,30,37,1,29,2,2372
1,0,229,188,1282,1,48,0,11183
1,0,271,193,51,1,7.9,0,2156
1,0,180,13,231,1,11,1,1996
1,0,405,0,9,1,3.6,0,1469
1,0,477,57,20,1,2.7,0,1303
1,0,353,111,252,1,5.9,0,2105
1,0,132,5,47,1,1.7,0,237
1,0,611,71,12,1,4.6,0,2814
1,0,357,22,171,1,4.8,1,1719
1,0,256,104,130,1,10,0,2605
1,0,189,154,266,1,18,0,3503
1,0,286,26,92,1,3.7,1,1073
1,0,535,16,86,1,3.4,3,1830
1,2,77,97,13,1,17,0,1332
1,0,77,1,19,1,28,0,2179
1,0,292,13,236,1,0.9,0,267
1,0,877,127,722,1,8,0,7056
1,0,90,3,32,1,133,0,11986
1,0,996,1,376,1,6.9,8,6882
1,0,199,1,28,1,1.1,0,229
1,0,106,40,113,1,18,0,1965
1,0,140,1,219,1,12,0,1797
1,0,362,0,204,1,2.2,0,825
1,10,199,54,66,1,11,0,2278
1,0,693,1,327,1,2.2,0,1575
1,0,144,76,226,1,22,0,3177
1,0,332,179,163,1,0.9,0,299
1,17,144,189,294,1,89,6,12853
1,0,559,0,15,1,0.4,0,228
1,0,104,115,282,1,26,0,2786
1,0,139,10,122,1,25,0,3540
1,1,93,190,1045,1,55,2,5152
1,0,353,0,80,1,3.2,0,1134
1,0,1089,2,243,1,6.2,0,6815
1,0,126,34,423,1,37,0,4783
1,0,117,20,67,1,23,0,2692
1,1,395,31,27,1,3.9,2,1557
1,0,362,13,243,1,6.9,0,2500
1,0,175,121,287,1,9.3,2,1630
1,0,156,19,300,1,12,0,1991
1,0,219,21,135,1,17,1,3868
1,0,115,32,213,1,32,4,3763
1,8,157,70,28,1,8.9,1,1412
1,0,111,14,26,1,14,1,1568
1,0,1146,154,441,1,4.7,1,5457
1,0,630,0,439,1,7.3,0,4612
1,0,181,1,69,1,4.2,0,765
1,0,851,0,207,1,0.7,0,675
1,0,123,14,49,1,4.4,0,551
1,0,511,133,27,1,4.8,0,2478
1,0,342,0,24,1,3.9,0,1340
1,2,84,34,1389,1,113,5,9545
1,0,519,1,194,1,5.6,0,2912
1,0,102,144,149,1,22,1,2295
1,0,188,148,75,1,9,1,1695
1,0,275,47,170,1,12,12,3472
1,1,157,7,18,1,4.9,0,784
1,1,341,146,132,1,6.2,1,2117
1,0,93,5,206,1,22,0,2107
1,0,766,2,227,1,8,2,6155
1,0,475,3,253,1,18,2,8852
1,2,140,191,45,1,11,0,1583
1,15,247,15,77,1,6,1,1493
1,0,779,153,25,1,1.1,0,866
1,0,194,65,58,1,16,3,3152
1,0,115,1,175,0,21,0,2455
1,0,29,0,3,0,8.5,0,247
1,0,458,191,6,0,3.7,1,1719
1,40,278,33,264,0,39,11,10982
1,1,64,1,3,0,1.1,0,73
1,0,566,2,290,0,12,5,7340
1,0,367,0,214,0,16,0,5885
1,216,171,6,116,0,12,0,2088
1,15,220,61,61,0,30,3,6612
1,0,123,66,338,0,36,3,4492
1,17,56,189,1,0,63,0,3538
1,0,437,24,278,0,4.3,1,1885
1,2,204,15,161,0,16,1,3452
1,0,261,21,130,0,4.7,11,1228
3,1,732,34,55,0,2.1,5,1554
1,0,359,11,1,0,2.2,0,824
1,0,172,55,3,0,28,0,4886
1,0,459,87,4,0,0.5,2,251
1,0,1141,20,227,0,1.3,1,1548
1,1,26,0,0,0,0,0,0
1,0,538,36,48,0,2.8,2,1521
6,0,512,97,169,0,35,13,18385
137,271,514,26,46,0,38,2,19573
2,0,624,0,52,0,1.7,0,1083
2,0,1133,0,18,0,0.2,0,306
2,0,1155,196,6095,0,14,915,17316
23,0,927,12,209,0,1.8,15,1703
93,0,1050,22,676,0,4.6,2,4903
26,110,2186,183,907,0,3.4,2,7476
16,3,660,10,0,0,4.3,2,2878
23,0,447,153,49,0,6.3,7,2849
1,0,1,0,2,0,33,0,33
34,32,309,0,0,0,0,0,0
21,11,965,9,43,0,7.3,0,7129
23,0,987,0,0,0,0,0,0
2,2,83,2,50,0,33,7,2778
21,0,1427,109,17,0,2.9,0,4264
22,0,1946,0,228,0,1,0,1977
20,0,588,0,0,0,0,0,0
97,0,1523,138,188,0,18,0,28536
15,0,106,3,6,0,3.9,0,422
1,0,1510,0,3,0,0,0,99
13,5,34,3,0,0,3.9,0,134
13,1,214,9,10,0,4,0,862
13,0,1005,34,0,0,2.3,0,2381
4,0,229,1,0,0,0,0,13
20,0,177,187,23,0,10,3,1796
25,0,704,6,22,0,3.4,13,2413
64,6,906,68,71,1,11,8,10568
71,32,480,32,22,1,3,0,1467
3,1,1672,31,63,1,5.2,7,8742
61,0,1414,190,3097,1,7.1,160,10079
198,0,1370,97,135,1,8.9,2,12198
45,1,1505,29,1619,1,5.6,100,8471
150,10,817,41,28,1,1.4,34,1172
197,75,0,0,0,1,0,0,0
651,3,2057,18,3,1,4.6,0,9546
22,14,1458,0,0,1,0,0,0
2,2,239,14,156,1,9,2,2167
4,46,1136,90,121,1,3.2,10,3636
71,3,1493,18,42,1,10,512,15503
51,17,1137,14,1979,1,39,0,44992
24,9,987,32,38,1,15,0,15059
63,0,379,0,18,1,35,0,13322
28,14,488,125,83,1,25,1,12228
20,12,894,84,6,1,7,0,6258
51,2,323,4,9,1,16,0,5237
22,7,889,54,184,1,5.4,19,4835
1,1,2167,199,2630,1,4.3,0,9445
15,5,1344,6,17,1,9.4,0,12718
40,1,1280,51,102,1,1.5,5,1995
236,86,274,95,268,1,55,23,15211
38,14,518,14,8,1,1,1,556
1,0,1109,30,10,1,5.3,9,5920
35,15,377,52,136,1,18,1,6971
37,1,1647,184,116,1,8.1,10,13404
37,22,390,20,113,1,21,2,8535
36,0,427,73,88,1,8.4,359,3612
56,1,1404,63,22,1,13,1,18894
640,4,1179,22,1,1,0.2,0,280
0,5,1615,0,0,1,0,0,0
56,23,382,5,48,1,13,63,5315
55,6,524,29,43,1,6.1,6,3199
3,2,1190,103,47,1,12,8,14725
54,6,826,125,783,1,0.7,267,619
154,17,1485,0,60,1,1.7,0,2657
2,36,903,174,40,1,10,4,9461
49,3,764,64,32,1,9.3,2,7106
1,0,1204,126,205,1,9.3,0,11259
132,0,578,1,2,1,0.8,0,509
36,1,1504,75,627,1,9.7,85,14653
12,0,1130,88,118,1,4.2,7,4776
1,87,1033,93,242,1,10,0,10469
63,18,1524,30,47,1,3,8,4662
43,4,1408,40,301,1,14,5,20886
23,11,1836,50,105,1,4.4,15,8142
47,28,1388,32,34,1,0.3,1,502
3,0,1136,189,22,1,4.6,18,5272
157,61,1715,60,95,1,1.3,5,2290
38,9,435,168,68,1,5.7,1,2513
28,0,1597,37,55,1,12,25,20257
35,13,890,14,16,1,28,0,25061
13,0,1107,51,9,1,1.3,1,1499
152,33,482,30,19,1,13,3,6533
2,0,592,84,19,1,16,2,9665
54,0,1481,89,3111,1,23,26,34165
20,5,580,29,3514,1,66,0,38440
18,8,271,84,14,1,19,4,5199
22,0,805,5,110,1,32,502,26187
28,6,15,0,0,1,0,0,0
29,0,840,180,72,1,15,4,12843
30,42,465,26,71,1,46,60,21520
125,3,1550,1,779,1,17,10,26695
1,0,240,0,5,0,2.9,0,713
1,0,76,1,1,0,1.8,0,139
4,0,569,17,42,0,3.4,1,1984
1,4,454,30,17,0,12,0,5737
1,0,1,0,0,0,10,0,10
1,0,450,59,23,0,4.5,0,2033
1,0,563,0,8,0,2.5,0,1408
2,3,470,143,21,0,0.5,0,256
0,0,279,0,0,0,0,0,0
1,0,1,0,0,0,16,0,16
9,1,319,137,15,0,3.4,3,1087
1,51,370,35,28,0,12,31,4701
1,0,317,21,0,0,0,0,16
2,9,74,63,8,0,12,0,901
4,3,276,14,31,0,8.4,0,2321
5,5,219,16,46,0,36,7,7919
1,5,518,22,118,0,1.8,2,972
1,22,106,50,1,0,34,5,3694
1,0,103,1,4,0,2.9,0,302
1,0,181,45,8,0,12,0,2218
1,0,233,0,8,0,0.4,8,99
1,0,102,6,5,0,1,0,102
1,5,365,175,39,0,3.1,0,1138
1,0,731,2,84,0,0.4,2,303
1,0,1032,33,14,0,0.4,1,506
1,0,60,1,7,0,6.6,0,400
3,2,228,82,10,0,8.9,0,2043
3,3,6,0,0,0,0,0,0
1,4,441,149,38,0,9.6,6,4265
2,1,181,0,3,0,0.1,0,34
1,0,142,1,12,0,1.1,0,158
1,0,408,1,0,0,0,0,30
1,0,115,0,0,0,0.2,0,27
2,0,595,0,42,0,1.1,0,706
1,0,284,0,1,0,0.6,0,172
1,33,440,57,11,0,9.1,0,4013
1,0,820,4,414,0,0.8,0,721
1,0,680,9,124,0,3.2,0,2210
3,10,360,140,185,0,15,8,5419
1,0,342,0,0,0,4.2,0,1460
1,0,744,1,4,0,0,0,33
1,0,1167,1,46,0,2.9,20,3438
1,0,412,17,1,0,16,0,6805
2,34,108,170,343,0,100,1,10897
1,12,65,32,164,0,19,0,1254
1,1,10,4,0,0,84,0,849
1,2,833,8,3,0,5.4,0,4527
2,0,1163,0,61,0,0.1,0,191
2,0,471,28,15,0,1,0,514
8,0,331,1,75,0,6.1,11,2023
1,0,248,36,72,0,8,8,1994
1,0,13,0,0,0,1.6,0,21
10,0,221,1,6,0,1.8,1,404
1,0,114,0,5,0,3.7,0,429
2,0,357,16,23,0,6.5,0,2346
1,0,415,1,10,0,0.6,0,259
1,2,97,58,11,0,27,8,2686
2,0,219,173,53,0,24,2,5260
1,5,555,191,34,0,2.1,3,1189
12,5,712,169,140,0,4.6,2,3346
1,3,105,4,9,0,2.5,0,268
4,0,680,5,304,0,5.7,0,3888
3,3,606,73,31,0,5.5,0,3384
1,0,448,49,53,0,1.8,3,834
1,0,17,82,2,0,35,0,605
1,54,166,15,17,0,18,5,3065
1,0,371,53,189,0,0.8,3,333
1,0,363,7,138,0,0.4,7,177
1,3,816,139,38,0,25,2,21145
1,0,193,0,46,0,1.5,0,299
0,0,1062,0,0,0,0,0,0
1,0,78,2,6,0,1,3,83
1,1,18,16,0,0,12,0,216
1,0,83,97,22,0,16,1,1365
17,25,231,117,59,0,19,2,4392
1,0,172,0,24,0,6.8,0,1186
1,22,337,23,9,0,6.9,0,2344
1,0,828,13,93,0,1.1,4,969
1,0,222,0,0,0,0.1,0,39
1,0,382,30,195,0,6.4,0,2470
1,0,179,9,52,0,5.9,2,1068
1,0,99,0,1,0,0.3,0,31
1,115,260,118,346,0,20,2,5336
1,0,446,13,36,0,5.5,2,2462
4,0,508,16,14,0,1,0,514
3,0,388,184,5,0,1.6,0,647
1,17,153,150,62,0,17,0,2631
1,0,137,5,1,0,0.4,0,61
1,0,10,0,1,0,9.6,0,96
0,14,0,0,0,0,0,0,0
1,0,452,141,29,0,0.5,0,244
1,2,541,0,0,0,0.1,0,76
2,0,264,7,69,0,14,2,3829
1,2,18,1,2,0,5.7,0,104
1,0,97,195,1,0,12,0,1229
3,40,609,77,301,0,6.8,1,4185
1,4,130,23,5,0,10,0,1387
1,0,151,196,33,0,13,14,2090
2,0,507,3,9,0,1.3,0,700
1,8,26,49,22,0,42,0,1115
11,0,0,0,0,1,0,0,0
633,43,660,66,237,1,38,2,25532
56,27,482,133,482,1,38,0,18432
22,6,1692,176,603,1,7.8,5,13238
633,0,1802,90,5,1,1.3,2,2495
18,118,167,49,89,1,26,13,4478
34,17,1001,79,177,1,4.6,0,4672
24,5,1271,47,251,1,3.5,0,4469
75,2,1137,30,340,1,1,14,1179
2,0,677,59,139,1,21,2,14314
36,0,839,111,760,1,2.4,0,2090
30,1,763,24,354,1,5.2,13,3979
1,0,647,74,2,0,0.9,0,628
1,0,390,16,178,0,31,8,12105
1,0,184,0,3,0,2.3,0,434
2,0,806,11,27,0,2.1,2,1724
1,0,2,0,0,0,6,0,12
0,1,0,0,0,0,0,0,0
1,0,261,14,42,0,2.3,11,618
1,0,1,1,0,0,33,0,33
1,0,526,6,110,0,18,0,9954
1,17,181,29,129,0,23,5,4283
1,0,254,11,343,0,10,0,2771
1,0,1,0,0,0,3,0,3
2,0,112,14,701,0,20,1,2330
4,46,110,112,60,0,99,0,10999
4,2,179,180,92,0,91,0,16438
1,0,982,12,105,0,0.2,6,256
1,0,148,1,9,0,6.6,0,989
1,0,176,12,45,0,3.4,21,612
1,20,834,43,1849,0,7.4,2,6181
1,0,1319,0,212,0,0.2,0,270
1,0,337,17,31,0,0.9,0,327
9,1,368,9,132,0,8.5,0,3149
7,73,486,160,74,0,18,5,9032
4,1,419,74,66,0,2.4,0,1011
1,0,33,0,2,0,3.6,0,122
1,5,380,113,21,0,2.8,3,1078
3,0,650,170,9,0,4.6,1,3031
1,0,79,0,0,0,0.2,0,17
1,0,6,3,0,0,3.3,0,20
6,0,548,67,153,0,6,0,3311
1,0,258,0,9,0,5.1,8,1316
8,158,96,191,1399,0,63,0,6078
1,0,400,60,6,0,3.5,0,1432
1,0,103,161,29,0,3.5,1,361
1,0,564,2,8,0,0.7,0,411
3,0,31,2,2,0,3.3,0,105
1,0,23,0,0,0,0.6,0,15
4,0,152,58,43,0,6.8,2,1037
1,0,607,26,208,0,2.1,10,1303
1,1,35,0,4,0,11,0,396
1,17,459,181,56,0,13,4,6082
1,0,890,0,0,0,0,0,0
1,15,105,167,181,0,51,0,5377
2,3,142,134,13,0,32,0,4617
3,33,189,74,10,0,20,0,3808
2,0,146,22,52,0,7,2,1035
4,0,565,4,34,0,5.4,13,3086
1,0,317,1,42,0,1.2,0,398
1,2,881,117,330,0,16,2,14403
1,0,10,0,0,0,0.8,0,8
1,2,589,165,1381,0,35,12,20752
1,3,11,12,0,0,40,0,446
2,1,808,20,70,0,2.8,4,2290
1,0,225,0,7,0,2.9,0,663
1,0,215,0,3,0,0.3,0,74
7,51,108,181,15,0,52,0,5668
0,6,721,0,0,0,0,0,0
11,2,320,104,52,0,3.6,2,1168
9,7,153,5,26,0,55,1,8480
1,0,0,0,0,0,0,0,0
2,8,276,91,67,0,1.2,3,336
1,1,154,2,2,0,3.7,0,579
0,16,44,0,0,0,0,0,0
1,24,279,62,16,0,9.5,0,2672
1,1,183,5,32,0,0.7,1,138
1,51,401,189,28,0,7.6,26,3084
1,1,263,3,37,0,9.2,0,2428
2,0,199,34,6,0,15,0,3037
4,0,358,4,4,0,1.8,0,657
4,0,146,2,80,0,20,1,3044
1,0,22,0,3,0,1.4,0,32
1,0,10,1,3,0,3,0,30
1,0,120,62,28,0,6,11,724
1,1,9,55,5,0,115,0,1036
4,0,901,0,2,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,377,25,1018,0,15,52,5678
1,0,345,1,31,0,0.8,1,287
2,13,215,2,270,0,29,4,6262
1,0,902,0,1,0,1,1,946
1,0,243,46,199,0,14,5,3622
21,0,105,175,160,0,27,2,2851
1,0,441,37,6,0,2.1,0,947
1,0,139,45,10,0,8.8,0,1232
2,2,154,24,1,0,22,0,3427
1,8,66,31,23,0,19,2,1266
1,0,222,144,54,0,5.4,13,1213
1,0,1446,11,25,0,0.3,0,485
1,2,328,149,533,1,25,19,8342
1,0,379,2,66,1,15,17,5994
1,0,128,178,37,1,38,0,4912
1,8,291,174,51,1,4.2,0,1247
1,0,1076,53,138,1,5.6,0,6060
1,15,292,177,189,1,15,1,4544
1,11,214,18,80,1,14,0,3148
1,0,541,108,67,1,5.2,1,2867
1,37,135,193,22,1,11,0,1504
1,0,252,170,95,1,18,2,4695
1,0,780,1,11,1,0.8,0,686
1,0,505,87,551,1,5.2,1,2673
3,0,809,185,382,1,15,69,12226
247,0,940,5,81,1,3.5,0,3339
1,0,739,147,109,1,3.8,21,2821
1,4,402,97,428,1,46,0,18879
2,21,156,139,112,1,53,0,8359
6,66,653,178,271,1,2.3,20,1530
1,0,292,180,13,1,28,2,8438
2,0,506,161,163,1,5.3,6,2727
6,15,634,114,78,1,18,0,11935
4,0,916,96,116,1,1.8,7,1709
4,2,483,56,197,1,27,19,13314
3,12,453,35,184,1,15,27,6896
1,0,886,55,61,1,75,3,66640
5,30,531,85,55,1,7.6,8,4084
2,20,166,14,9,1,24,0,4063
1,0,193,22,3,1,7.6,0,1483
1,5,275,35,109,1,37,0,10316
4,18,572,162,194,1,2,11,1193
6,15,555,63,48,1,24,2,13571
1,18,183,167,26,1,20,0,3816
4,12,463,57,18,1,9.9,3,4585
1,0,1203,6,601,1,6.1,6,7426
16,4,220,12,14,1,9,2,1995
2,17,754,61,42,1,12,4,9424
5,0,417,0,58,1,4.4,0,1875
3,6,1033,137,167,1,11,1,11675
3,21,388,162,66,1,4.7,0,1827
2,17,118,0,0,1,0,0,0
2,4,369,173,32,1,3.5,0,1305
4,3,1032,31,60,1,3,3,3163
35,37,397,14,10,1,3.5,3,1418
0,0,0,0,0,1,0,0,0
1,0,947,14,27,1,3.4,0,3312
3,4,362,194,2,1,11,0,4050
2,8,452,188,108,1,24,1,11063
1,0,420,83,21,1,15,0,6581
2,1,594,140,28,1,6.6,0,3943
2,18,622,124,17,1,1.6,0,1013
2,0,390,182,163,1,9.3,33,3640
4,90,265,124,48,1,3.7,0,999
0,1,736,0,0,1,0,0,0
4,20,927,163,36,1,7.4,3,6938
5,0,382,7,112,1,24,27,9318
1,4,630,149,69,1,0.8,8,543
2,6,730,120,195,1,1.5,13,1138
4,0,338,29,13,1,1.6,2,566
1,0,552,1,621,1,37,34,20726
7,1,608,176,337,1,18,6,11192
10,33,542,196,1672,1,24,1,13331
1,94,540,192,47,1,21,0,11384
4,100,425,59,20,1,13,1,5822
3,1,760,4,962,1,41,185,31221
8,11,466,71,115,1,11,0,5442
6,0,782,114,30,1,6.3,0,4965
1,16,254,93,92,1,21,26,5399
3,10,597,140,332,1,6.7,20,4018
7,1,1095,54,301,1,11,18,12880
3,0,964,97,323,1,8.6,27,8360
8,1,706,127,165,1,4,10,2826
1,5,353,54,6,1,10,1,3535
1,86,727,154,77,1,6.6,0,4834
2,0,704,0,3,1,4.4,1,3161
1,5,666,154,84,1,0.7,1,484
2,0,1445,99,79,1,5.2,5,7539
8,36,352,17,66,1,2.6,4,938
2,4,1009,38,246,1,12,1,12119
5,0,0,0,0,1,0,0,0
0,20,2299,0,0,1,0,0,0
1,0,1128,105,85,1,6.8,12,7731
3,18,376,158,44,1,7.8,1,2935
0,5,4,0,0,1,0,0,0
6,62,0,0,0,1,0,0,0
1,21,169,99,20,1,30,7,5106
1,0,431,23,5,1,6.9,0,3014
1,3,549,185,29,1,19,0,10662
1,0,274,53,3,1,24,0,6756
0,0,0,0,0,1,0,0,0
4,0,705,49,67,1,4.4,0,3127
4,4,163,7,2,1,43,0,7157
0,17,371,0,0,1,0,0,0
2,16,362,177,164,1,6.2,0,2264
2,0,942,153,152,1,5.5,8,5271
2,0,90,0,0,1,0,0,0
1,87,731,154,143,1,3,3,2210
1,1,335,79,147,1,12,11,4095
1,0,648,19,30,1,14,25,9655
1,0,278,138,23,1,12,0,3338
1,0,951,7,17,1,2.7,6,2645
1,0,576,22,8,0,0.5,2,330
1,0,89,0,0,0,0.9,0,84
1,2,479,82,15,0,2.2,2,1084
1,1,5,6,3,0,28,0,141
1,0,226,1,2,0,1,0,244
1,0,603,10,31,0,0.2,1,176
0,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0
1,0,146,10,0,0,6.1,4,896
1,9,126,46,47,0,41,0,5203
1,0,115,9,24,0,11,0,1355
0,0,26,0,2,0,0,0,0
1,4,409,190,20,1,9.8,0,4019
1,6,448,124,74,1,2.8,13,1272
0,4,111,0,0,1,0,1,0
1,1,437,6,1144,1,3.3,3,1466
2,21,345,67,67,1,16,5,5689
4,6,246,79,222,1,55,4,13630
1,1,242,138,48,1,11,2,2812
1,26,225,49,45,1,13,18,3094
1,15,314,56,84,1,10,6,3437
1,1,827,145,570,1,13,8,10833
1,9,361,23,51,1,0.4,0,162
2,38,453,194,229,1,16,0,7403
1,7,278,50,14,1,7.3,2,2048
8,64,102,185,5,1,51,0,5223
1,1,328,185,32,1,4.7,0,1556
2,17,467,159,77,1,6.6,1,3108
2,316,1138,179,55,1,4.4,0,5091
1,0,4,86,3,1,576,0,2305
2,0,623,7,120,1,4.7,5,2962
3,1,164,107,26,1,24,0,4009
2,0,544,20,579,1,5.8,0,3166
4,34,309,196,971,1,120,8,37253
3,5,558,118,50,1,2.4,2,1355
5,95,369,38,33,1,11,0,4309
5,29,374,5,66,1,10,0,4110
2,9,156,124,87,1,20,2,3218
7,1,590,139,2265,1,7.1,0,4237
1,5,297,39,50,1,15,6,4648
6,0,1932,5,307,1,1.7,4,3407
1,24,157,192,32,1,78,0,12358
2,0,213,119,39,1,13,0,2951
20,28,483,109,90,1,7.9,0,3851
8,28,101,109,6,1,37,2,3829
3,62,328,137,84,1,15,9,5053
2,3,583,110,61,1,1.5,1,905
1,1,838,35,147,1,0.9,2,790
12,24,522,163,15,1,18,6,9676
8,0,547,16,26,1,27,0,14902
2,1,452,0,149,1,6.9,5,3135
1,10,314,52,118,1,6.8,3,2157
11,31,2418,0,0,1,0,0,0
3,7,87,31,18,1,126,0,11021
