@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1,3-7,9-13,15-18,20-25,28-31,33-35,37-39,41'

@attribute accounts numeric
@attribute votes numeric
@attribute days_active numeric
@attribute total_afd_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1,0}
@attribute edits_per_day numeric
@attribute images_uploaded numeric
@attribute total_edits numeric

@data
1,0,474,6,566,1,12,1,5764
1,0,329,25,102,0,4.5,1,1482
1,0,344,15,12,0,7.1,0,2474
1,0,438,7,115,0,23,0,10464
1,40,219,151,515,0,53,21,11657
1,1,56,10,7,0,7.2,0,407
1,0,49,0,2,0,0.5,0,28
1,0,299,19,20,0,4.4,0,1326
1,0,327,7,2,0,1.9,0,651
1,1,617,54,55,0,2.6,0,1612
1,16,130,16,80,0,14,1,1897
1,0,119,6,26,0,8.3,0,991
1,0,126,12,10,0,1.5,0,194
1,1,469,84,79,0,2.9,0,1370
1,0,351,4,3,0,0.4,0,153
1,1,490,2,46,0,2.4,4,1194
1,0,122,3,2,0,4.9,0,599
1,0,538,2,6,0,0.5,4,307
1,0,703,5,36,0,1.4,0,1014
1,1,38,2,1,0,1.5,0,59
1,3,367,33,25,0,5.8,0,2164
1,0,546,0,52,0,0.3,0,172
1,0,431,5,18,0,0.2,0,98
1,0,237,0,0,0,2.3,0,546
1,0,283,5,32,0,6.9,1,1966
1,0,4,0,2,0,79,0,317
1,0,163,0,0,0,1,0,172
1,0,70,11,16,0,8.3,5,581
1,0,216,72,8,0,11,0,2535
1,0,71,21,24,0,5.2,0,376
1,4,248,167,29,0,7.5,0,1874
4,2,1009,119,474,1,1.4,4,1477
1,0,46,34,197,0,51,0,2389
1,0,103,52,64,0,43,0,4513
1,20,336,43,397,0,38,0,12933
1,0,291,61,103,0,7.5,63,2206
1,0,191,48,363,0,20,3,3942
0,0,149,16,28,1,0,0,0
1,10,509,137,117,1,3.3,0,1712
2,14,873,151,312,1,5.7,10,4988
3,56,124,94,82,1,72,2,8983
2,9,119,63,8,1,9.7,1,1159
1,1,367,12,30,1,7.1,1,2630
5,0,154,129,42,1,4.3,2,663
0,29,0,0,0,0,0,0,0
1,0,366,23,1,0,6.2,1,2293
1,0,273,1,3,0,0.8,1,244
2,0,563,136,175,0,6.6,46,3753
1,0,400,17,18,0,0.8,0,335
1,0,501,0,9,0,0.2,2,123
2,0,0,0,0,0,0,0,0
1,0,49,0,0,0,3.2,0,160
1,0,73,84,8,0,49,3,3582
1,0,4,0,0,0,2.2,0,9
6,12,0,0,0,0,0,0,0
1,0,8,0,0,0,4.7,0,38
0,0,0,0,0,0,0,0,0
1,0,55,1,18,0,3.5,0,193
1,0,41,0,1,0,0.3,0,16
25,8,680,159,982,0,21,14,14802
11,0,159,8,2,0,2.5,0,413
48,12,627,11,43,0,4.6,6,2886
71,0,897,2,130,0,0.2,6,258
1,1,1091,199,868,0,12,0,14037
2,8,346,166,48,0,8.9,1,3108
9,3,461,1,3,0,6.2,3,2870
1,0,86,1,4,0,0.2,0,20
1,0,641,84,27,0,2.5,4,1611
1,0,22,0,1,0,10,0,239
1,0,0,0,0,0,0,0,0
3,0,299,3,5,0,1.9,0,585
1,0,137,180,4,0,13,0,1813
1,1,620,3,25,0,1,0,629
1,12,543,39,20,0,5.7,0,3103
1,0,23,0,16,0,5,0,117
1,1,33,0,13,0,13,0,440
3,0,607,49,17,0,4.7,5,2856
2,0,577,48,8,0,1.4,2,838
1,0,472,0,0,0,0.4,0,229
2,2,608,100,83,0,10,23,6571
1,0,223,5,16,0,11,1,2628
2,0,693,1,1,0,0.8,0,593
1,0,432,0,4,0,0,0,34
1,0,162,2,20,0,1.5,1,259
4,0,74,0,9,0,16,0,1230
1,0,747,0,0,0,0,0,0
10,7,553,48,29,0,18,1,10218
1,0,65,3,3,0,15,0,998
1,0,339,4,7,0,0.3,0,129
1,0,2,0,0,0,82,0,164
1,0,601,95,48,0,0.5,0,344
40,27,928,12,678,0,74,27,69419
1,0,59,0,0,0,4.2,0,252
1,0,15,0,1,0,4.6,0,69
1,0,259,127,8,0,28,3,7422
1,0,3,0,0,0,7,0,21
1,0,26,0,0,0,4.9,1,128
2,0,168,19,18,0,15,6,2634
0,0,0,0,0,0,0,0,0
1,0,840,32,24,0,1.6,0,1367
2,0,603,0,1,0,0.4,0,272
1,0,635,186,173,0,12,13,8213
1,0,41,0,2,0,9.1,0,374
1,0,54,0,6,0,4.9,0,268
1,0,42,0,0,0,0.8,0,37
3,0,263,0,26,0,2.6,2,689
1,2,387,1,87,0,3.4,0,1328
1,0,65,0,1,0,3,0,198
1,51,529,74,25,0,1.6,0,857
1,0,348,4,28,0,2.1,2,736
1,0,241,168,8,0,6.8,0,1650
2,1,276,55,692,0,38,22,10540
1,0,316,182,130,0,3,33,971
1,1,836,186,4,0,1.3,2,1153
4,0,1324,1,17,0,1.2,0,1643
5,0,1409,0,0,0,0,0,0
1,31,108,48,23,0,40,0,4331
1,0,354,1,151,0,5.9,9,2118
2,0,1019,3,7,0,0.1,0,166
1,1,0,0,0,0,0,0,0
2,0,174,65,43,0,16,17,2810
3,0,372,0,8,0,5.5,0,2067
2,10,0,0,0,0,0,0,0
1,5,104,1,625,0,35,0,3688
1,16,160,93,91,0,19,22,3106
1,0,530,7,55,0,4.8,4,2545
1,0,259,2,20,0,2,0,530
1,0,441,1,4,0,0.2,0,111
1,1,594,182,510,0,11,0,7127
1,0,402,0,33,0,4.3,0,1729
1,20,138,181,43,0,13,0,1903
1,2,800,10,64,0,4.9,10,3943
1,0,84,0,9,0,3.7,1,317
9,14,198,68,14,0,15,0,3118
1,0,59,13,29,0,5.3,4,317
1,0,104,0,1,0,8.6,0,895
15,1,777,188,720,0,6.8,88,5303
3,0,469,2,131,1,13,4,6474
3,0,919,53,264,1,14,3,13226
3,9,444,149,656,1,34,14,15397
46,32,542,112,96,1,5,6,2736
3,2,612,57,552,1,5,3,3062
1,0,868,112,91,1,8.8,1,7665
2,0,618,44,22,1,11,10,7289
38,16,1032,34,37,1,3.1,1,3278
3,13,804,59,45,1,6.6,4,5378
25,0,280,15,1,1,9.6,0,2696
1,12,235,0,216,1,0,0,0
19,8,536,47,5,1,5.3,0,2853
37,1,1444,63,1521,1,15,14,22795
2,0,620,39,80,1,3.2,35,2038
2,0,959,29,1,0,6.4,1,6191
2,0,18,0,0,0,0,0,0
1,0,251,0,0,0,0,0,19
2,0,1099,66,3,0,0.8,0,943
2,0,440,1,27,0,2.3,4,1046
14,5,890,4,4,0,25,0,22487
1,0,162,0,0,0,0.9,0,150
20,0,954,78,45,0,8.3,16,7927
1,0,62,1,8,0,251,0,15622
2,0,1793,7,24,0,1.9,35,3490
1,0,1213,1,42,0,0,0,68
0,0,469,6,0,0,0,0,0
8,7,666,8,84,0,3.4,17,2314
1,0,9,1,4,0,8.1,0,73
1,0,63,7,4,0,1.7,0,108
3,0,521,166,24,0,2.9,21,1521
3,3,638,84,3,0,1.8,9,1170
9,81,443,0,0,0,0,0,0
4,22,180,14,192,0,59,0,10675
1,0,330,0,1,0,0,0,27
2,0,1113,0,133,0,1.5,2,1678
1,0,60,0,17,0,9.6,20,579
10,0,859,46,21,0,1.6,4,1389
35,0,449,188,161,0,66,1,29948
6,1,451,10,13,0,2.7,17,1234
1,0,422,0,1,0,0.2,0,115
1,0,1,0,0,0,5,0,5
54,0,799,53,829,0,29,2,23461
1,0,1054,30,20,0,0.4,5,484
1,0,821,0,10,0,0.1,0,112
17,0,167,0,32,0,8.6,2,1444
1,0,521,51,25,0,1.3,0,713
1,0,6,0,4,0,28,0,170
1,0,44,0,1,0,3.1,0,140
1,0,1093,0,1,0,0.1,0,110
3,0,739,17,38,0,2.1,1,1593
13,0,251,0,3,0,2.7,0,695
6,0,833,4,1,0,0.3,2,287
3,0,273,0,0,0,0,0,0
1,0,246,0,1,0,0,0,3
35,21,553,53,47,0,10,0,5868
2,0,524,120,17,0,8.3,0,4386
1,0,310,7,9,0,3.6,0,1130
13,4,104,0,0,0,0,0,0
1,0,208,0,2,0,0.2,0,53
1,0,6,48,4,0,11,0,67
0,1,1595,0,0,0,0,0,0
2,0,1020,0,39,0,2.7,31,2823
21,4,661,18,16,0,26,10,17609
2,7,710,9,28,0,5.5,0,3946
2,4,682,104,22,0,1.8,0,1293
2,1,958,60,537,0,3.8,6,3661
1,0,45,0,4,0,4.6,0,210
17,4,780,30,19,0,7.7,0,6027
2,0,651,126,5,0,1.2,13,846
1,0,209,0,0,0,0,0,0
1,0,550,1,1,0,1,1,578
5,0,323,13,42,0,3.6,0,1175
1,0,506,0,4,0,0,0,25
3,0,409,0,0,0,0.2,0,111
0,29,0,0,0,0,0,0,0
1,0,638,0,8,0,0.2,0,151
7,18,274,14,52,0,3.4,5,949
3,33,0,0,0,0,0,0,0
3,3,686,10,2,0,1.9,1,1307
1,0,160,0,0,0,0.4,1,77
0,3,0,0,0,0,0,0,0
35,1,1003,75,1528,0,32,3,32113
6,27,2423,101,2351,0,9.4,22,23014
37,69,270,178,3075,0,45,14,12280
1,18,465,152,20,0,21,0,9896
2,87,558,193,1957,0,10,17,5880
1,0,0,0,0,0,0,0,0
1,0,417,72,1,0,0.5,0,235
1,0,25,0,0,0,8,0,200
1,0,1827,1,9,0,0,0,41
1,1,1656,199,1954,0,48,0,79822
6,0,423,0,0,0,0,0,0
14,2,281,130,4,0,52,3,14637
8,1,105,3,31,0,21,1,2276
1,0,121,1,8,0,4,0,496
2,16,394,168,34,1,22,4,8873
1,4,909,85,270,1,1.3,7,1208
1,1,380,43,85,1,3,1,1154
3,1,218,15,66,1,10,4,2340
4,9,265,159,56,1,10,24,2650
1,16,477,141,111,1,2.1,0,1010
1,1,435,171,208,1,7,55,3047
1,0,1477,2,719,1,1.3,0,1927
1,0,622,16,16,1,3.8,0,2364
1,0,739,188,227,1,14,16,10991
1,77,565,134,109,1,8.4,21,4790
1,0,298,97,80,1,17,7,5186
1,0,3,0,0,0,71,0,213
2,0,148,0,2,0,0.6,0,103
1,0,422,0,139,0,3.4,6,1438
4,10,937,111,750,0,8.5,2,8003
1,0,389,0,1,0,0,0,14
1,1,205,49,35,0,2,17,419
1,0,268,0,3,0,0.2,0,69
1,0,303,119,36,0,2.5,0,775
2,0,567,56,81,0,11,0,6404
1,1,264,175,2,0,15,0,3972
4,21,681,146,284,0,17,34,12227
1,8,429,36,283,0,12,9,5162
8,158,554,191,1740,0,29,24,16093
1,25,354,5,6,0,30,1,10698
4,130,793,94,314,0,2.1,6,1715
1,3,17,5,1,0,64,0,1093
7,0,548,133,209,0,9.8,0,5412
0,0,72,1,111,0,0,0,0
58,0,980,186,2689,0,1.6,226,1596
1,37,823,73,12,0,2.4,0,2048
1,0,216,2,36,0,13,6,2919
1,0,50,0,0,0,84,0,4218
1,0,86,11,0,0,0.9,0,83
26,3,309,134,15,0,8.8,0,2747
1,0,26,0,1,0,5.5,0,144
1,0,104,0,0,0,0.9,3,95
1,1,731,2,22,0,0.7,0,531
2,28,556,78,12,0,4.8,2,2680
1,0,411,1,10,0,0.9,3,408
1,11,0,0,0,0,0,0,0
1,0,103,0,3,0,1.7,1,180
1,4,595,90,24,0,8.1,1,4843
2,0,209,58,44,0,21,5,4389
13,2,692,104,63,0,2.7,2,1897
2,0,135,1,10,0,11,0,1518
2,0,439,4,3,0,1.1,0,497
1,0,74,194,21,0,32,12,2434
1,0,1,0,0,0,1,0,1
1,0,88,0,1,0,1.8,0,167
3,1,597,13,134,0,15,4,9195
1,0,408,48,12,0,1,0,418
2,0,425,7,10,0,5.3,0,2280
4,0,319,153,97,0,12,1,3939
5,1,177,9,12,0,7.6,0,1358
1,0,358,19,83,0,0.2,0,83
1,0,108,8,5,0,6.4,8,695
1,0,1,0,0,0,18,0,18
1,0,186,1,5,0,1.6,0,302
6,0,757,40,118,0,21,0,16285
1,0,314,0,6,0,5.4,4,1723
1,0,190,0,2,0,1.1,0,213
1,0,10,0,0,0,5.6,0,56
1,1,122,100,1,0,16,4,1998
3,8,266,18,1,0,6.5,1,1731
3,7,211,40,19,0,16,10,3396
2,2,1045,176,101,0,6.1,4,6457
1,0,339,0,19,0,2,0,700
1,0,11,8,2,0,8.9,0,98
1,1,508,0,0,0,0.2,0,133
1,0,229,177,18,0,9.9,0,2280
1,0,1,0,10,0,108,0,108
1,73,249,0,0,0,0,0,0
5,19,549,41,6,0,2.9,0,1605
1,0,47,0,0,0,3.4,0,163
1,0,439,0,19,0,0.6,4,293
3,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9,0,41,17,1,0,9.4,0,388
1,0,1273,3,7,0,0.2,0,348
2,15,254,156,22,0,9.8,0,2491
11,16,551,34,37,0,1.2,1,707
1,0,50,1,1,0,6.5,0,328
2,34,365,177,18,0,16,2,5905
2,1,616,0,7,0,0.2,0,133
1,4,413,41,5,0,4.1,3,1718
1,54,248,44,25,0,0.7,0,175
1,0,64,0,0,0,1.2,0,77
1,0,49,0,3,0,5.1,0,250
1,0,275,120,7,0,3.7,3,1021
1,0,1,0,0,0,11,0,11
4,0,796,6,92,0,1.8,0,1460
1,0,264,140,11,0,0.3,0,102
0,0,0,0,0,0,0,0,0
11,0,670,2,1,0,0.2,0,157
1,0,21,1,14,0,5.8,0,123
1,0,287,36,2,0,1,0,306
1,0,69,1,1,0,2.1,4,146
1,0,466,34,33,1,4,2,1907
0,0,2265,0,0,0,0,0,0
1,0,45,0,2,0,5.7,0,257
1,0,629,2,42,0,1.7,3,1079
3,9,833,174,218,0,15,0,13202
0,0,0,0,0,0,0,0,0
1,7,330,15,109,1,7.3,0,2427
1,0,218,185,94,1,7.3,3,1602
1,0,512,140,35,1,3,2,1547
1,0,188,149,396,1,7.2,0,1368
1,0,347,4,57,1,4.5,3,1595
1,1,81,199,103,1,86,0,6987
1,0,62,3,76,1,68,0,4242
2,42,336,105,66,1,6,11,2032
20,25,366,117,72,1,5.2,5,1928
4,2,838,37,57,1,6.6,6,5588
2,0,596,9,17,1,13,4,8075
2,0,631,6,24,1,6.6,3,4215
1,1,145,78,42,1,47,10,6843
1,77,315,112,58,1,7.5,0,2371
4,0,804,16,783,1,7.1,0,5747
5,7,537,16,72,1,10,2,5519
5,8,511,22,326,1,11,16,5677
7,0,547,29,114,1,0.7,88,389
3,1,401,17,19,1,8.1,15,3287
1,0,279,124,16,1,21,0,5998
2,130,324,121,175,1,4.5,0,1486
0,1,325,0,0,1,0,0,0
2,1,902,8,119,1,1.5,3,1440
3,0,977,58,200,1,7.8,42,7672
7,0,763,83,27,1,3.1,2,2398
1,2,360,132,20,1,46,0,16736
129,4,273,96,64,1,1.7,4,478
4,20,347,58,94,1,24,7,8561
3,0,793,160,588,1,13,9,10755
2,4,486,133,66,1,10,4,5075
2,15,800,27,53,1,9.4,2,7551
5,19,770,159,70,1,2.6,1,2050
1,2,687,1,7,1,5.9,0,4089
4,3,1377,80,171,1,7.3,0,10060
1,1,29,0,0,1,0,0,0
6,9,179,36,49,1,217,0,38926
2,7,399,106,211,1,18,0,7344
5,22,161,92,153,1,37,1,5995
1,0,666,13,77,1,23,0,15465
2,0,277,86,47,1,9,3,2513
1,44,410,112,4,1,10,3,4450
2,1,1053,78,6,1,3.3,1,3539
1,19,468,122,26,1,16,12,7798
4,34,412,18,2,1,14,1,6102
2,27,883,60,23,1,6.6,3,5856
1,0,775,62,42,1,6,0,4718
3,9,292,163,596,1,30,13,8854
1,1,496,3,340,1,10,35,5002
1,1,801,191,513,1,1.9,1,1581
5,27,656,100,196,1,6.3,7,4158
8,2,1400,12,20,1,3.3,2,4716
1,9,442,33,3,1,12,2,5646
1,23,411,148,29,1,13,0,5708
1,0,8,0,0,1,0.1,0,1
2,2,705,182,341,1,9.7,9,6841
1,5,975,31,40,1,3.9,3,3882
2,0,573,28,354,1,20,10,11474
12,7,663,99,2087,1,23,3,15260
7,2,765,52,533,1,15,15,11496
57,0,426,175,62,1,19,25,8301
5,1,463,92,107,1,17,5,8180
11,21,312,129,100,1,28,1,8746
3,0,944,54,42,1,2.1,3,2049
8,10,887,116,380,1,18,36,16743
2,6,883,30,157,1,14,10,12730
236,2,346,180,310,1,12,9,4259
7,5,1008,77,163,1,7.9,24,8044
1,2,131,150,322,1,64,2,8445
8,0,1102,1,10,1,0.3,0,401
3,0,338,93,6,1,8.3,2,2822
7,12,486,159,52,1,12,4,6035
12,2,1596,165,100,1,15,60,24713
1,6,417,74,180,1,8.7,0,3647
2,168,648,24,18,1,19,0,12827
2,4,126,66,163,1,68,7,8637
8,1,1751,22,151,1,3.9,5,6890
9,17,1377,142,84,1,4.1,2,5769
4,0,723,46,23,1,8.8,1,6374
1,1,292,145,139,1,14,11,4166
4,5,390,27,11,1,2.2,2,884
1,12,811,10,88,1,2.3,1,1916
1,0,402,119,38,1,6.6,0,2656
4,3,1657,49,1316,1,4.8,0,7978
1,0,488,57,1,1,3.8,0,1856
4,1,0,0,0,1,0,0,0
7,0,488,22,6,1,22,0,10864
4,0,534,31,206,1,7.1,1,3801
23,46,1116,29,2,1,15,0,17081
3,0,440,154,120,1,6.3,19,2811
3,31,358,29,27,1,7.2,0,2592
13,71,0,0,0,1,0,0,0
11,4,300,114,46,1,45,11,13794
1,4,713,74,26,1,16,1,11700
4,26,211,18,3,1,11,0,2394
1,0,757,47,105,1,1.5,4,1141
1,15,171,20,61,1,15,7,2583
177,137,725,137,41,1,17,0,12866
2,1,203,73,28,1,30,2,6231
1,1,194,142,99,1,22,0,4320
1,7,246,144,1,1,51,0,12700
1,15,213,28,53,1,12,1,2583
2,64,217,144,255,1,30,3,6517
3,1,360,178,12,1,4.7,1,1713
10,26,326,11,162,1,16,0,5390
5,56,342,16,165,1,11,1,4074
3,17,358,185,531,1,18,0,6557
2,2,251,183,275,1,9.6,20,2420
22,71,383,7,68,0,52,13,20228
51,93,819,10,27,0,10,0,8427
19,18,688,152,93,0,2.2,0,1554
1,1,1912,199,2454,0,28,0,54015
27,50,1058,88,196,0,3.3,42,3534
2,0,1,0,0,0,4,0,4
16,0,497,1,1,0,2.3,0,1153
4,0,1,0,3,0,72,0,72
1,0,74,0,0,0,0.9,0,69
5,0,1,1,0,0,141,0,141
2,0,612,5,89,0,7.6,2,4656
32,0,576,8,33,0,1.2,1,725
18,184,446,160,430,0,60,14,27188
1,0,808,1,0,0,0.1,0,92
14,0,125,112,24,0,13,0,1626
22,3,721,168,50,0,1.6,0,1192
20,4,811,17,23,0,3.1,1,2576
38,11,1004,163,237,0,15,3,15212
1,0,154,0,0,0,0,0,15
0,0,247,0,17,0,0,0,0
29,0,1178,174,925,0,19,2,22962
42,1,249,8,4,0,0.6,12,168
27,22,271,167,67,0,21,1,5847
1,0,1,0,0,0,76,0,76
70,0,260,0,3,0,1.4,12,373
1,0,0,0,0,0,0,0,0
16,25,183,21,193,0,26,2,4893
44,3,349,93,552,0,11,5,4014
3,0,1313,22,254,0,9.6,45,12677
2,0,966,88,79,0,0.8,0,854
27,0,276,73,54,0,141,20,38957
13,2,164,29,25,0,73,0,12053
25,1,1043,138,189,0,15,13,16545
1,0,168,0,0,0,0.1,0,18
175,2,33,1,2,0,27,0,914
23,0,844,13,123,0,7,1,5988
20,0,661,128,1243,0,19,8,12784
3,2,818,103,31,0,11,3,9029
21,0,78,0,0,0,0,0,0
48,6,622,125,56,0,13,12,8221
13,11,0,0,0,0,0,0,0
3,0,258,29,28,0,11,14,2901
18,8,105,32,11,0,13,1,1380
38,3,417,64,26,0,8,0,3350
194,271,1083,26,104,0,15,3,16551
10,0,282,0,0,0,0,0,0
14,0,2095,17,43,0,0.7,0,1662
14,6,42,0,0,0,0,0,0
32,9,604,177,31,0,6.1,1,3698
2,0,473,84,5,0,9.8,1,4652
26,0,0,0,0,0,0,0,0
61,2,1087,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
15,1,1466,32,339,0,1.6,6,2486
1,0,1137,0,0,0,0.2,0,318
5,1,9,0,2,0,22,0,206
1,0,416,62,38,0,2.8,0,1195
108,3,1409,1,758,0,9.1,10,12853
1,0,206,0,2,0,0,0,6
629,112,186,121,81,0,60,155,11253
0,0,0,0,0,0,0,0,0
15,0,394,0,2,0,1.1,0,439
36,49,560,52,83,0,7.5,57,4227
8,1,235,5,16,0,1.5,1,354
6,0,513,0,4,0,0.6,0,340
31,9,331,70,58,0,11,1,3728
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
18,0,375,2,2,0,3.1,0,1170
1,0,690,197,5638,0,60,881,41962
6,0,0,0,0,0,0,0,0
14,0,45,0,15,0,27,158,1236
11,0,818,0,2,0,0.1,0,142
40,10,0,0,0,0,0,0,0
16,2,181,62,3,0,15,0,2771
1,0,870,27,10,0,0.9,0,841
78,20,248,136,32,0,1.7,3,437
10,2,75,2,2,0,5.1,3,385
2,33,1114,72,122,0,3.2,0,3602
2,0,1261,45,615,0,24,2511,30409
1,0,219,0,31,0,7.5,34,1651
7,0,702,44,10,0,2.7,0,1929
1,0,1106,135,816,0,7.9,75,8796
4,0,653,39,25,0,0.3,3,242
1,0,762,7,59,0,3,40,2302
8,1,1054,175,10,0,7.3,2,7732
2,1,1033,21,6,0,4.5,2,4653
20,0,78,2,2,0,5.4,0,427
13,11,261,7,32,0,26,0,6790
40,57,0,0,0,0,0,0,0
3,0,68,0,1,0,1.6,0,115
1,0,24,0,4,0,25,0,604
34,12,1088,24,55,0,4.7,0,5176
24,16,2489,105,20,0,4.6,1,11617
15,0,425,109,2,0,2.1,0,926
6,0,9,7,0,0,14,0,132
2,0,1232,0,425,0,2.2,8,2716
54,0,233,172,275,0,15,0,3565
3,38,1343,167,1821,0,66,681,89328
1,0,245,1,233,1,22,1,5451
0,0,3877,0,0,1,0,0,0
1,0,92,0,9,1,14,0,1301
1,0,78,99,64,1,13,0,1040
0,0,0,0,0,1,0,0,0
1,0,96,0,17,1,3.8,0,368
1,0,548,5,22,1,2.2,0,1212
1,0,619,94,840,1,22,0,13942
1,1,105,0,488,1,38,0,4080
1,0,451,4,148,1,7.1,0,3224
1,0,201,33,175,1,5.7,0,1159
1,0,241,0,73,1,3.8,0,922
1,0,64,128,151,1,40,0,2591
1,0,735,0,1154,1,6.9,0,5082
1,0,235,7,26,1,9.1,0,2141
1,0,585,24,1295,1,8.6,1,5062
148,3,1912,1,818,0,16,10,31217
3,0,725,29,865,1,8,16,5863
1,10,551,61,567,1,2.7,0,1491
1,0,470,73,328,1,9.1,0,4282
4,0,902,65,85,1,14,0,13086
2,23,576,163,79,1,25,1,14452
2,0,442,30,334,1,39,0,17614
47,26,351,68,192,1,8.8,0,3095
2,5,580,119,106,1,35,148,20617
3,0,451,142,1803,1,70,1,31979
2,62,320,107,70,1,9.2,0,2955
17,5,557,96,74,1,9.2,0,5139
4,12,669,77,5,0,46,0,31044
2,13,212,157,179,0,17,36,3706
2,13,338,159,366,0,21,14,7205
1,0,120,179,458,1,93,0,11198
3,0,271,19,663,1,30,0,8175
1,0,415,89,130,1,49,0,20674
1,0,310,164,555,1,10,1,3148
1,0,900,124,518,0,3.3,1,3048
1,0,605,27,58,1,4.4,1,2706
1,3,203,174,471,1,14,1,2981
1,50,128,101,718,1,42,0,5456
1,30,314,88,1051,1,41,100,13045
1,0,529,74,200,1,10,0,5530
1,0,184,45,540,1,15,6,2823
1,0,451,131,336,1,2,0,910
1,0,457,43,50,1,4.2,0,1956
1,1,214,121,174,1,18,2,3983
1,0,426,5,1268,1,8.4,0,3598
1,0,420,9,1196,1,7.4,5,3112
3,20,578,83,117,1,1.8,25,1069
11,2,720,12,2,1,107,0,77538
99,0,811,42,170,1,48,6,39593
49,2,918,130,26,1,26,6,24402
4,4,798,75,19,1,5.4,5,4364
41,0,875,35,138,1,12,0,11124
1,0,706,44,618,1,1.1,0,791
1,0,1354,1,1,0,0.2,0,300
3,1,49,0,1,0,0.7,0,39
4,0,158,0,0,0,1.2,0,198
1,0,1,0,0,0,12,0,12
14,0,329,0,7,0,9.9,0,3259
3,0,575,1,1,0,0.5,0,335
23,0,126,0,18,0,3.7,0,473
16,0,283,9,6,0,1.1,11,322
10,0,360,0,2,0,0.1,0,43
15,0,178,2,1,0,4,1,727
13,0,231,5,6,0,0.3,0,88
11,0,56,0,3,0,1,6,61
1,0,1071,2,82,0,2.8,0,3052
4,0,60,0,0,0,1.2,0,77
4,0,22,1,6,0,6.2,0,138
11,0,51,0,1,0,1.1,0,59
23,18,170,111,3,1,17,5,2963
14,1,1265,0,0,0,0,0,0
1,0,905,170,4,0,0,0,85
2,5,0,0,0,0,0,0,0
1,0,946,0,5,0,0,0,79
2,2,1177,94,22,0,6.1,0,7280
1,0,13,0,0,0,8.9,0,116
0,1,424,0,0,0,0,0,0
4,0,492,22,625,1,8.6,2,4254
4,0,738,127,182,1,3,1,2254
2,15,254,12,18,1,8.4,0,2152
2,0,633,198,67,1,6.9,10,4422
1,95,150,42,20,1,38,0,5771
2,71,227,0,0,1,0,0,0
5,25,2013,0,0,1,0,0,0
1,85,659,11,68,1,12,0,8082
1,0,143,0,0,0,0.1,0,21
1,0,111,0,3,0,1.1,0,129
16,26,474,6,66,0,28,0,13460
63,0,1224,69,539,0,2.3,2,2910
130,18,2269,174,56,0,6.9,0,15760
23,0,180,0,2,0,21,3,3954
78,23,811,37,559,0,20,10,16798
4,0,1453,2,24,0,0,4,108
62,31,494,166,104,0,16,3,7969
16,0,159,0,5,0,4.3,6,684
112,1,136,0,0,0,0,0,0
118,73,474,189,117,0,5.1,508,2454
2,0,1973,2,21,0,0.4,9,873
1,0,1437,188,142,0,16,0,23399
0,0,0,0,0,0,0,0,0
1,0,123,0,2,0,3.5,0,442
9,3,69,93,13,0,79,3,5498
1,1,279,26,2,0,1.5,5,421
66,0,666,27,102,0,2.4,1,1649
1,0,444,50,135,0,0.1,0,63
3,0,515,22,4,0,12,3,6422
4,0,372,1,0,0,1.1,0,433
4,2,426,153,13,0,5.3,11,2293
14,7,294,29,62,0,14,12,4354
1,2,184,1,5,0,3.5,6,647
1,5,89,20,11,0,10,0,915
3,194,610,16,10,0,7.1,0,4377
1,0,822,0,0,0,0,0,0
1,7,861,4,4480,0,31,1,27140
1,0,659,0,2,0,0.3,0,201
2,0,1771,3,9,0,0.1,9,208
1,0,147,0,5,0,0.1,0,22
1,0,536,1,4,0,0.1,0,68
9,0,537,1,76,0,16,11,9083
1,0,55,16,8,0,8.2,0,453
2,0,981,49,8,0,3.6,0,3559
14,0,83,31,1,0,3.8,0,323
1,0,141,0,2,0,2,0,295
16,8,656,12,7,0,6.3,3,4197
1,0,9,0,1,0,6.7,0,61
1,0,995,0,3,0,0,0,23
3,2,886,24,134,0,6.8,6,6099
1,0,316,36,10,0,0,0,0
2,2,633,103,22,0,19,3,12300
4,22,142,47,20,0,23,0,3296
17,3,1104,12,98,0,6.7,0,7483
32,0,439,31,67,0,12,29,5626
2,37,233,190,93,0,20,4,4885
4,1,0,0,0,0,0,0,0
30,6,270,125,20,0,13,9,3593
1,0,905,2,9,0,1.3,0,1194
1,0,236,0,0,0,8.3,0,1968
1,0,165,1,1,0,0,0,12
0,0,607,0,0,0,0,0,0
15,0,737,4,36,0,3.7,0,2786
16,74,271,192,307,0,19,0,5383
3,7,522,23,25,0,5.4,1,2834
1,0,380,0,3,0,0.2,0,110
1,1,1255,3,24,0,0.9,1,1201
10,2,138,0,19,0,4.2,0,580
1,44,0,0,0,0,0,0,0
1,0,485,60,710,0,9.7,102,4715
10,0,0,0,0,0,0,0,0
7,42,0,0,0,0,0,0,0
3,44,1097,183,391,0,3.3,10,3697
2,1,357,178,10,0,5.1,0,1834
9,17,169,10,36,0,4.5,0,770
1,0,25,4,2,0,4.1,0,104
1,31,396,2,0,0,0,0,0
