@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-2,4-5,7-8,11-14,18-20,23-26,28,31-36,41-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1,9'

@attribute user_talk_edits numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute isSuccessful {1,0}
@attribute template_edits numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric

@data
210,14,648,1645,224,0,0,32,245,30,27
95,0,8,70,89,0,0,2,8,126,0
504,13,2201,9315,1147,0,0,175,165,677,119
3,0,0,0,3,0,0,0,0,2,0
1128,24,2895,12436,1752,0,0,198,647,1594,52
144,0,6,54,155,0,0,3,12,70,2
316,5,378,1282,101,0,0,70,22,58,13
31,0,13,493,51,0,0,0,10,65,0
18,0,2,18,36,0,0,0,0,0,0
1590,2,609,1829,1284,5,0,4,63,275,2
0,0,0,0,0,0,0,0,0,0,0
112,2,126,506,311,0,0,29,27,52,0
4474,155,194,2995,287,3,0,32,40,290,9
0,0,0,0,0,0,0,0,0,0,0
79,3,4,64,40,0,0,8,6,132,0
110,0,21,257,78,0,0,0,28,85,0
0,0,0,0,0,0,0,0,0,0,0
162,8,437,1312,372,0,0,49,18,304,10
25,2,5,34,7,0,0,2,1,60,1
782,34,309,635,785,0,0,3,109,412,7
324,0,190,1513,56,0,0,16,44,277,7
822,0,513,1218,298,0,0,4,123,59,0
41,0,193,207,82,0,0,5,7,112,8
549,1,79,988,865,0,0,75,141,274,4
0,0,1,23,5,0,0,0,0,3,0
12,0,3,2,11,0,0,0,0,2,0
81,0,62,532,27,0,0,8,1,13,0
211,1,59,234,308,0,0,14,38,168,3
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
250,69,250,4719,131,0,0,75,12,85,13
9,4,24,201,15,0,0,2,0,30,2
391,10,501,3888,445,0,0,225,119,598,19
141,2,2,87,43,0,0,10,0,656,5
76,20,67,3112,212,1,0,6,78,36,0
425,2,92,1661,538,0,0,6,6,62,0
100,0,20,609,128,0,0,30,2,33,25
443,0,42,655,34,0,0,0,0,58,0
989,0,140,1760,220,0,0,0,18,299,0
250,2,50,599,145,0,0,1,4,214,0
67,17,78,985,29,0,0,0,0,37,0
20,0,28,324,50,0,0,7,1,49,5
610,48,740,5767,609,4,1,77,19,276,112
62,22,14,4950,511,0,1,54,107,108,2
373,0,326,3711,293,0,1,29,23,118,35
73,0,53,276,762,0,1,0,21,55,7
167,1,248,4858,604,0,1,9,69,88,0
502,4,428,2656,352,0,1,6,66,462,1
388,1,257,2193,135,0,1,15,43,64,36
315,22,378,1759,285,0,1,18,8,63,6
331,0,54,326,665,0,1,0,12,116,0
405,8,252,2923,943,0,1,47,48,26,23
12,0,3,629,19,0,1,0,1,11,0
123,1,187,2063,220,1,1,6,23,16,4
1106,227,641,8037,1317,3,1,321,52,329,38
201,0,1019,1850,202,0,1,13,41,2,8
114,27,206,2319,80,0,1,9,17,36,2
1083,0,93,14477,2570,0,1,87,120,402,27
1883,0,747,5142,445,0,1,19,27,73,20
416,23,24,842,153,0,1,10,9,50,0
4239,2,256,2920,785,0,1,2,33,201,0
152,6,638,1413,360,0,1,28,42,67,17
4475,1,427,4206,2021,0,1,17,221,497,58
178,0,275,670,330,0,1,1,168,87,0
1184,59,264,10256,1192,0,1,88,55,156,53
1160,53,550,4045,494,0,1,67,167,257,47
292,11,182,65579,332,2,1,4,47,167,6
440,77,110,2729,402,1,1,18,93,161,19
1267,1,323,1096,860,0,1,30,174,301,6
750,1,37,597,68,0,1,1,5,19,3
925,2,4343,1969,1410,2,1,272,955,289,55
250,5,125,424,340,0,1,0,9,31,3
1668,57,2141,6319,1565,2,1,366,786,401,234
1502,0,49,1255,796,0,1,6,35,169,4
1325,7,69,2770,232,0,1,8,2,160,10
360,10,1252,5454,93,2,1,104,26,64,29
232,3,393,218,594,1,1,46,181,309,16
1987,43,869,3429,2923,0,1,8,91,60,10
26,0,44,1490,215,0,1,9,19,64,3
1460,37,1449,5592,1838,3,1,374,606,214,97
596,0,70,751,295,0,1,10,56,41,8
0,0,0,0,0,0,1,0,0,0,0
86,1,32,922,144,0,1,5,18,15,0
651,4,184,1248,721,0,1,8,37,296,12
483,3,47,559,205,0,1,1,54,65,1
0,0,0,0,0,0,1,0,0,0,0
1135,1,190,1641,251,1,1,5,51,30,0
1083,1,97,2361,238,0,1,1,200,69,0
3824,9,187,5622,987,0,1,14,47,360,1
3792,10,59,1950,466,0,1,32,91,174,3
1235,0,79,2365,193,0,1,3,30,36,0
219,5,83,360,313,8,1,1,7,16,1
1136,7,223,1444,581,2,1,6,18,218,2
284,1,42,287,289,0,1,9,51,33,3
0,0,0,0,0,0,1,0,0,0,0
1616,5,415,2112,1932,1,1,28,486,312,15
3476,67,373,3911,889,0,1,15,17,550,12
33,0,51,302,113,0,1,0,6,38,0
227,0,111,632,104,0,1,1,9,53,1
133,8,31,207,85,0,1,28,10,44,11
1663,49,890,15570,1967,0,1,65,79,404,3
765,14,541,9104,435,0,1,32,200,82,7
1862,4,584,8611,1239,2,1,288,113,522,66
2554,0,361,7217,823,6,1,173,25,182,25
863,27,2228,1744,599,0,1,22,70,81,3
656,861,3175,23680,418,0,1,150,757,1296,147
1650,1,322,2150,1007,0,1,25,149,126,7
544,2,686,2495,921,0,1,32,158,78,26
933,16,1832,570,1399,1,1,24,329,148,141
1032,7,394,1895,552,0,1,11,56,58,12
67,19,8999,2803,231,14,1,3,117,82,87
195,96,394,6820,514,0,1,73,15,61,8
551,100,182,916,891,3,1,64,71,42,1
1452,1,70,1542,280,0,1,11,27,147,3
142,0,145,2100,2312,0,1,27,24,77,6
402,147,468,1366,288,0,1,70,193,195,26
197,0,12,161,95,0,1,0,3,15,0
870,18,1064,3984,1012,0,1,12,214,356,2
214,0,117,424,150,0,1,1,5,22,1
1839,15,2965,5486,637,1,1,469,269,160,56
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
938,57,309,4159,2005,0,1,16,30,196,0
740,1,38,1951,155,0,1,9,1,38,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
2047,18,332,1470,862,0,1,24,92,249,8
575,0,575,1200,291,2,1,1,288,81,1
739,8,239,7931,1124,0,1,36,416,164,1
2103,0,1095,2400,460,1,1,4,155,491,1
0,0,0,0,0,0,1,0,0,0,0
208,1,718,1881,150,1,1,11,9,82,15
1069,3,3216,1058,1189,0,1,276,116,129,101
0,0,0,0,0,0,1,0,0,0,0
290,0,82,1538,208,0,1,3,25,96,0
662,35,323,3384,596,0,1,1,74,131,2
0,0,0,0,0,0,1,0,0,0,0
308,0,335,701,632,0,1,5,175,48,5
295,40,770,2209,396,1,1,30,236,103,9
377,99,2192,5911,346,0,1,49,493,163,21
656,0,710,1274,532,0,1,0,81,77,0
147,2,431,974,711,0,1,4,267,99,10
32,3,9,246,21,0,0,0,0,17,0
5,0,23,22,18,0,0,0,0,16,0
200,1,206,260,276,2,0,16,50,69,2
15,0,10,71,19,0,0,0,0,7,15
21,0,78,110,5,0,0,0,2,28,0
10,1,12,21,108,0,0,2,4,17,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
65,6,81,99,355,0,0,24,21,238,6
852,8,347,2216,782,0,0,31,324,638,5
147,0,9,916,66,0,0,9,3,190,0
0,0,0,0,0,0,0,0,0,0,0
192,41,442,2237,988,0,1,2,26,81,1
180,7,27,750,141,0,1,3,74,70,5
0,0,0,0,0,0,1,0,0,0,0
40,0,121,1217,29,0,1,1,0,13,0
1006,7,1178,2094,963,0,1,24,257,144,11
2487,6,1357,7735,1231,0,1,301,102,290,118
447,6,136,1721,258,0,1,8,64,170,1
677,20,264,1273,428,0,1,128,136,119,35
365,2,152,2215,383,0,1,76,31,133,15
271,22,1240,7259,698,1,1,432,236,415,38
9,0,22,108,18,0,1,1,3,0,1
355,0,628,5411,885,1,1,6,92,13,7
255,4,304,1137,160,0,1,11,16,146,13
971,0,831,1472,1599,0,1,2,225,117,5
231,2,187,808,115,0,1,2,97,49,1
245,2,465,1792,457,0,1,34,48,33,29
587,14,206,3112,889,1,1,31,57,134,15
490,6,149,300,1227,0,1,5,74,52,2
343,2,206,2101,202,0,1,9,10,79,0
658,0,265,2556,352,0,1,3,13,115,0
104,0,297,1779,907,0,1,11,22,28,6
8659,15,3055,20757,3684,0,1,298,55,618,50
371,0,305,406,226,0,1,0,31,14,2
1006,2,173,1331,1587,0,1,15,88,46,59
987,3,122,1597,954,0,1,81,23,319,18
236,31,261,1710,765,0,1,7,93,65,8
162,0,309,2714,803,0,1,11,85,121,7
1607,29,189,1838,770,0,1,14,37,152,5
83,4,110,3013,142,0,1,4,20,26,2
8390,0,956,2208,485,0,1,4,34,266,4
790,0,79,1483,332,0,1,10,5,239,0
491,1,134,1724,1264,0,1,56,111,58,6
1514,6,236,1342,499,0,1,13,88,106,3
1458,49,467,607,1063,0,1,97,836,239,200
72,0,134,501,127,2,1,6,26,34,0
58,2,279,229,112,0,1,0,29,81,0
2299,59,121,5098,955,0,1,15,65,1051,1
1389,15,142,9712,1183,0,1,823,453,318,840
358,6,340,1607,440,7,1,14,135,155,12
707,3,258,745,249,0,1,3,123,65,2
0,0,0,0,0,0,1,0,0,0,0
3102,1,412,5630,1117,1,1,54,37,648,2
655,0,190,1706,323,1,1,4,16,94,5
802,2,231,1429,811,0,1,140,130,89,13
127,7,41,2788,104,0,1,24,0,49,5
775,1,47,679,486,0,1,6,17,215,2
724,89,83,263,215,0,1,16,101,165,7
569,7,15,978,496,2,1,5,18,72,0
283,9,238,1417,1737,0,1,11,53,118,5
268,152,84,613,394,0,1,156,138,305,10
533,9,58,3183,1282,0,1,4,96,63,6
1976,10,1467,7443,2160,0,1,79,124,301,73
1306,7,185,1122,350,0,1,2,26,104,1
0,0,0,0,0,0,1,0,0,0,0
182,6,534,2261,686,0,1,0,91,9,0
933,12,203,3876,910,0,1,82,69,359,5
1878,0,1124,3782,1276,0,1,7,186,53,32
349,0,151,15607,2580,0,1,626,130,1227,2
152,2,211,14019,314,0,1,60,7,207,9
1207,3,110,2032,587,4,1,106,116,1233,44
113,6,108,2536,22,0,1,6,15,21,0
2148,1,149,2924,1208,0,1,103,22,355,13
460,0,437,1951,416,0,1,11,34,106,16
0,0,0,0,0,0,1,0,0,0,0
292,18,256,1053,76,0,1,24,4,61,1
0,0,0,0,0,0,1,0,0,0,0
810,17,817,2824,1549,0,1,59,769,262,40
460,3,94,1031,397,0,1,2,250,101,2
295,0,554,919,1140,0,1,78,258,361,4
1761,0,95,1281,968,0,1,57,41,303,4
269,5,440,2115,526,1,1,568,134,1376,102
490,43,1365,4180,832,1,1,149,407,74,17
1717,4,261,3280,774,0,1,25,29,206,0
47,2,179,5473,59,0,1,16,1,30,0
839,10,104,2952,276,0,1,9,9,69,0
160,0,33,247,151,0,1,8,9,131,2
525,11,74,1799,447,0,1,9,6,80,16
304,3,626,5907,97,0,1,17,72,114,8
228,0,212,1201,821,0,1,9,37,68,10
381,7,268,4839,335,0,1,0,12,65,0
202,6,132,1196,387,0,1,56,78,23,18
157,12,290,5036,439,5,1,57,42,1250,36
381,3,195,1842,305,0,1,6,14,55,2
0,0,0,0,0,0,1,0,0,0,0
1837,0,95,4267,331,0,1,12,14,136,3
1336,17,856,998,703,2,1,45,41,155,13
0,0,0,0,0,0,1,0,0,0,0
2995,1,150,3886,354,0,1,58,7,195,0
538,1,177,2847,428,0,1,19,56,151,12
546,6,488,2101,199,0,1,23,32,318,11
694,5,805,2276,687,0,1,2,92,65,1
160,0,47,1002,104,0,1,2,2,16,2
1236,2,178,2397,1269,0,1,28,173,2475,13
1019,0,69,3125,2434,0,1,39,1,137,4
47,0,42,110,167,0,1,1,29,17,4
683,2,403,3676,609,3,1,17,38,35,11
499,3,111,923,351,0,1,34,20,82,0
285,9,48,1093,760,0,1,16,9,5,11
566,7,863,3701,983,0,1,179,181,245,24
1193,13,261,1989,1099,0,1,14,70,228,10
69,0,89,4243,79,1,1,27,4,27,1
11,0,63,111,3,0,1,0,0,7,0
22,0,11,1231,65,0,1,24,0,38,0
21,0,262,614,3,0,1,0,1,23,0
123,0,337,1453,24,0,1,0,5,12,0
0,0,0,0,0,0,1,0,0,0,0
67,0,67,448,62,0,1,13,7,45,2
44,0,27,4117,481,0,0,0,66,72,0
13,880,1040,2933,490,0,0,6,5,64,0
309,6,296,4541,1738,0,0,457,193,600,44
18,0,46,436,227,0,0,0,0,13,0
189,0,12,1566,37,0,0,0,0,153,5
134,0,326,2405,363,0,0,0,878,33,3
77,5,132,1331,56,0,0,0,8,45,0
0,0,0,0,0,0,0,0,0,0,0
57,0,1,6113,55,0,0,8,0,25,0
28,370,1131,3337,287,0,0,24,53,30,2
43,10,57,439,153,0,0,0,18,58,0
36,0,273,789,11,0,1,0,4,20,0
54,9,149,1144,61,0,1,0,12,17,0
52,0,69,2368,20,0,1,0,7,68,0
33,1,326,3437,156,0,1,0,16,142,0
29,0,24,186,40,0,1,0,0,35,0
74,0,95,2423,25,0,1,0,8,3,0
8,0,25,141,21,0,1,0,5,7,0
255,0,140,605,246,0,1,2,11,23,1
16,0,40,4544,42,0,1,3,0,9,0
351,0,8,4,218,0,0,0,2,40,0
6,0,35,783,69,0,1,0,3,1,0
746,2,4,490,68,0,0,2,0,108,0
556,37,203,1152,224,0,0,25,17,141,1
200,1,137,3668,3590,0,0,14,99,39,3
108,2,16,488,110,0,0,0,0,117,0
51,1,81,661,318,0,0,18,67,34,4
97,0,0,137,89,0,0,0,0,0,0
12,5,127,988,20,0,1,1,5,136,0
38,11,89,4329,91,0,1,9,1,69,0
88,4,181,1888,196,0,1,15,87,154,3
13,2,32,1187,81,0,1,22,12,50,0
113,0,50,4555,649,0,1,1,24,782,0
1382,6,322,4136,402,0,1,12,154,22,1
77,4,104,1446,83,0,1,2,15,13,0
515,3,353,938,793,0,1,12,74,177,5
300,2,115,620,951,1,1,35,52,88,7
348,70,1214,4489,767,9,1,75,168,19,60
163,62,172,5581,894,1,1,29,23,149,6
413,1,791,2112,448,0,1,29,93,328,12
953,4,293,2025,1210,0,1,33,66,97,5
34,0,27,136,38,0,1,3,22,9,0
1073,38,418,2155,2909,1,1,115,404,312,26
2327,16,8964,3360,1132,1,1,239,373,201,432
480,6,933,2623,715,0,1,135,519,249,65
1104,25,1002,16116,3191,1,1,104,977,260,134
174,0,14,120,56,0,1,0,3,11,2
1712,1,326,2473,1691,0,1,20,147,91,5
892,37,1219,9124,1309,0,1,260,76,273,41
496,0,253,1806,550,0,1,44,438,115,3
1213,23,2630,8323,590,0,1,120,140,188,41
752,6,450,1627,800,2,1,46,49,44,12
0,0,0,0,0,0,1,0,0,0,0
3510,0,194,3121,462,0,1,10,9,97,2
1711,45,1049,3488,1317,0,1,44,467,1316,9
0,0,0,0,0,0,1,0,0,0,0
64,4,46,261,67,0,0,1,2,135,0
989,5,51,2184,206,0,0,25,3,167,1
35,1,268,5232,475,0,1,22,26,29,0
15,0,31,59,36,0,1,0,5,2,0
521,8,328,1142,724,0,1,3,81,226,40
35,1,261,2987,309,0,1,54,27,24,6
357,1,693,3790,2290,4,1,137,318,404,17
372,0,641,4834,347,0,1,15,10,81,1
3754,22,503,2606,1487,1,1,11,199,491,4
119,14,54,7520,356,0,1,43,105,44,0
1383,10,126,2354,780,0,1,20,29,203,0
51,0,12,306,151,0,1,5,5,9,1
236,20,52,943,331,0,1,56,0,75,21
46,1,60,1096,78,0,1,1,1,26,0
48,0,7,65,73,0,1,0,3,6,0
244,32,388,5682,225,5,1,31,66,190,56
123,0,28,1740,591,0,1,17,63,39,8
327,22,454,1730,982,0,1,24,82,214,26
0,0,0,0,0,0,1,0,0,0,0
66,3,18,385,44,0,1,0,1,46,0
382,0,685,1077,111,0,1,3,39,89,0
682,8,59,894,1123,0,1,20,24,101,22
394,0,69,1746,643,0,1,8,16,51,6
949,0,161,1596,513,0,1,15,44,370,10
16,0,130,900,29,0,1,0,2,33,0
0,0,0,0,0,0,0,0,0,0,0
283,27,616,2448,139,0,0,5,95,84,36
144,0,11,91,55,0,0,0,3,20,0
2,0,1,13,7,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0
151,0,58,3067,63,0,0,3,5,29,0
518,4,295,3606,112,0,0,18,29,236,0
1151,32,218,1733,473,3,0,36,38,1977,3
12,1,14,34,38,0,0,0,18,3,0
44,6,7,83,14,0,0,0,2,5,0
428,0,240,1250,521,0,0,6,43,74,1
0,0,0,0,0,0,0,0,0,0,0
271,0,746,3947,594,1,0,132,267,250,126
23,13,4,93,17,0,0,0,1,62,0
30,0,41,233,17,0,0,1,0,5,0
21,0,15,17,36,0,0,0,0,1,0
30,0,90,134,74,0,0,7,5,123,0
41,6,33,512,73,1,0,26,11,33,8
57,0,7,121,10,0,0,0,2,0,0
1806,8,308,3536,2242,1,0,379,148,211,74
69,13,100,1120,173,0,0,58,7,115,1
1,0,3,21,7,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0
1563,9,653,3607,441,0,0,1,16,131,0
522,15,1362,11496,146,0,0,223,115,86,7
121,0,99,6599,43,0,0,197,1,778,2
63,1,23,24,23,0,0,1,4,3,0
66,0,11,15,29,0,0,0,0,18,0
262,4,124,316,182,0,0,1,13,14,0
553,1,13,571,81,0,0,1,1,32,0
1201,20,80,1897,468,0,0,43,47,336,4
6341,112,2020,5491,2680,1,0,249,156,765,45
90,0,34,143,9,0,0,0,9,9,0
153,0,55,154,100,0,0,4,32,20,0
21,0,53,533,58,0,0,0,0,1,0
78,0,59,266,20,0,0,4,3,173,0
1469,1,31,1770,251,0,0,11,7,240,1
17,6,15,192,35,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0
2,0,0,10,12,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
343,5,36,801,288,0,0,1,9,83,0
910,3,41,1992,129,0,0,1,3,28,0
0,0,0,0,5,0,0,0,0,0,0
268,7,25,416,55,0,0,2,0,18,0
1640,8,48,1133,369,0,0,3,2,58,0
2,0,10,42,9,0,0,0,0,0,0
25,7,18,972,43,0,0,172,0,206,0
15,0,23,16,4,0,0,0,0,1,0
29,0,7,56,31,0,0,0,0,87,0
656,11,1492,1051,454,0,0,42,294,207,6
437,3,2,377,73,0,0,4,1,71,0
17,0,0,19,4,0,0,4,0,51,0
633,0,42,639,228,0,0,0,0,16,0
223,2,115,4791,4819,0,0,54,26,77,5
746,0,1286,1095,412,0,0,0,29,159,0
431,9,5,191,158,0,0,1,7,183,0
24,0,372,535,27,0,0,0,5,12,4
663,0,2728,548,692,0,0,112,143,133,228
358,0,17,1045,312,0,0,11,46,8,0
75,14,263,864,583,0,0,37,3,25,2
197,0,56,258,275,0,0,25,13,232,1
2681,13,1062,2969,362,5,0,50,50,116,18
857,1,93,821,311,0,0,1,69,53,1
62,37,100,796,81,0,0,11,40,38,1
153,0,140,1743,103,0,0,8,3,9,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
341,0,4,369,39,0,0,5,1,55,0
7,0,0,52,17,0,0,0,1,2,0
372,1,4,289,45,0,0,1,0,38,0
0,0,0,0,0,0,0,0,0,0,0
209,0,60,579,81,0,0,2,3,84,2
2685,3,30,3529,552,0,0,32,26,324,0
0,0,0,0,0,0,0,0,0,0,0
147,2,19,284,65,0,0,9,7,57,0
468,0,55,421,181,0,0,7,21,274,0
3124,146,174,1952,1277,1,0,68,40,97,13
19,0,10,12,8,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0
27,5,31,863,29,0,0,24,7,61,1
0,0,1,50,4,0,0,0,0,1,0
676,145,1307,3405,487,1,0,109,110,176,100
211,4,7,405,60,0,0,11,1,399,0
2445,630,250,2626,1110,13,0,521,237,402,177
760,3,46,948,291,0,0,32,5,235,2
617,0,246,2075,184,0,0,12,47,38,11
552,7,611,5360,783,0,1,0,84,97,0
0,0,0,0,0,0,1,0,0,0,0
910,13,283,1669,321,0,1,8,34,15,0
1259,19,1586,5074,589,0,1,143,123,4,38
201,0,134,856,372,0,1,2,34,84,1
421,18,3,515,605,0,1,12,13,9,0
661,12,23,729,154,0,1,1,9,59,4
772,26,242,2214,741,0,1,115,133,27,8
3101,0,237,7767,224,0,1,11,14,214,0
1914,293,2821,11649,1740,7,1,310,642,436,109
145,0,115,1585,682,0,1,2,24,39,0
681,8,1317,3741,362,0,1,31,59,24,12
240,0,177,485,1360,0,0,84,94,296,22
86,9,26,583,49,0,0,4,13,54,0
39,0,51,663,14,0,0,10,0,62,1
193,15,106,1701,370,0,0,20,3,42,0
597,0,117,873,282,0,0,12,98,60,18
0,0,0,0,0,0,0,0,0,0,0
7318,17,3100,18342,6399,0,0,1068,1100,2795,47
829,34,613,3817,634,0,0,13,94,404,7
785,2,1640,5562,392,0,0,1357,315,65,393
1217,15,665,4577,744,0,0,38,63,149,16
0,0,0,0,0,0,0,0,0,0,0
1102,5,163,1616,843,0,0,5,95,183,1
94,5,302,2731,110,0,0,88,51,231,13
9,1,7,206,14,0,0,1,0,15,0
42,0,22,112,16,0,0,1,1,11,0
0,0,0,0,0,0,0,0,0,0,0
2442,3,134,1417,308,2,0,5,26,489,0
21,0,2,262,11,0,0,0,0,9,0
553,20,43,1238,184,0,0,21,3,72,1
899,1,352,6651,402,0,0,7,26,48,2
372,34,593,6208,852,0,1,3,43,25,1
272,1,167,1339,636,0,1,2,178,11,1
116,3,38,355,327,0,1,15,23,68,13
1692,2,63,389,456,0,1,5,72,119,0
986,4,50,3871,255,2,1,10,26,273,3
616,0,742,13372,697,0,1,47,233,72,3
359,2,169,1714,390,0,1,42,22,94,4
260,34,409,5597,198,1,1,47,8,93,11
203,22,303,3485,770,5,1,39,50,132,12
901,69,1128,4298,1524,0,1,73,111,49,17
19,2,243,1303,44,0,1,0,2,27,0
589,13,254,1128,2194,0,1,0,151,76,5
366,0,923,6388,1187,1,1,104,37,104,29
238,0,112,1910,283,0,1,5,14,262,0
105,4,343,1806,116,0,1,9,8,35,0
255,0,85,1318,182,0,1,19,21,54,10
405,8,801,3214,513,0,1,15,105,97,13
35,14,83,2312,77,0,1,4,3,19,0
259,31,1412,12729,402,2,1,78,32,133,4
187,0,63,724,295,0,1,16,13,62,2
177,8,79,1750,240,0,1,0,4,65,0
231,2,141,899,604,0,1,5,39,82,3
221,16,117,888,373,0,1,6,16,205,17
338,0,84,1522,294,0,1,6,12,90,1
129,34,63,1112,291,0,1,10,30,15,23
52,1,81,2397,793,1,1,9,59,83,1
501,95,181,2977,720,2,1,0,15,425,0
19,1,3,1344,25,0,1,0,1,151,0
119,0,89,1515,441,0,1,8,20,63,3
317,1,36,1302,224,0,1,4,9,62,2
171,0,115,1533,4004,0,1,0,24,249,1
201,2,325,1443,2278,0,1,1,193,84,2
35,0,24,769,307,0,1,1,4,8,0
788,4,148,1465,707,0,1,56,101,336,14
151,0,80,3721,64,0,1,130,0,21,25
282,11,283,2820,607,0,1,6,12,21,6
236,12,116,9934,898,0,1,77,13,195,1
97,46,115,1998,494,0,1,2,8,214,0
239,3,227,7628,401,0,1,40,110,130,6
78,0,539,2110,137,0,1,1,12,0,0
657,8,151,2563,2611,0,1,172,107,209,37
269,11,157,1454,405,2,1,28,6,33,1
0,0,0,0,0,0,1,0,0,0,0
208,0,356,1263,497,0,1,34,79,80,45
193,3,254,10762,185,0,1,11,12,197,0
59,0,126,1059,21,0,1,7,9,6,0
454,3,192,678,655,0,1,330,100,60,233
456,17,633,1256,1821,0,1,11,220,300,7
268,12,149,2014,284,0,1,0,12,62,1
82,7,146,769,327,0,1,26,92,151,9
407,8,165,3916,677,3,1,255,27,132,11
627,8,220,1587,1708,0,1,50,539,48,121
0,0,0,0,0,0,1,0,0,0,0
471,0,236,2312,1614,0,1,5,35,30,1
211,1,414,648,643,2,1,51,128,86,2
52,1,116,1215,195,0,1,2,10,62,0
0,0,0,0,0,0,1,0,0,0,0
341,36,74,1915,815,0,1,2,12,9,0
274,1,162,2808,334,0,1,4,14,159,24
143,0,338,8797,437,0,1,58,7,113,10
373,12,119,1912,271,0,1,19,4,27,0
352,0,604,8894,962,0,1,126,243,435,31
417,0,263,274,289,0,1,0,62,41,0
31,0,246,2103,53,0,1,1,4,3,0
143,8,183,2668,817,1,1,20,42,257,9
1648,1,126,475,395,0,1,14,48,41,12
12,0,37,2356,253,0,1,3,20,17,1
65,1,138,657,152,1,1,4,85,96,4
196,1,155,1284,116,0,1,7,5,44,0
280,25,108,3089,351,1,1,71,22,102,26
725,0,488,639,1029,0,1,0,114,50,0
976,0,360,1216,943,0,1,20,51,214,9
1,0,53,774,25,0,1,6,0,0,3
465,2,391,1673,585,3,1,92,89,416,65
63,14,161,2727,186,0,1,27,44,44,11
190,7,682,1504,71,5,1,36,17,35,64
1713,0,85,4419,999,0,1,18,27,465,2
102,0,725,816,38,0,1,1,18,9,0
461,5,41,1653,406,0,1,6,19,139,1
30,0,9,1198,240,0,1,0,51,64,0
154,0,87,1182,545,0,1,22,64,626,2
90,28,57,2634,192,1,1,41,22,109,3
127,0,115,1198,332,0,1,9,115,93,33
10,0,122,918,61,0,1,0,10,2,0
47,0,78,545,44,0,1,0,5,76,0
53,0,13,57,30,0,0,0,1,56,0
2,5,0,37,7,0,0,0,0,0,0
58,7,473,1235,15,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0
28,4,71,132,156,0,0,3,5,6,0
102,1,25,147,44,0,0,0,14,13,0
1,0,0,3,3,0,0,0,0,3,0
74,118,191,4205,78,0,1,41,61,135,0
295,0,76,315,147,0,1,0,37,56,2
107,0,44,1636,362,0,1,1,9,149,0
1117,10,64,8217,1504,0,1,24,11,265,7
84,9,35,732,730,0,1,6,12,160,0
179,14,141,6076,467,0,1,55,34,1018,7
194,37,424,2276,92,1,1,11,4,9,0
579,72,34,976,562,0,1,5,0,9,0
0,0,0,0,0,0,1,0,0,0,0
112,3,594,3630,297,5,1,96,164,126,176
227,14,239,1435,837,0,1,2,48,58,0
28,1,138,249,78,0,1,0,17,24,5
196,4,149,1156,1372,0,1,12,115,932,0
96,8,289,1203,230,0,1,18,42,17,11
82,2,24,347,335,0,1,8,16,25,2
1594,20,132,1031,276,3,1,13,14,340,4
479,1,167,3691,479,0,1,60,31,855,41
23,0,20,757,141,0,1,4,6,8,0
106,4,198,1897,64,0,1,60,9,24,11
1334,12,30,1243,478,0,1,16,15,103,0
399,2,132,1257,1131,0,1,0,7,272,0
38,7,94,1088,23,1,1,50,12,28,13
213,0,85,2204,170,0,1,2,16,31,0
210,3,224,596,144,0,1,4,35,175,2
203,52,168,5976,278,0,1,146,63,59,20
160,9,178,3068,409,1,1,78,15,16,4
412,3,392,1842,810,0,1,18,81,171,7
260,4,208,4115,2974,0,1,49,116,36,39
46,9,147,1131,266,0,1,11,35,0,12
557,0,37,477,430,0,1,1,21,58,0
76,0,25,971,104,0,1,8,3,58,0
63,0,282,625,214,0,1,12,163,44,0
1760,15,1273,4352,2290,8,1,145,333,145,15
1026,50,156,4168,2611,0,1,130,20,461,19
0,7,1,331,13,0,0,0,0,30,0
19,0,1,70,62,0,0,10,0,135,0
40,0,140,392,123,0,0,17,14,16,1
9,0,11,240,56,0,0,3,0,38,0
54,0,7,228,30,0,0,0,0,43,0
82,7,39,586,419,0,0,9,1,8,0
11,0,4,91,13,0,0,0,0,14,0
9,0,11,74,9,0,0,0,0,44,0
