@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-2,4-5,7-8,11-14,18-20,23-26,28,31-36,41-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1,9'

@attribute user_talk_edits numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute isSuccessful {1,0}
@attribute template_edits numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric

@data
547,0,661,2068,166,2,1,0,27,227,0
2025,9,85,1684,293,0,1,8,31,98,0
1505,28,1095,2567,2783,2,1,64,437,198,27
347,0,113,300,416,0,1,0,74,62,0
1446,143,123,1057,455,4,1,144,61,265,40
1217,14,538,1769,578,0,1,0,268,192,1
840,28,44,634,401,7,1,97,66,31,4
476,5,105,960,274,0,1,0,24,55,0
390,0,70,298,139,0,1,3,68,27,1
381,0,2942,3479,956,0,1,147,284,214,19
268,0,511,2811,276,0,1,21,227,68,34
0,0,0,0,0,0,1,0,0,0,0
559,21,236,1596,437,0,1,12,29,57,0
3639,0,189,4170,828,1,1,7,13,61,4
252,8,871,1866,526,0,1,21,309,177,4
922,26,139,1375,673,0,1,42,325,542,8
806,22,266,988,694,0,1,5,31,85,0
305,15,56,314,144,0,1,0,23,50,6
0,0,0,0,0,0,1,0,0,0,0
264,3,63,338,274,0,1,2,40,42,5
1048,89,2227,13735,2171,0,1,160,913,1073,46
533,7,1160,1442,1002,0,1,2,128,87,0
276,1,42,2127,82,0,1,16,2,9,0
2384,128,1331,12281,1365,0,1,89,434,493,31
1247,9,679,2484,465,0,1,3,27,76,1
397,1,11,703,44,1,1,1,45,5,0
761,1,113,941,500,0,1,11,43,30,0
203,0,30,257,286,0,1,1,15,6,0
1338,43,655,4274,684,0,1,34,153,187,9
0,0,0,0,0,0,1,0,0,0,0
3741,1,1116,6108,1785,8,1,75,248,98,23
1155,0,157,1056,378,0,1,42,38,259,8
1369,1,26,1329,159,0,1,9,9,145,2
213,1,541,7441,113,0,1,240,26,281,0
372,8,1536,1328,271,0,1,4,89,145,7
3355,1,153,2900,1007,0,1,1,82,63,4
314,47,656,2561,892,0,1,109,187,263,43
15648,50,517,22936,1478,2,1,91,45,524,290
1840,1,2277,4380,20915,0,1,3,300,161,3
2259,1,277,2387,1316,1,1,47,132,346,21
2030,7,378,3684,1554,9,1,19,140,475,4
2163,5,924,6308,2356,3,1,82,418,832,73
152,0,67,185,217,1,1,4,24,19,4
3499,2,1754,5545,1347,0,1,127,89,221,21
252,0,101,365,347,0,1,6,57,45,8
938,3,2333,10537,468,3,1,1491,8,351,19
2265,286,955,5974,1765,0,1,32,198,572,48
2659,4,5601,24467,1674,1,1,5009,1258,227,1735
0,0,0,0,0,0,1,0,0,0,0
5279,207,1481,5899,6332,3,1,167,328,580,29
1114,1,275,4521,1867,0,1,9,38,87,1
534,5,188,1108,256,0,1,5,7,20,0
2411,4,313,3043,2080,0,1,6,48,160,4
381,9,408,939,422,0,1,95,94,117,38
4343,3,232,5687,938,0,1,11,16,512,0
105,0,111,252,195,0,1,0,26,20,0
395,1,5344,2551,362,0,1,267,244,84,19
541,0,208,3015,891,1,1,60,43,176,0
535,0,667,775,612,0,1,4,144,141,1
907,2,88,1018,656,0,1,20,62,297,6
2090,0,100,3261,280,0,1,5,16,182,0
1538,4,2296,4780,430,1,1,243,44,26,54
18,12,200,1329,89,0,1,28,42,46,7
620,2,158,1427,495,0,1,11,10,15,2
632,31,81,1706,157,0,1,42,27,113,6
338,0,163,290,218,0,1,1,36,22,0
211,1,514,1277,338,1,1,4,91,200,1
7329,6,241,10358,815,1,1,37,107,589,1
1643,2,414,1818,1794,5,1,46,297,103,12
2892,8,71,1025,491,1,1,24,53,141,10
0,0,0,0,0,0,1,0,0,0,0
792,0,259,1099,149,0,1,0,11,30,0
196,3,475,1422,895,0,1,12,70,27,3
301,0,218,898,1233,1,1,84,95,171,10
3408,0,607,1766,2051,1,1,145,179,121,33
1114,0,81,2803,1893,0,1,6,79,112,2
8422,13,449,11992,959,1,1,79,20,705,1
245,0,44,534,228,0,1,0,4,6,0
239,3,316,247,317,0,1,32,56,18,12
1296,15,137,2651,407,0,1,55,47,289,28
27,6,55,466,15,0,0,11,0,3,1
89,2,27,447,38,0,0,8,1,150,0
28,0,127,146,9,0,0,0,3,2,0
1268,0,234,2374,790,0,0,17,51,141,7
583,5,141,640,158,0,0,49,21,777,6
40,0,2,40,19,0,0,0,0,9,0
196,0,28,191,80,0,0,1,0,45,0
46,2,29,113,143,0,0,4,0,3,0
274,6,179,1447,852,0,0,5,55,159,6
90,0,21,642,28,0,0,10,4,28,2
520,15,68,826,343,2,0,12,12,248,9
763,0,32,650,206,0,0,1,1,129,0
170,0,61,105,1368,0,0,13,280,77,8
919,4,527,2086,613,0,0,120,79,501,190
0,0,0,0,0,0,0,0,0,0,0
341,1,230,172,127,0,0,2,58,38,0
22,4,1,29,22,0,0,0,0,2,0
11,2,56,102,24,0,0,0,1,136,0
812,3,92,1302,587,0,0,47,91,248,4
2,2,4,2020,12,0,0,10,0,18,0
1542,0,168,2615,337,0,0,12,62,29,0
421,2,35,47,886,0,0,684,218,120,12
40,0,9,425,8,0,0,17,1,2,1
0,0,0,0,0,0,0,0,0,0,0
7,0,2,13,6,0,0,0,0,2,0
54,0,32,258,27,0,0,0,0,49,0
449,2,44,585,215,0,0,4,15,448,0
163,17,184,2946,193,2,0,86,18,624,15
2162,2,720,2042,377,2,0,8,59,737,0
36,0,153,566,37,0,0,0,3,13,0
3,0,74,166,11,0,0,5,0,12,0
4,0,2,33,5,0,0,0,0,0,0
54,0,6,314,15,0,0,0,0,116,0
185,0,7,278,55,0,0,7,2,10,0
9,0,31,101,15,0,0,0,0,22,0
216,88,127,8115,101,0,0,100,0,66,1
380,0,1601,1955,823,0,0,1,95,463,0
142,24,104,1097,79,0,0,4,27,49,1
0,0,10,33,8,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0
110,1,87,430,321,0,0,2,27,16,1
73,1,57,264,22,0,0,16,0,160,2
400,0,214,818,476,1,0,25,101,80,11
0,0,1,14,5,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0
747,1,37,635,429,0,0,24,44,106,0
110,0,52,58,64,0,0,0,19,49,2
0,0,0,0,0,0,0,0,0,0,0
31,0,1,3,20,0,0,0,0,23,0
13,1,11,80,55,0,0,0,2,65,0
352,0,77,621,229,0,0,49,46,40,8
139,0,165,1313,54,0,0,2,27,33,3
484,0,21,291,169,0,0,0,9,511,0
725,8,57,914,361,0,0,67,28,398,1
946,25,472,2705,1058,0,0,49,39,499,4
2,0,6,8,19,0,0,0,0,8,0
1626,0,55,503,468,0,0,20,35,67,0
0,0,0,0,0,0,0,0,0,0,0
307,1,26,386,133,0,0,0,0,13,0
24,0,2,30,7,0,0,0,1,46,0
686,0,1490,858,580,3,0,167,632,162,129
33,0,9,51,53,0,0,0,4,103,0
62,0,11,72,35,0,0,1,6,105,1
263,3,267,777,644,0,0,5,27,5,16
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,5,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
433,0,8,148,352,0,0,50,22,161,1
0,0,0,0,0,0,0,0,0,0,0
411,1,25,182,39,0,0,1,4,244,0
317,12,1183,2880,453,3,1,237,70,344,45
2166,0,175,1836,1161,0,1,82,126,244,6
658,147,6504,24897,3730,413,1,25787,406,7852,1470
13,0,4,798,30,0,0,2,6,92,0
221,0,14,80,48,0,0,2,1,43,0
1501,14,163,4230,338,0,0,444,173,110,576
3435,3,234,2611,809,0,0,60,88,800,8
177,1,0,205,17,0,0,0,0,7,0
16,0,6,138,10,0,0,0,0,3,0
1166,1,192,2918,623,0,0,8,326,47,6
2014,2,701,2123,524,30,0,26,66,307,4
12,0,14,59,33,0,0,0,4,5,0
66109,86,3605,154680,9792,2,0,880,302,1115,1462
11,2,9,446,123,0,0,0,0,116,0
11,2,9,446,123,0,0,0,0,116,0
75,1,37,1396,12,0,0,15,0,11,0
1515,8,159,1617,1547,0,0,15,154,293,0
546,0,20,517,72,0,0,3,0,31,0
313,20,158,1116,266,38,0,37,33,56,117
8197,5,285,6119,2868,0,0,49,89,228,31
1011,14,91,955,210,2,0,10,4,93,2
1332,50,101,2444,788,0,0,227,35,537,6
113,1,437,8887,34,0,0,15,14,1028,9
257,0,105,744,85,0,0,3,3,21,3
2121,52,86,2635,558,1,0,26,5,94,10
332,14,265,1303,1138,0,0,46,98,101,11
29,0,45,48,34,0,0,0,26,9,0
198,0,49,223,36,0,0,4,4,174,0
290,39,3,242,41,0,0,89,0,409,0
7,9,1,60,19,0,0,3,0,44,0
1824,10,348,1521,823,2,0,47,99,308,5
1441,1,119,975,529,0,0,10,17,165,0
9,1,4,168,16,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0
1042,29,542,9452,1084,0,0,261,98,354,168
2676,2,58,1219,303,0,0,7,29,112,0
23,4,36,394,16,2,0,16,0,82,3
50,0,0,28,24,0,0,4,0,42,0
15888,13,936,25669,1043,0,0,31,6,223,0
10,0,4,12,11,0,0,0,0,2,0
10,0,0,12,11,0,0,0,0,1,0
241,1,50,657,43,0,0,10,0,107,0
4,0,0,1636,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1700,7,96,2832,510,0,0,18,51,141,7
239,0,187,613,199,0,0,9,29,115,0
3,0,4,20,3,0,0,0,0,12,0
7,8,7,376,12,0,0,14,0,156,0
2215,33,647,3415,1636,1,0,58,331,529,34
4921,4,276,5889,548,0,0,18,127,425,2
0,0,0,0,0,0,0,0,0,0,0
12,0,2,52,11,0,0,0,0,2,0
590,4,513,1531,377,2,0,16,591,200,68
851,0,102,1156,216,0,0,24,21,70,14
60,7,0,16,12,0,0,0,0,77,0
2332,266,4791,13659,3097,284,0,3240,858,1496,582
69,0,72,403,105,0,0,0,60,19,0
0,0,0,0,0,0,0,0,0,0,0
465,0,84,236,208,0,0,17,85,356,2
13,0,0,7,7,0,0,0,0,2,0
200,0,333,91,168,0,0,0,21,20,1
18,0,118,77,20,0,0,0,0,4,0
5,0,0,17,9,0,0,0,0,1,0
3999,7,2761,12441,2274,1,0,317,1623,991,206
9,0,10,375,3,0,0,0,0,4,0
3188,17,101,2989,301,0,0,120,29,740,8
3,0,0,9,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3,0,0,88,7,0,0,1,0,2,0
480,0,1,453,145,0,0,19,15,131,6
70,11,19,113,181,0,0,6,1,31,0
2835,4,86,3206,646,2,0,15,16,240,3
0,0,0,0,0,0,0,0,0,0,0
672,4,40,2463,349,0,0,52,7,48,2
73,7,13,109,39,0,0,0,1,21,0
137,0,98,83,15,0,0,0,0,55,0
627,3,214,1649,52,0,0,14,13,298,12
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
672,4,40,2463,349,0,0,52,7,48,2
73,7,13,109,39,0,0,0,1,21,0
137,0,98,83,15,0,0,0,0,55,0
627,3,214,1649,52,0,0,14,13,298,12
0,0,0,0,0,0,0,0,0,0,0
476,0,21,578,83,0,0,7,12,91,0
0,0,0,0,0,0,0,0,0,0,0
37,19,40,82,92,0,0,0,0,0,0
90,144,161,1660,81,0,0,17,2,369,0
65,1,45,1479,23,0,0,3,7,43,0
283,1,381,644,300,0,0,73,122,121,3
204,6,284,455,40,0,0,38,1,389,3
189,0,109,378,266,0,0,16,9,1,1
127,2,71,1735,557,0,1,3,1,43,0
332,0,115,667,799,0,1,1,18,51,0
169,0,264,1172,665,1,1,7,65,47,2
242,0,51,585,362,0,1,0,22,18,1
1221,31,204,4161,385,0,1,29,27,565,0
6,0,39,93,30,0,1,0,8,4,0
62,0,44,231,150,0,1,0,25,14,0
151,0,27,247,186,0,1,7,54,32,4
88,0,23,592,98,0,1,2,6,16,0
188,8,212,7375,526,0,1,46,46,150,6
181,0,80,7409,292,0,1,3,15,186,0
0,0,0,0,0,0,1,0,0,0,0
66,0,218,737,85,0,1,1,17,88,0
59,0,78,529,350,0,1,11,60,49,2
170,0,303,877,1720,0,1,0,7,48,0
62,16,225,7540,96,0,1,8,4,472,0
458,5,67,1407,300,0,1,8,37,86,1
48,0,278,9380,692,0,1,7,64,47,0
42,0,283,770,963,0,1,9,17,60,1
75,6,97,1662,54,0,1,15,14,72,1
370,0,532,483,23,0,1,0,11,50,0
389,0,119,483,206,0,1,1,41,64,0
69,0,138,1367,366,0,1,0,153,6,3
23,0,35,48,93,0,1,0,28,10,0
191,0,1036,1300,224,0,1,1,58,3,0
211,1,42,1295,126,0,1,6,34,2,1
299,0,358,890,688,0,1,1,54,314,1
144,2,623,2063,532,0,1,6,94,39,0
25,1,79,721,203,0,1,12,12,19,1
42,5,126,1417,42,0,1,0,2,180,0
103,0,87,549,554,0,1,3,10,25,1
933,0,23,1039,62,0,1,0,19,103,0
8,0,6,236,17,0,1,0,0,0,0
97,0,297,6405,174,0,1,2,4,7,0
258,2,130,10706,419,0,1,18,38,384,9
208,16,676,4918,534,0,1,3,38,489,0
22,0,26,154,25,0,1,0,2,0,0
109,4,100,1470,113,0,1,4,22,114,1
85,0,38,1418,27,0,1,0,106,123,0
43,0,49,670,38,0,1,0,16,9,0
172,0,334,1253,389,0,1,2,56,72,0
31,0,147,1290,78,0,1,2,15,12,0
86,0,197,2723,159,0,1,0,4,8,0
12,0,16,237,17,0,1,0,3,14,0
687,87,451,9403,1761,1,1,219,121,55,2
36,0,14,93,50,0,1,4,4,26,1
234,0,392,1926,153,0,1,12,28,14,9
44,1,107,3071,46,0,1,33,3,32,1
55,2,77,4827,77,0,1,21,10,48,3
44,0,13,980,90,0,1,0,0,7,0
179,0,1111,4991,243,0,1,0,148,143,0
263,0,139,3544,294,0,1,0,19,511,3
164,0,108,1329,866,0,1,76,109,17,3
62,4,148,879,349,0,1,1,7,107,0
74,0,151,2160,29,0,1,0,65,15,0
66,8,20,1441,30,0,1,31,16,3,1
15,0,26,1673,75,0,1,2,19,181,0
121,4,347,3006,157,0,1,80,71,61,18
19,51,111,3434,120,0,1,0,4,24,0
53,3,75,579,371,0,1,16,14,290,8
131,1,288,872,233,0,1,0,18,22,3
123,2,602,4577,95,0,1,6,33,15,4
3,0,624,3922,8,0,1,0,46,9,0
146,0,91,421,30,0,1,0,26,43,0
3,0,44,612,10,0,1,0,4,2,0
18,0,45,441,42,0,1,1,0,4,0
151,0,273,729,1183,1,1,26,73,33,9
51,0,45,1156,83,0,1,0,0,5,0
141,8,103,8589,397,0,1,48,63,186,10
327,0,221,1971,122,0,1,47,21,175,3
83,6,123,1406,348,0,1,85,75,107,32
265,5,59,912,420,1,1,4,11,18,0
274,42,218,1926,701,2,1,7,61,214,1
31,1,95,428,138,1,1,9,25,47,9
122,0,54,1377,504,0,1,5,6,46,2
57,0,214,1519,209,0,1,21,33,41,3
373,2,497,4146,722,1,1,1,210,200,0
205,4,432,7632,109,0,1,84,40,113,16
54,0,143,686,643,0,1,0,9,48,0
79,1,126,1022,236,0,1,5,14,3,5
58,0,205,509,29,0,1,0,0,65,0
275,4,480,1793,350,0,1,21,119,82,19
125,5,28,2156,81,0,0,9,18,11,0
49,1,4,155,26,0,0,0,0,12,0
236,0,111,739,585,1,0,1,7,39,0
960,46,243,6500,2170,0,0,312,100,555,9
16,0,3,24,16,0,0,0,0,14,0
405,9,335,6343,81,2,0,12,11,138,0
35,0,195,5181,66,0,0,8,10,116,2
580,1,14,1243,237,0,0,1,4,8,0
917,5,125,3070,2477,0,0,0,4,14,0
444,5,155,2195,968,0,0,218,229,63,103
80,7,150,2803,443,0,0,3,37,13,0
86,1,226,1418,83,0,0,10,11,40,8
64,2,72,2651,348,0,0,94,8,78,15
44,30,53,963,32,0,0,25,1,78,0
376,6,237,527,244,0,0,7,76,75,1
22,0,12,760,12,0,0,0,1,17,0
1347,0,903,1948,154,0,0,4,81,404,1
0,4,16,211,18,0,0,1,0,1,0
32,7,48,1324,102,0,0,20,0,13,0
0,0,0,0,0,0,0,0,0,0,0
47,0,111,570,725,1,0,15,24,25,0
298,31,656,11637,5158,0,0,221,85,230,26
4888,10,865,7657,4847,0,0,254,529,403,117
17,28,9,982,9,0,0,13,1,24,0
5,0,1,285,9,0,0,6,0,0,0
4543,655,1580,8753,1487,1,0,94,69,110,18
58,0,38,1447,63,0,0,19,0,78,0
309,4,1354,2558,381,3,0,84,50,57,38
659,8,302,4412,1731,0,0,18,69,239,4
1395,2,376,647,264,0,0,0,9,185,0
1196,6,89,1243,212,0,0,6,1,91,2
5,0,2,20,3,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0
1749,0,255,4307,508,0,0,5,62,236,4
0,0,0,0,0,0,0,0,0,0,0
729,21,268,1419,221,0,0,57,27,25,3
1404,0,437,1284,490,0,0,15,11,623,0
73,1,258,1529,41,0,0,19,26,21,9
0,0,0,0,0,0,0,0,0,0,0
14095,1,400,11714,2007,0,0,4,14,292,0
85,0,51,237,13,0,0,0,0,36,0
0,0,0,92,5,0,0,2,0,0,0
13,0,3,12,87,0,0,3,1,15,0
42,1,225,147,281,0,0,1,54,104,7
1093,0,68,982,149,0,0,3,35,51,0
5,0,0,3,4,0,0,0,1,0,0
262,5,132,509,154,0,0,36,1,693,4
629,6,975,298,177,0,0,15,191,86,1
5588,13,248,3457,1004,1,1,29,123,73,14
686,0,19,371,267,0,1,45,58,21,0
1938,16,1333,3960,1090,3,1,14,244,133,10
199,81,1624,5983,910,0,1,472,55,202,115
2724,1,869,7235,370,0,1,119,495,272,88
568,55,1033,5267,623,40,1,180,286,119,165
298,85,43,364,266,3,1,31,4,74,3
0,0,0,0,0,0,1,0,0,0,0
3213,10,88,5028,919,1,1,4,10,265,4
0,0,0,0,0,0,1,0,0,0,0
230,148,133,941,111,2,1,166,46,45,342
780,6,243,1568,718,0,1,3,68,193,50
3526,660,199,8870,1667,1,1,152,44,343,36
6536,5,6084,16405,9980,0,1,688,1877,3232,177
700,3,3056,7860,2655,0,1,26,202,495,15
3823,4,518,7505,1135,0,1,46,175,109,3
2991,4,435,6902,634,0,1,891,46,258,50
1536,6,633,1423,2049,0,1,2,533,70,3
1256,0,263,2518,951,0,1,35,15,182,0
448,29,776,2798,432,3,1,160,74,63,48
327,0,300,8125,491,0,1,10,119,69,0
1483,0,2995,5909,1568,0,1,24,595,117,15
175,9,256,582,309,0,1,34,503,101,26
5207,404,1172,4388,1961,67,1,251,335,1242,167
233,0,11,127,150,0,1,4,8,23,0
2834,16,77,2523,363,1,1,6,2,94,3
1142,7,357,2744,940,2,1,380,137,248,1003
2894,12,1865,6794,1425,0,1,7,136,255,15
1975,4,813,3913,1487,1,1,16,129,175,17
125,312,218,2221,439,0,1,21,79,184,12
7644,7,719,7863,1805,1,1,41,154,635,7
102,25,30,37,58,1,1,2,7,18,0
0,0,0,0,0,0,1,0,0,0,0
1125,248,129,1821,1530,3,1,70,142,115,127
1674,3,52,1157,196,1,1,4,17,88,5
2785,5,1368,8028,1692,0,1,76,584,130,21
193,85,48,200,76,0,1,0,12,5,0
438,19,93,1459,241,0,1,164,136,70,20
1020,4,1724,3154,3290,1,1,14,208,31,8
2450,571,184,2293,1073,40,1,71,48,356,15
234,0,45,2272,5906,0,1,2,23,2777,0
106,25,4,156,99,1,1,0,7,76,3
1379,78,855,9981,1444,1,1,17,164,729,5
487,5,272,3402,132,0,1,51,34,379,3
1479,0,539,5106,2941,0,1,77,221,29,71
1267,30,204,1950,727,1,1,25,126,194,119
2450,10,2653,13176,1189,0,1,160,909,182,84
1012,24,490,5863,510,0,1,14,26,110,6
153,0,46,126,101,0,1,0,14,54,8
825,72,982,2415,795,0,1,20,30,116,17
539,2,82,513,756,0,1,11,69,291,24
645,1,397,801,582,8,1,2,75,2,0
396,60,6015,7377,4058,0,1,244,991,1030,57
11301,16,376,11841,857,1,1,39,40,566,6
234,3,98,830,219,0,1,0,36,79,0
2852,19,645,1816,374,3,1,131,62,432,181
2169,7,2147,3608,788,0,1,9,204,467,6
2530,37,3827,17980,935,9,1,669,859,6667,441
269,127,4916,24416,4842,0,1,1228,109,2393,10
1688,4,392,1596,1119,0,1,48,216,132,1
1140,1218,6953,5987,8407,0,1,264,789,532,383
0,0,0,0,0,0,1,0,0,0,0
2524,5,294,9241,345,0,1,56,143,200,27
3968,178,2342,7594,5357,24,1,63,750,1060,54
6620,37,2646,8878,2976,69,1,2420,901,1299,684
71,0,88,156,30,0,0,1,7,359,0
30,0,6,49,26,0,0,4,4,20,0
26,1,288,1608,46,0,0,0,4,11,0
1407,6,897,1922,591,0,0,274,44,408,186
0,0,2,1,6,0,0,0,0,1,0
572,0,23,821,457,0,0,33,38,89,0
242,0,30,1018,19,0,0,11,2,45,0
87,0,5,77,82,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0
1,0,4,3,8,0,0,0,0,0,0
321,0,207,134,212,0,0,17,138,43,1
1493,10,61,2333,405,6,0,17,47,302,0
4,0,1,0,7,0,0,0,0,4,0
258,1,16,197,244,0,0,41,71,69,4
670,0,43,1093,277,0,0,53,20,152,1
483,14,847,4034,492,0,0,138,212,1664,34
31,2,45,832,31,0,0,4,1,23,3
903,5,74,2064,278,0,0,5,52,280,0
21,0,39,163,9,0,0,0,53,17,0
107,0,881,997,142,0,0,25,27,27,12
5,0,5,46,9,0,0,1,0,33,0
7,0,0,79,9,0,0,2,0,5,0
245,6,56,513,171,0,0,4,4,137,1
7,0,36,251,8,0,0,0,0,0,0
22,1,165,230,58,0,0,7,1,22,0
77,0,52,236,27,0,0,0,4,4,0
278,7,135,657,495,0,0,67,203,175,5
0,0,0,0,0,0,0,0,0,0,0
562,7,418,1805,1060,0,0,85,55,254,19
2,0,0,24,8,0,0,0,0,0,0
12,0,6,83,20,0,0,0,0,37,0
4,0,7,9,10,0,0,0,0,0,0
4,0,0,1,21,0,0,1,0,0,0
9,3,38,585,18,0,0,4,27,7,0
10,0,10,117,8,0,0,0,0,27,0
1316,8,174,984,1188,2,0,36,150,129,15
26,0,113,568,6,0,0,0,0,1,0
53,0,74,1833,54,0,0,9,10,170,7
884,23,626,3046,667,4,0,16,40,103,5
368,0,4,1044,15,0,0,0,0,26,0
1,0,6,15,8,0,0,0,0,3,0
350,4,1447,926,301,0,0,8,222,174,0
5588,0,13,700,225,0,0,1,0,278,0
2039,2,896,6239,1351,0,0,108,12,199,39
172,0,279,659,88,0,0,18,5,26,0
213,4,15,420,43,0,0,3,1,149,0
726,0,2015,668,366,0,0,0,291,459,2
6,0,1,164,8,0,0,0,0,12,0
9,3,49,238,52,0,0,10,5,144,3
266,15,63,1178,165,1,0,99,4,215,12
86,14,78,1476,146,0,0,53,51,67,4
0,0,0,3,4,0,0,0,0,14,0
14,1,4,297,43,0,0,26,6,7,2
12,0,69,292,12,7,0,0,4,30,0
373,0,24,427,659,0,0,241,164,105,342
1,1,18,214,18,0,0,0,2,5,0
295,21,227,1169,596,0,0,151,110,24,90
968,4,785,2562,707,0,0,13,161,35,13
367,3,236,379,129,0,0,0,56,19,0
494,6,164,1704,823,4,0,20,20,107,3
22,0,8,173,26,0,0,9,3,25,0
360,5,68,1717,1483,0,0,61,13,172,9
508,0,429,1581,568,5,0,9,93,127,28
83,3,117,508,92,0,0,7,3,19,0
74,0,285,52,94,0,0,0,5,95,0
1585,5,64,727,281,0,0,3,10,390,0
8,0,1,282,4,0,0,4,0,23,0
34,1,4,124,10,0,0,3,1,0,0
1301,4,270,17594,1149,0,0,22,194,607,2
0,0,2,288,8,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
1,5,4,66,6,0,0,0,0,1,0
28,0,30,46,95,0,0,1,0,13,3
113,5,26,978,70,0,0,20,18,135,0
910,5,174,1791,762,0,0,3,27,697,5
139,0,57,609,40,1,0,23,2,315,0
348,1,308,1022,362,0,0,35,187,79,0
39,3,208,460,86,0,0,61,32,59,15
0,0,23,10,6,0,0,0,0,0,0
173,1,181,1608,91,0,0,3,9,401,3
71,2,32,705,79,0,0,29,25,40,85
8,0,0,4,15,0,0,0,0,4,0
2080,2,43,2048,748,0,0,5,50,358,0
141,3,703,1347,137,0,0,8,54,35,17
15,0,43,387,55,0,0,2,0,12,0
38,0,49,312,231,0,0,0,2,15,0
745,0,68,1189,413,0,0,33,8,166,5
5,0,4,27,10,0,0,0,0,15,0
32,0,1,40,12,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0
24,0,18,72,102,0,0,1,9,18,0
25,0,2,22,10,0,0,8,1,8,0
359,4,44,3011,193,0,0,44,24,118,1
38,0,4,22,38,0,0,0,0,2,0
322,0,86,635,171,0,0,0,0,15,0
788,1,271,2584,402,0,0,13,21,99,0
267,0,16,203,463,0,0,28,238,167,5
148,2,113,1529,251,0,0,0,4,41,0
95,0,173,287,60,0,0,0,14,70,0
102,0,15,650,201,0,0,11,94,34,0
0,0,0,0,0,0,1,0,0,0,0
7094,154,1396,11355,3387,4,1,139,400,1220,261
1530,5,1621,10284,2333,15,1,186,520,1647,109
1378,30,946,8714,901,0,1,401,259,179,279
857,4,54,1070,350,1,1,32,43,67,2
769,20,736,1446,1396,0,1,7,15,80,8
1001,1,987,1890,469,0,1,61,51,176,30
163,11,331,3724,49,0,1,33,24,58,75
192,5,64,388,265,0,1,17,15,222,11
1574,10,352,10533,514,0,1,200,69,1034,22
507,3,62,1114,147,0,1,141,21,32,15
388,9,511,1954,597,1,1,109,157,195,55
91,0,296,201,31,0,0,0,0,9,0
2246,20,913,6899,830,0,0,280,433,403,76
45,0,89,184,10,0,0,0,0,106,0
128,4,160,1220,44,0,0,83,14,68,3
2,0,0,0,8,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0
16,36,5,504,24,0,0,0,0,33,0
9,0,1,2,20,0,0,0,1,0,0
666,1,124,6922,471,0,0,1497,2,91,9
796,13,380,1521,1023,1,0,18,112,410,8
0,0,5,2579,10,0,0,89,0,0,0
1,0,0,0,2,0,0,0,0,0,0
339,1,59,1421,256,0,0,14,26,113,3
4501,49,277,4265,1385,0,0,87,48,366,11
3074,19,1042,9580,1811,0,0,307,109,438,29
3,3,13,216,7,0,0,2,0,12,0
156,0,179,620,16,0,0,0,10,7,1
25,9,62,475,12,0,0,6,2,21,0
1569,0,1437,1982,717,0,0,7,305,151,13
8,0,8,228,8,0,0,14,1,2,0
8,0,27,239,14,0,0,1,0,38,0
383,0,243,1521,473,0,0,36,338,83,3
2872,11,186,3672,1397,1,0,54,30,792,7
44,0,14,880,56,0,0,3,0,14,0
46,0,8,13,11,0,0,0,3,41,0
135,6,125,524,186,0,0,10,17,69,5
1086,8,293,930,490,11,0,0,86,127,0
3,0,0,6,6,0,0,0,0,2,0
9,0,0,0,8,0,0,0,0,3,0
245,6,288,1249,785,4,0,139,321,195,45
320,14,51,488,192,0,0,2,1,248,0
1806,0,230,2365,1489,0,0,13,96,75,1
410,0,17,819,132,0,0,1,6,46,0
23,1,80,211,33,0,0,2,2,6,3
34,4,45,314,12,0,0,0,0,2,0
19,0,8,18,15,0,0,1,1,43,0
6,0,0,1,4,0,0,0,0,4,0
239,5,39,348,210,0,0,4,32,151,7
60,12,66,965,60,0,0,63,28,39,10
151,0,16,89,44,0,0,6,7,83,0
1461,11,421,1766,1053,0,0,38,190,1078,60
0,0,0,0,0,0,0,0,0,0,0
1693,1,113,2453,856,0,0,1,70,185,0
1161,1,109,2129,521,0,0,42,15,632,0
547,0,660,1718,491,0,0,1,269,121,1
63,1,116,352,311,0,0,28,126,25,12
